ID	PSSM-Id	CD_short_name	CD_description	COG_IdentityPercent	COG.Evalue	COG.Bitscore	COG	COG_category	COG_category_u	COG_color	COG_category_description	Type_of_Protein	Inside_cell_or_cytosol	Periplasm	Outside_cell	Beta_sheet_TM	Alpha_helix_TM	SignalPeptideNumber	Essential.Homologue	Essential.IdentityPercent	Essential.Evalue	Essential.Bitscore	EssentialProtein	MW	Isoelectric_Point	Inclussion_Bodies_Probability	Isoelectric_Point2	MW2	Virulence.Homologue	Virulence.IdentityPercent	Virulence.Evalue	Virulence.Bitscore	VirulenceFactor	Host.Homologue	Host.IdentityPercent	Host.Evalue	Host.Bitscore	Host	Host_Homologue_Result	Description	Strain	Genus	Gram_Stain	SubcellularLocalization	Exposition	SignalPeptide	AdhesinProbability	AdhesinProbability2	AntigenicityResult
WP_115249812	223356	GmhA	Phosphoheptose_isomerase_[Carbohydrate_transport_and_metabolism].	44.693	2.51E-74	218	COG0279	G	G	CCFCFC	Carbohydrate_transport_and_metabolism	GLOB	1	0	0	0	0	0	DEG10510376	38.021	3.38e-40	134	Essential	21543.61	4.9499	0.516	< 8	< 50 kDa	VFG013420(gb|WP_012054458)	31.579	1.14e-19	82	Probable Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	MULTISPECIES:_SIS_domain-containing_protein_[Avibacterium]	GCF_036400155.1	Avibacterium	Negative	CytoplasmicMembrane	Inside the cell	OTHER	0.43359	Non-Adhesin	NON-ANTIGEN
WP_115249814	225142	UraA	Xanthine/uracil_permease_[Nucleotide_transport_and_metabolism].	44.681	8.84E-112	333	COG2233	F	F	DCECFC	Nucleotide_transport_and_metabolism	TM	8	0	7	0	14	0	DEG10220257	28.806	1.31e-25	107	Essential	45294.24	8.2592	0.164	> 8	< 50 kDa	-	-	-	-	Non Virulence Factor	XP_046759316.1	25.631	4.05e-23	103	Gallus gallus	Host Homologue	MULTISPECIES:_nucleobase:cation_symporter-2_family_protein_[Avibacterium]	GCF_036400155.1	Avibacterium	Negative	CytoplasmicMembrane	Inside the cell	OTHER	0.356856	Non-Adhesin	NON-ANTIGEN
WP_115249822	-	-	-	-	-	-	-	-	-	-	-	GLOB	1	0	0	0	0	0	-	-	-	-	Non Essential	11172.18	10.13	0.339	> 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	type_II_toxin-antitoxin_system_RelE/ParE_family_toxin_[Avibacterium_paragallinarum]	GCF_036400155.1	Avibacterium	Negative	Unknown	Unknown	OTHER	0.262226	Non-Adhesin	NON-ANTIGEN
WP_115249828	223211	TrpB	Tryptophan_synthase_beta_chain_[Amino_acid_transport_and_metabolism].	66.751	0	789	COG0133	E	E	DCFCFC	Amino_acid_transport_and_metabolism	GLOB	1	0	0	0	0	0	DEG10440125	55.313	9.32e-144	412	Essential	43418.86	6.2352	0.499	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	MULTISPECIES:_tryptophan_synthase_subunit_beta_[Avibacterium]	GCF_036400155.1	Avibacterium	Negative	Cytoplasmic	Inside the cell	OTHER	0.310533	Non-Adhesin	NON-ANTIGEN
WP_115249866	223161	ThrB	Homoserine_kinase_[Amino_acid_transport_and_metabolism].	41.401	4.19E-143	402	COG0083	E	E	DCFCFC	Amino_acid_transport_and_metabolism	GLOB	1	0	0	0	0	0	DEG10540193	26.332	2.54e-25	102	Essential	34232.24	6.0849	0.328	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	MULTISPECIES:_homoserine_kinase_[Avibacterium]	GCF_036400155.1	Avibacterium	Negative	Unknown	Unknown	OTHER	0.38534	Non-Adhesin	NON-ANTIGEN
WP_115249901	224439	Lrp	DNA-binding_transcriptional_regulator,_Lrp_family_[Transcription].	48.649	4.54E-54	165	COG1522	K	K	FCDCEC	Transcription	GLOB	1	0	0	0	0	0	DEG10430188	43.333	4.17e-31	108	Essential	18437.53	5.3678	0.595	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	MULTISPECIES:_leucine-responsive_transcriptional_regulator_Lrp_[Avibacterium]	GCF_036400155.1	Avibacterium	Negative	Cytoplasmic	Inside the cell	OTHER	0.242507	Non-Adhesin	NON-ANTIGEN
WP_115249937	225161	AzgA	Xanthine/uracil/vitamin_C_permease,_AzgA_family_[Nucleotide_transport_and_metabolism].	46.789	3.89E-141	408	COG2252	F	F	DCECFC	Nucleotide_transport_and_metabolism	TM	7	0	7	0	13	0	DEG10560168	37.716	1.57e-49	173	Essential	45026.91	6.3354	0.248	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	MULTISPECIES:_NCS2_family_permease_[Avibacterium]	GCF_036400155.1	Avibacterium	Negative	CytoplasmicMembrane	Inside the cell	OTHER	0.51736	Non-Adhesin	ANTIGEN
WP_115249971	223678	SodA	Superoxide_dismutase_[Inorganic_ion_transport_and_metabolism].	58.019	2.31E-107	304	COG0605	P	P	CCCCFC	Inorganic_ion_transport_and_metabolism	GLOB	1	0	0	0	0	0	DEG10270675	38.498	1.36e-36	126	Essential	23589.69	6.1472	0.545	< 8	< 50 kDa	VFG009702(gb|WP_003872294)	39.216	4.04e-36	125	Probable Virulence Factor	NP_989542.2	42.927	2.28e-53	171	Gallus gallus	Host Homologue	MULTISPECIES:_superoxide_dismutase_[Mn]_[Avibacterium]	GCF_036400155.1	Avibacterium	Negative	Unknown	Unknown	OTHER	0.590367	Non-Adhesin	NON-ANTIGEN
WP_115249980	-	-	-	-	-	-	-	-	-	-	-	GLOB	1	0	0	0	0	0	-	-	-	-	Non Essential	7784.76	3.994	0.977	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	MULTISPECIES:_hypothetical_protein_[Avibacterium]	GCF_036400155.1	Avibacterium	Negative	Unknown	Unknown	OTHER	0.451984	Non-Adhesin	NON-ANTIGEN
WP_115249982	223406	DapA	Dihydrodipicolinate_synthase/N-acetylneuraminate_lyase_[Amino_acid_transport_and_metabolism,_Cell_wall/membrane/envelope_biogenesis].	51.195	4.15E-132	374	COG0329	EM	E	DCFCFC	Amino_acid_transport_and_metabolism	GLOB	1	0	0	0	0	0	DEG10270496	36.325	1.58e-44	152	Essential	31720.62	5.1701	0.419	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	XP_001233352.3	28.692	6.57e-29	114	Gallus gallus	Host Homologue	MULTISPECIES:_4-hydroxy-tetrahydrodipicolinate_synthase_[Avibacterium]	GCF_036400155.1	Avibacterium	Negative	Cytoplasmic	Inside the cell	OTHER	0.575911	Non-Adhesin	NON-ANTIGEN
WP_115250016	225622	FrdD	Fumarate_reductase_subunit_D_[Energy_production_and_conversion].	48.305	3.75E-41	129	COG3080	C	C	BCFCFC	Energy_production_and_conversion	TM	2	0	2	0	3	0	DEG10050304	60.526	1.29e-49	152	Essential	12564.22	9.3034	0.171	> 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	MULTISPECIES:_fumarate_reductase_subunit_FrdD_[Avibacterium]	GCF_036400155.1	Avibacterium	Negative	CytoplasmicMembrane	Inside the cell	OTHER	0.365813	Non-Adhesin	ANTIGEN
WP_115250023	224505	FtsQ	Cell_division_septal_protein_FtsQ_[Cell_cycle_control,_cell_division,_chromosome_partitioning].	30.275	3.72E-52	167	COG1589	D	D	FCFCDC	Cell_cycle_control,_cell_division,_chromosome_partitioning	TM	1	0	1	0	1	0	DEG10510365	28.821	6.95e-26	102	Essential	29187.78	6.9938	0.364	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	MULTISPECIES:_cell_division_protein_FtsQ/DivIB_[Avibacterium]	GCF_036400155.1	Avibacterium	Negative	Unknown	Unknown	OTHER	0.289862	Non-Adhesin	NON-ANTIGEN
WP_115250027	223843	FtsW	Bacterial_cell_division_protein_FtsW,_lipid_II_flippase_[Cell_cycle_control,_cell_division,_chromosome_partitioning].	41.081	2.11E-118	346	COG0772	D	D	FCFCDC	Cell_cycle_control,_cell_division,_chromosome_partitioning	TM	6	0	5	0	10	0	DEG10460283	26.667	8.99e-24	100	Essential	44141.49	9.3924	0.233	> 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	MULTISPECIES:_putative_lipid_II_flippase_FtsW_[Avibacterium]	GCF_036400155.1	Avibacterium	Negative	CytoplasmicMembrane	Inside the cell	OTHER	0.331113	Non-Adhesin	ANTIGEN
WP_115250036	224912	MraZ	MraZ,_DNA-binding_transcriptional_regulator_and_inhibitor_of_RsmH_methyltransferase_activity_[Translation,_ribosomal_structure_and_biogenesis].	44.444	1.25E-64	191	COG2001	J	J	FCCCFC	Translation,_ribosomal_structure_and_biogenesis	GLOB	1	0	0	0	0	0	DEG10600442	55.921	1.94e-61	185	Essential	17147.81	4.937	0.488	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	MULTISPECIES:_division/cell_wall_cluster_transcriptional_repressor_MraZ_[Avibacterium]	GCF_036400155.1	Avibacterium	Negative	Cytoplasmic	Inside the cell	OTHER	0.450095	Non-Adhesin	NON-ANTIGEN
WP_115250051	224057	TagH	ABC-type_polysaccharide/polyol_phosphate_transport_system,_ATPase_component_[Carbohydrate_transport_and_metabolism,_Cell_wall/membrane/envelope_biogenesis].	37.657	8.33E-96	276	COG1134	G	G	CCFCFC	Carbohydrate_transport_and_metabolism	GLOB	1	0	0	0	0	0	DEG10250732	32.843	1.37e-26	102	Essential	24363.84	7.6508	0.232	< 8	< 50 kDa	VFG000425(gb|WP_000467404)	28.037	2.65e-27	103	Probable Virulence Factor	XP_040556204.1	39.683	8.22e-07	50.8	Gallus gallus	Host Homologue	MULTISPECIES:_ABC_transporter_ATP-binding_protein_[Avibacterium]	GCF_036400155.1	Avibacterium	Negative	Cytoplasmic	Inside the cell	OTHER	0.302754	Non-Adhesin	NON-ANTIGEN
WP_115250077	223979	YjhB	ADP-ribose_pyrophosphatase_YjhB,_NUDIX_family__[Nucleotide_transport_and_metabolism].	26.471	1.82E-16	68.2	COG1051	F	F	DCECFC	Nucleotide_transport_and_metabolism	GLOB	1	0	0	0	0	0	DEG10030472	42.52	7.71e-31	106	Essential	14961.94	4.2632	0.793	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	MULTISPECIES:_8-oxo-dGTP_diphosphatase_MutT_[Avibacterium]	GCF_036400155.1	Avibacterium	Negative	Unknown	Unknown	OTHER	0.395487	Non-Adhesin	NON-ANTIGEN
WP_115250103	224870	IscR	DNA-binding_transcriptional_regulator,_IscR_family_[Transcription].	28.671	4.46E-26	93.5	COG1959	K	K	FCDCEC	Transcription	GLOB	1	0	0	0	0	0	-	-	-	-	Non Essential	16356.06	8.8586	0.232	> 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	MULTISPECIES:_Rrf2_family_transcriptional_regulator_[Avibacterium]	GCF_036400155.1	Avibacterium	Negative	Unknown	Unknown	OTHER	0.589519	Non-Adhesin	NON-ANTIGEN
WP_115250108	224987	EmrE	Multidrug_transporter_EmrE_and_related_cation_transporters_[Defense_mechanisms].	46.226	7.13E-24	84.9	COG2076	V	V	FCFCBC	Defense_mechanisms	TM	3	0	2	0	4	0	DEG10500033	41.573	9.11e-12	56.2	Essential	11243.62	8.944	0.266	> 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	MULTISPECIES:_multidrug_efflux_SMR_transporter_[Avibacterium]	GCF_036400155.1	Avibacterium	Negative	CytoplasmicMembrane	Inside the cell	OTHER	0.425788	Non-Adhesin	NON-ANTIGEN
WP_115250134	223544	RecA	RecA/RadA_recombinase_[Replication,_recombination_and_repair].	64.111	2.82E-128	366	COG0468	L	L	FCDCDC	Replication,_recombination_and_repair	GLOB	1	0	0	0	0	0	DEG10400097	62.539	2.29e-141	404	Essential	38388.89	4.6657	0.569	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	MULTISPECIES:_recombinase_RecA_[Avibacterium]	GCF_036400155.1	Avibacterium	Negative	Cytoplasmic	Inside the cell	OTHER	0.306797	Non-Adhesin	ANTIGEN
WP_115250145	223646	PstC	ABC-type_phosphate_transport_system,_permease_component_[Inorganic_ion_transport_and_metabolism].	46.624	8.34E-103	301	COG0573	P	P	CCCCFC	Inorganic_ion_transport_and_metabolism	TM	4	0	3	0	6	0	DEG10400634	27.986	8.15e-31	117	Essential	34442.21	6.8724	0.316	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	MULTISPECIES:_phosphate_ABC_transporter_permease_subunit_PstC_[Avibacterium]	GCF_036400155.1	Avibacterium	Negative	CytoplasmicMembrane	Inside the cell	OTHER	0.373944	Non-Adhesin	NON-ANTIGEN
WP_115250180	225635	VapI	Plasmid_maintenance_system_antidote_protein_VapI,_contains_XRE-type_HTH_domain_[Defense_mechanisms].	48.352	1.33E-32	106	COG3093	V	V	FCFCBC	Defense_mechanisms	GLOB	1	0	0	0	0	0	DEG10280240	37.333	1.07e-09	50.1	Essential	10028.58	6.4634	0.447	< 8	< 50 kDa	VFG016797(gb|WP_011180278)	41.463	6.15e-17	68.9	Probable Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	MULTISPECIES:_HigA_family_addiction_module_antitoxin_[Avibacterium]	GCF_036400155.1	Avibacterium	Negative	Unknown	Unknown	OTHER	0.53942	Non-Adhesin	NON-ANTIGEN
WP_126370766	226215	YfcZ	Uncharacterized_conserved_protein_YfcZ,_UPF0381/DUF406_family_[Function_unknown].	56.383	2.42E-41	128	COG3691	S	S	CCCCCC	Function_unknown	GLOB	1	0	0	0	0	0	DEG10050137	50.575	8.49e-28	96.3	Essential	10277.5	4.0075	0.936	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	MULTISPECIES:_YfcZ/YiiS_family_protein_[Avibacterium]	GCF_036400155.1	Avibacterium	Negative	Unknown	Unknown	OTHER	0.651077	Non-Adhesin	ANTIGEN
WP_126370839	224352	Tdk	Thymidine_kinase_[Nucleotide_transport_and_metabolism].	49.485	8.28E-108	304	COG1435	F	F	DCECFC	Nucleotide_transport_and_metabolism	GLOB	1	0	0	0	0	0	DEG10580117	47.059	2.25e-57	178	Essential	22235.33	6.8253	0.66	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	MULTISPECIES:_thymidine_kinase_[Avibacterium]	GCF_036400155.1	Avibacterium	Negative	Cytoplasmic	Inside the cell	OTHER	0.437249	Non-Adhesin	NON-ANTIGEN
WP_126370840	225136	UbiE	Ubiquinone/menaquinone_biosynthesis_C-methylase_UbiE_[Coenzyme_transport_and_metabolism].	43.269	1.81E-18	78.8	COG2226	H	H	DCDCFC	Coenzyme_transport_and_metabolism	GLOB	1	0	0	0	0	0	DEG10560998	38.158	1.33e-07	50.4	Essential	28176.78	9.5566	0.258	> 8	< 50 kDa	VFG029669(gb|WP_003407670)	36.111	1.2e-07	51.6	Probable Virulence Factor	XP_421735.4	32.203	8.91e-07	50.8	Gallus gallus	Host Homologue	MULTISPECIES:_class_I_SAM-dependent_methyltransferase_[Avibacterium]	GCF_036400155.1	Avibacterium	Negative	Cytoplasmic	Inside the cell	OTHER	0.356879	Non-Adhesin	NON-ANTIGEN
WP_126371162	225438	FtsE	ABC-type_ATPase_involved_in_cell_division_[Cell_cycle_control,_cell_division,_chromosome_partitioning].	59.722	8.06E-134	372	COG2884	D	D	FCFCDC	Cell_cycle_control,_cell_division,_chromosome_partitioning	GLOB	1	0	0	0	0	0	DEG10080054	31.336	9.02e-26	100	Essential	24002.94	9.56	0.189	> 8	< 50 kDa	VFG013573(gb|WP_011608934)	34.254	5.77e-25	100	Probable Virulence Factor	XP_415694.5	27.097	1.35e-06	50.1	Gallus gallus	Host Homologue	MULTISPECIES:_cell_division_ATP-binding_protein_FtsE_[Avibacterium]	GCF_036400155.1	Avibacterium	Negative	CytoplasmicMembrane	Inside the cell	OTHER	0.351497	Non-Adhesin	NON-ANTIGEN
WP_126371212	223269	Fba	Fructose/tagatose_bisphosphate_aldolase_[Carbohydrate_transport_and_metabolism].	35.86	1.52E-131	374	COG0191	G	G	CCFCFC	Carbohydrate_transport_and_metabolism	GLOB	1	0	0	0	0	0	DEG10420049	28.487	2.12e-24	100	Essential	39249.48	4.8873	0.507	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	MULTISPECIES:_class_II_fructose-bisphosphate_aldolase_[Avibacterium]	GCF_036400155.1	Avibacterium	Negative	Cytoplasmic	Inside the cell	OTHER	0.417534	Non-Adhesin	NON-ANTIGEN
WP_126371579	-	-	-	-	-	-	-	-	-	-	-	GLOB	1	0	0	0	0	0	-	-	-	-	Non Essential	10937.61	6.4574	0.526	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	MULTISPECIES:_type_II_toxin-antitoxin_system_RelE/ParE_family_toxin_[Avibacterium]	GCF_036400155.1	Avibacterium	Negative	Unknown	Unknown	OTHER	0.33093	Non-Adhesin	NON-ANTIGEN
WP_126371691	225838	NrfD	Formate-dependent_nitrite_reductase,_membrane_component_NrfD_[Inorganic_ion_transport_and_metabolism].	54.037	5.38E-85	255	COG3301	P	P	CCCCFC	Inorganic_ion_transport_and_metabolism	TM	4	0	5	0	8	0	-	-	-	-	Non Essential	34999.31	9.8899	0.202	> 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	MULTISPECIES:_cytochrome_c_nitrite_reductase_subunit_NrfD_[Avibacterium]	GCF_036400155.1	Avibacterium	Negative	CytoplasmicMembrane	Inside the cell	OTHER	0.508781	Non-Adhesin	ANTIGEN
WP_126371755	223891	IspG	4-hydroxy-3-methylbut-2-en-1-yl_diphosphate_synthase_IspG/GcpE_[Lipid_transport_and_metabolism].	64.266	0	608	COG0821	I	I	DCCCFC	Lipid_transport_and_metabolism	GLOB	1	0	0	0	0	0	DEG10450288	32.213	1.16e-46	163	Essential	40084.19	7.174	0.348	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	MULTISPECIES:_flavodoxin-dependent_(E)-4-hydroxy-3-methylbut-2-enyl-diphosphate_synthase_[Avibacterium]	GCF_036400155.1	Avibacterium	Negative	Cytoplasmic	Inside the cell	OTHER	0.246394	Non-Adhesin	ANTIGEN
WP_126371791	223081	ArgC	N-acetyl-gamma-glutamylphosphate_reductase_[Amino_acid_transport_and_metabolism].	50.578	9.61E-170	473	COG0002	E	E	DCFCFC	Amino_acid_transport_and_metabolism	GLOB	1	0	0	0	0	0	DEG10270317	34.375	1.14e-36	134	Essential	36749.93	5.976	0.503	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	MULTISPECIES:_N-acetyl-gamma-glutamyl-phosphate_reductase_[Avibacterium]	GCF_036400155.1	Avibacterium	Negative	Cytoplasmic	Inside the cell	OTHER	0.494926	Non-Adhesin	NON-ANTIGEN
WP_126371808	224651	RpiR	DNA-binding_transcriptional_regulator,_MurR/RpiR_family,_contains_HTH_and_SIS_domains_[Transcription].	38.246	9.68E-95	278	COG1737	K	K	FCDCEC	Transcription	GLOB	1	0	0	0	0	0	DEG10260105	25.203	1.82e-16	77	Essential	32009.77	7.5147	0.391	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	MULTISPECIES:_MurR/RpiR_family_transcriptional_regulator_[Avibacterium]	GCF_036400155.1	Avibacterium	Negative	Cytoplasmic	Inside the cell	OTHER	0.532363	Non-Adhesin	ANTIGEN
WP_126371816	223436	RplI	Ribosomal_protein_L9_[Translation,_ribosomal_structure_and_biogenesis].	55.705	4.48E-63	187	COG0359	J	J	FCCCFC	Translation,_ribosomal_structure_and_biogenesis	GLOB	1	0	0	0	0	0	DEG10550234	55.405	3.24e-42	136	Essential	16197.6	6.7348	0.549	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	MULTISPECIES:_50S_ribosomal_protein_L9_[Avibacterium]	GCF_036400155.1	Avibacterium	Negative	Cytoplasmic	Inside the cell	OTHER	0.450427	Non-Adhesin	NON-ANTIGEN
WP_126372036	-	-	-	-	-	-	-	-	-	-	-	GLOB	1	0	0	0	0	0	DEG10600474	60.714	2.83e-28	97.4	Essential	11187.99	10.6421	0.768	> 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	MULTISPECIES:_LexA_regulated_protein_[Avibacterium]	GCF_036400155.1	Avibacterium	Negative	Unknown	Unknown	OTHER	0.315237	Non-Adhesin	NON-ANTIGEN
WP_126372139	-	-	-	-	-	-	-	-	-	-	-	TM	5	0	6	0	10	0	DEG10050290	55.224	1.16e-77	235	Essential	29156.32	10.1673	0.133	> 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	MULTISPECIES:_sulfite_exporter_TauE/SafE_family_protein_[Avibacterium]	GCF_036400155.1	Avibacterium	Negative	CytoplasmicMembrane	Inside the cell	OTHER	0.418627	Non-Adhesin	ANTIGEN
WP_126372462	225640	YqcC	Uncharacterized_conserved_protein_YqcC,_DUF446_family_[Function_unknown].	46.154	1.87E-40	127	COG3098	S	S	CCCCCC	Function_unknown	GLOB	1	0	0	0	0	0	DEG10050522	60.577	2.91e-38	123	Essential	12840.82	4.3091	0.975	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	MULTISPECIES:_YqcC_family_protein_[Avibacterium]	GCF_036400155.1	Avibacterium	Negative	Unknown	Unknown	OTHER	0.268687	Non-Adhesin	NON-ANTIGEN
WP_126372664	223674	DppB	ABC-type_dipeptide/oligopeptide/nickel_transport_system,_permease_component_[Amino_acid_transport_and_metabolism,_Inorganic_ion_transport_and_metabolism].	45.886	6.18E-120	344	COG0601	EP	E	DCFCFC	Amino_acid_transport_and_metabolism	TM	4	0	3	0	6	0	DEG10140154	28.475	1.54e-28	112	Essential	33733.62	9.979	0.13	> 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	MULTISPECIES:_oligopeptide_ABC_transporter_permease_OppB_[Avibacterium]	GCF_036400155.1	Avibacterium	Negative	CytoplasmicMembrane	Inside the cell	OTHER	0.42476	Non-Adhesin	NON-ANTIGEN
WP_126372696	223878	RibA	GTP_cyclohydrolase_II_[Coenzyme_transport_and_metabolism].	63.59	1.88E-109	309	COG0807	H	H	DCDCFC	Coenzyme_transport_and_metabolism	GLOB	1	0	0	0	0	0	DEG10520437	44.966	2.4e-33	123	Essential	24735.25	6.084	0.594	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	MULTISPECIES:_GTP_cyclohydrolase_II_[Avibacterium]	GCF_036400155.1	Avibacterium	Negative	Cytoplasmic	Inside the cell	OTHER	0.290272	Non-Adhesin	NON-ANTIGEN
WP_126373027	223401	MiaA	tRNA_A37_N6-isopentenylltransferase_MiaA_[Translation,_ribosomal_structure_and_biogenesis].	53.02	3.13E-153	428	COG0324	J	J	FCCCFC	Translation,_ribosomal_structure_and_biogenesis	GLOB	1	0	0	0	0	0	DEG10270492	33.898	8.69e-41	143	Essential	35135.21	6.8464	0.488	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	XP_004947943.3	28.981	2.81e-30	120	Gallus gallus	Host Homologue	MULTISPECIES:_tRNA_(adenosine(37)-N6)-dimethylallyltransferase_MiaA_[Avibacterium]	GCF_036400155.1	Avibacterium	Negative	Cytoplasmic	Inside the cell	OTHER	0.390403	Non-Adhesin	NON-ANTIGEN
WP_126373046	226359	MalK	ABC-type_sugar_transport_system,_ATPase_component_[Carbohydrate_transport_and_metabolism].	53.371	5.13E-175	487	COG3839	G	G	CCFCFC	Carbohydrate_transport_and_metabolism	GLOB	1	0	0	0	0	0	DEG10600115	32.663	5.37e-25	100	Essential	41116.62	7.5386	0.276	< 8	< 50 kDa	VFG013734(gb|WP_011013698)	28.854	2.45e-24	100	Probable Virulence Factor	XP_414701.6	31.527	1.13e-22	101	Gallus gallus	Host Homologue	MULTISPECIES:_maltose/maltodextrin_ABC_transporter_ATP-binding_protein_MalK_[Avibacterium]	GCF_036400155.1	Avibacterium	Negative	CytoplasmicMembrane	Inside the cell	OTHER	0.315583	Non-Adhesin	NON-ANTIGEN
WP_126373050	226354	MalG	ABC-type_maltose_transport_system,_permease_component_[Carbohydrate_transport_and_metabolism].	53.846	6.68E-116	332	COG3833	G	G	CCFCFC	Carbohydrate_transport_and_metabolism	TM	4	0	3	0	6	0	DEG10250450	25.118	6.26e-13	67	Essential	32439.65	8.0633	0.397	> 8	< 50 kDa	VFG030623(gb|WP_011894705)	29.592	5.28e-26	103	Probable Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	MULTISPECIES:_maltose_ABC_transporter_permease_MalG_[Avibacterium]	GCF_036400155.1	Avibacterium	Negative	CytoplasmicMembrane	Inside the cell	OTHER	0.527599	Non-Adhesin	ANTIGEN
WP_126373197	227308	XerD	Site-specific_recombinase_XerD_[Replication,_recombination_and_repair].	56.187	1.5E-163	453	COG4974	L	L	FCDCDC	Replication,_recombination_and_repair	GLOB	1	0	0	0	0	0	DEG10350013	32.566	6.05e-45	154	Essential	34031.09	8.1229	0.452	> 8	< 50 kDa	VFG033171(gb|WP_000790568)	25.824	1.23e-10	59.7	Probable Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	MULTISPECIES:_site-specific_tyrosine_recombinase_XerD_[Avibacterium]	GCF_036400155.1	Avibacterium	Negative	Cytoplasmic	Inside the cell	OTHER	0.426407	Non-Adhesin	NON-ANTIGEN
WP_126373203	223676	QueC	7-cyano-7-deazaguanine_synthase_(queuosine_biosynthesis)_[Translation,_ribosomal_structure_and_biogenesis].	44.24	4.56E-101	289	COG0603	J	J	FCCCFC	Translation,_ribosomal_structure_and_biogenesis	GLOB	1	0	0	0	0	0	DEG10070215	43.243	1.52e-14	68.9	Essential	25258.61	5.2822	0.578	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	MULTISPECIES:_7-cyano-7-deazaguanine_synthase_QueC_[Avibacterium]	GCF_036400155.1	Avibacterium	Negative	Unknown	Unknown	OTHER	0.565387	Non-Adhesin	NON-ANTIGEN
