ID	PSSM-Id	CD_short_name	CD_description	COG_IdentityPercent	COG.Evalue	COG.Bitscore	COG	COG_category	COG_category_u	COG_color	COG_category_description	Type_of_Protein	Inside_cell_or_cytosol	Periplasm	Outside_cell	Beta_sheet_TM	Alpha_helix_TM	SignalPeptideNumber	Essential.Homologue	Essential.IdentityPercent	Essential.Evalue	Essential.Bitscore	EssentialProtein	MW	Isoelectric_Point	Inclussion_Bodies_Probability	Isoelectric_Point2	MW2	Virulence.Homologue	Virulence.IdentityPercent	Virulence.Evalue	Virulence.Bitscore	VirulenceFactor	Host.Homologue	Host.IdentityPercent	Host.Evalue	Host.Bitscore	Host	Host_Homologue_Result	Description	Strain	Genus	Gram_Stain	SubcellularLocalization	Exposition	SignalPeptide	AdhesinProbability	AdhesinProbability2	AntigenicityResult
WP_194750124	225439	OmpA	Outer_membrane_protein_OmpA_and_related_peptidoglycan-associated_(lipo)proteins_[Cell_wall/membrane/envelope_biogenesis].	38.462	5.78e-35	121	COG2885	M	M	ECFCAC	Cell_wall/membrane/envelope_biogenesis	SP	0	0	1	0	0	1	DEG10410197	26.496	2.9e-08	51.6	Essential	30111.84	8.3066	0.151	> 8	< 50 kDa	VFG001931(gb|NP_282616)	38.333	2.33e-12	63.2	Probable Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	OmpA_family_protein_[Avibacterium_paragallinarum]	GCF_015354785.1	Avibacterium	Negative	OuterMembrane	Exposed	LIPO	0.725828	Adhesin	NON-ANTIGEN
WP_194750125	-	-	-	-	-	-	-	-	-	-	-	TM	3	0	2	0	4	0	-	-	-	-	Non Essential	46429.99	5.9177	0.493	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	DUF2254_domain-containing_protein_[Avibacterium_paragallinarum]	GCF_015354785.1	Avibacterium	Negative	CytoplasmicMembrane	Inside the cell	OTHER	0.648872	Non-Adhesin	NON-ANTIGEN
WP_194750126	227114	FhuE	Outer_membrane_receptor_for_ferric_coprogen_and_ferric-rhodotorulic_acid_[Inorganic_ion_transport_and_metabolism].	25.263	5.16e-68	233	COG4773	P	P	CCCCFC	Inorganic_ion_transport_and_metabolism	BETA	0	12	11	22	0	1	-	-	-	-	Non Essential	76998.54	7.1079	0.17	< 8	50-100 kDa	VFG000163(gb|NP_251088)	25.931	8.34e-29	119	Probable Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	TonB-dependent_siderophore_receptor_[Avibacterium_paragallinarum]	GCF_015354785.1	Avibacterium	Negative	OuterMembrane	Exposed	SP	0.639012	Non-Adhesin	ANTIGEN
WP_194750127	223682	FepD	ABC-type_Fe3+-siderophore_transport_system,_permease_component_[Inorganic_ion_transport_and_metabolism].	37.276	9.51e-46	162	COG0609	P	P	CCCCFC	Inorganic_ion_transport_and_metabolism	TM	11	0	10	0	20	0	DEG10470318	28.223	1.34e-23	101	Essential	69171.57	9.7511	0.212	> 8	50-100 kDa	VFG048468(gb|YP_002918373.1)	32	4.07e-25	103	Probable Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	Fe(3+)-hydroxamate_ABC_transporter_permease_FhuB_[Avibacterium_paragallinarum]	GCF_015354785.1	Avibacterium	Negative	CytoplasmicMembrane	Inside the cell	OTHER	0.401193	Non-Adhesin	NON-ANTIGEN
WP_194750128	-	-	-	-	-	-	-	-	-	-	-	SP	0	0	1	0	0	1	-	-	-	-	Non Essential	31893.82	6.488	0.361	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	ABC_transporter_substrate-binding_protein_[Avibacterium_paragallinarum]	GCF_015354785.1	Avibacterium	Negative	Periplasmic	Inside the cell	SP	0.708587	Adhesin	NON-ANTIGEN
WP_194750130	225379	OsmY	Osmotically-inducible_protein_OsmY,_contains_BON_domain_[Function_unknown].	41.969	1.02e-55	172	COG2823	M	M	ECFCAC	Cell_wall/membrane/envelope_biogenesis	SP	0	0	1	0	0	1	DEG10300080	39.61	2.5e-34	119	Essential	20928.07	6.4344	0.3	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	divisome-associated_lipoprotein_YraP_[Avibacterium_paragallinarum]	GCF_015354785.1	Avibacterium	Negative	Periplasmic	Inside the cell	LIPO	0.684743	Non-Adhesin	NON-ANTIGEN
WP_194750131	223356	GmhA	Phosphoheptose_isomerase_[Carbohydrate_transport_and_metabolism].	44.693	5.72e-75	220	COG0279	G	G	CCFCFC	Carbohydrate_transport_and_metabolism	GLOB	1	0	0	0	0	0	DEG10510376	38.021	3.1e-40	135	Essential	21542.63	5.1906	0.467	< 8	< 50 kDa	VFG013418(gb|NP_439337)	32.237	1.54e-21	84.7	Probable Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	SIS_domain-containing_protein_[Avibacterium_paragallinarum]	GCF_015354785.1	Avibacterium	Negative	CytoplasmicMembrane	Inside the cell	OTHER	0.454379	Non-Adhesin	NON-ANTIGEN
WP_194750132	225649	LpoA	Outer_membrane_lipoprotein_LpoA,_binds_and_activates_PBP1a_[Cell_wall/membrane/envelope_biogenesis].	42.669	0	630	COG3107	M	M	ECFCAC	Cell_wall/membrane/envelope_biogenesis	SP	0	0	1	0	0	1	DEG10050605	59.375	0	705	Essential	63726.22	7.7335	0.205	< 8	50-100 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	penicillin-binding_protein_activator_[Avibacterium_paragallinarum]	GCF_015354785.1	Avibacterium	Negative	Unknown	Unknown	LIPO	0.507388	Non-Adhesin	NON-ANTIGEN
WP_194750133	223390	RsmI	16S_rRNA_C1402_(ribose-2'-O)_methylase_RsmI_[Translation,_ribosomal_structure_and_biogenesis].	53.43	9.19e-142	396	COG0313	J	J	FCCCFC	Translation,_ribosomal_structure_and_biogenesis	GLOB	1	0	0	0	0	0	DEG10680043	30.037	1.62e-25	101	Essential	30864.61	5.4307	0.615	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	16S_rRNA_(cytidine(1402)-2'-O)-methyltransferase_[Avibacterium_paragallinarum]	GCF_015354785.1	Avibacterium	Negative	Cytoplasmic	Inside the cell	OTHER	0.358029	Non-Adhesin	NON-ANTIGEN
WP_194750134	223088	SUA5	tRNA_A37_threonylcarbamoyladenosine_synthetase_subunit_TsaC/SUA5/YrdC_[Translation,_ribosomal_structure_and_biogenesis].	48.058	5.8e-94	270	COG0009	J	J	FCCCFC	Translation,_ribosomal_structure_and_biogenesis	GLOB	1	0	0	0	0	0	DEG10390259	25.564	7.02e-08	50.1	Essential	23088.5	5.2702	0.399	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	XP_015153269.1	26.866	1.21e-09	57.4	Gallus gallus	Host Homologue	threonylcarbamoyl-AMP_synthase_[Avibacterium_paragallinarum]	GCF_015354785.1	Avibacterium	Negative	Cytoplasmic	Inside the cell	OTHER	0.460194	Non-Adhesin	NON-ANTIGEN
WP_194750135	224108	RsuA	16S_rRNA_U516_pseudouridylate_synthase_RsuA_and_related_23S_rRNA_U2605,_pseudouridylate_synthases_[Translation,_ribosomal_structure_and_biogenesis].	47.41	9.88e-106	307	COG1187	J	J	FCCCFC	Translation,_ribosomal_structure_and_biogenesis	GLOB	1	0	0	0	0	0	DEG10340427	35.27	3.27e-29	116	Essential	38844.82	10.9767	0.54	> 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	23S_rRNA_pseudouridine(2605)_synthase_RluB_[Avibacterium_paragallinarum]	GCF_015354785.1	Avibacterium	Negative	Cytoplasmic	Inside the cell	OTHER	0.214241	Non-Adhesin	NON-ANTIGEN
WP_194750136	223656	LysR	DNA-binding_transcriptional_regulator,_LysR_family_[Transcription].	27.759	1.06e-53	175	COG0583	K	K	FCDCEC	Transcription	GLOB	1	0	0	0	0	0	DEG10440113	44.091	4.52e-60	191	Essential	36420.94	6.5001	0.544	< 8	< 50 kDa	VFG049114(gb|YP_002918199.1)	27.778	5.83e-13	65.5	Probable Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	HTH-type_transcriptional_regulator_CysB_[Avibacterium_paragallinarum]	GCF_015354785.1	Avibacterium	Negative	Cytoplasmic	Inside the cell	OTHER	0.337023	Non-Adhesin	NON-ANTIGEN
WP_194750137	225082	DapD	Tetrahydrodipicolinate_N-succinyltransferase_[Amino_acid_transport_and_metabolism].	56.071	2.85e-125	355	COG2171	E	E	DCFCFC	Amino_acid_transport_and_metabolism	GLOB	1	0	0	0	0	0	DEG10410139	59.14	1.4e-110	320	Essential	29742.93	5.0604	0.443	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	2,3,4,5-tetrahydropyridine-2,6-dicarboxylate_N-succinyltransferase_[Avibacterium_paragallinarum]	GCF_015354785.1	Avibacterium	Negative	Cytoplasmic	Inside the cell	OTHER	0.329036	Non-Adhesin	NON-ANTIGEN
WP_194750138	225330	GntT	H+/gluconate_symporter_or_related_permease_[Carbohydrate_transport_and_metabolism,_General_function_prediction_only].	43.902	3.05e-115	342	COG2610	G	G	CCFCFC	Carbohydrate_transport_and_metabolism	TM	7	0	8	0	14	0	DEG10050363	30.822	3.42e-56	192	Essential	47047.49	9.1444	0.231	> 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	GntP_family_permease_[Avibacterium_paragallinarum]	GCF_015354785.1	Avibacterium	Negative	CytoplasmicMembrane	Inside the cell	OTHER	0.560304	Non-Adhesin	NON-ANTIGEN
WP_194750139	225804	GntK	Gluconate_kinase_[Carbohydrate_transport_and_metabolism].	55.901	4.01e-94	267	COG3265	G	G	CCFCFC	Carbohydrate_transport_and_metabolism	GLOB	1	0	0	0	0	0	-	-	-	-	Non Essential	19743.77	6.8589	0.422	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	XP_425027.2	36.686	1.83e-34	120	Gallus gallus	Host Homologue	gluconokinase_[Avibacterium_paragallinarum]	GCF_015354785.1	Avibacterium	Negative	Cytoplasmic	Inside the cell	OTHER	0.2966	Non-Adhesin	NON-ANTIGEN
WP_194750140	224041	TauB	ABC-type_nitrate/sulfonate/bicarbonate_transport_system,_ATPase_component_[Inorganic_ion_transport_and_metabolism].	38.824	1.25e-81	241	COG1116	P	P	CCCCFC	Inorganic_ion_transport_and_metabolism	GLOB	1	0	0	0	0	0	DEG10400139	28.774	6.19e-26	100	Essential	26895.14	7.2482	0.542	< 8	< 50 kDa	VFG001206(gb|NP_273675)	34.597	9.43e-32	116	Probable Virulence Factor	NP_001006440.1	26.341	3.84e-07	51.6	Gallus gallus	Host Homologue	ABC_transporter_ATP-binding_protein_[Avibacterium_paragallinarum]	GCF_015354785.1	Avibacterium	Negative	CytoplasmicMembrane	Inside the cell	OTHER	0.445275	Non-Adhesin	NON-ANTIGEN
WP_194750142	223787	TauA	ABC-type_nitrate/sulfonate/bicarbonate_transport_system,_periplasmic_component_[Inorganic_ion_transport_and_metabolism].	31.962	2.22e-60	193	COG0715	P	P	CCCCFC	Inorganic_ion_transport_and_metabolism	SP	0	0	1	0	0	1	-	-	-	-	Non Essential	34954.45	5.1926	0.434	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	ABC_transporter_substrate-binding_protein_[Avibacterium_paragallinarum]	GCF_015354785.1	Avibacterium	Negative	CytoplasmicMembrane	Inside the cell	SP	0.433809	Non-Adhesin	NON-ANTIGEN
WP_194750143	223710	YcjU	Beta-phosphoglucomutase_or_related_phosphatase,_HAD_superfamily__[Carbohydrate_transport_and_metabolism,_General_function_prediction_only].	36.406	3.56e-55	172	COG0637	G	G	CCFCFC	Carbohydrate_transport_and_metabolism	GLOB	1	0	0	0	0	0	DEG10400337	29.245	3.42e-17	76.6	Essential	23746.59	4.5481	0.723	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	XP_416851.3	27.273	1.36e-11	62.8	Gallus gallus	Host Homologue	hexitol_phosphatase_HxpB_[Avibacterium_paragallinarum]	GCF_015354785.1	Avibacterium	Negative	Cytoplasmic	Inside the cell	OTHER	0.400404	Non-Adhesin	NON-ANTIGEN
WP_194750144	225547	FN3K	Fructosamine-3-kinase_[Carbohydrate_transport_and_metabolism].	51.22	6.43e-149	416	COG3001	G	G	CCFCFC	Carbohydrate_transport_and_metabolism	GLOB	1	0	0	0	0	0	-	-	-	-	Non Essential	33279.93	6.7683	0.468	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	XP_415601.1	30.282	1.17e-26	107	Gallus gallus	Host Homologue	fructosamine_kinase_family_protein_[Avibacterium_paragallinarum]	GCF_015354785.1	Avibacterium	Negative	Cytoplasmic	Inside the cell	OTHER	0.60404	Non-Adhesin	NON-ANTIGEN
WP_194750145	225545	GrxB	Glutaredoxin_2_[Posttranslational_modification,_protein_turnover,_chaperones].	56.019	2.52e-106	302	COG2999	O	O	9CFCAC	Posttranslational_modification,_protein_turnover,_chaperones	GLOB	1	0	0	0	0	0	-	-	-	-	Non Essential	24601.41	4.5373	0.777	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	glutaredoxin_2_[Avibacterium_paragallinarum]	GCF_015354785.1	Avibacterium	Negative	Cytoplasmic	Inside the cell	OTHER	0.532201	Non-Adhesin	NON-ANTIGEN
WP_194750146	223518	ThrS	Threonyl-tRNA_synthetase_[Translation,_ribosomal_structure_and_biogenesis].	54.934	0	913	COG0441	J	J	FCCCFC	Translation,_ribosomal_structure_and_biogenesis	GLOB	1	0	0	0	0	0	DEG10670322	76.406	0	1054	Essential	73967.13	6.0624	0.625	< 8	50-100 kDa	-	-	-	-	Non Virulence Factor	XP_015154145.2	35.304	1.59e-130	400	Gallus gallus	Host Homologue	threonine--tRNA_ligase_[Avibacterium_paragallinarum]	GCF_015354785.1	Avibacterium	Negative	Cytoplasmic	Inside the cell	OTHER	0.258648	Non-Adhesin	NON-ANTIGEN
WP_194750147	224647	HxlR	DNA-binding_transcriptional_regulator,_HxlR_family_[Transcription].	44.144	5.26e-39	124	COG1733	K	K	FCDCEC	Transcription	GLOB	1	0	0	0	0	0	DEG10340234	46.875	2.09e-16	68.6	Essential	12896.16	10.0743	0.509	> 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	helix-turn-helix_transcriptional_regulator_[Avibacterium_paragallinarum]	GCF_015354785.1	Avibacterium	Negative	Cytoplasmic	Inside the cell	OTHER	0.25986	Non-Adhesin	NON-ANTIGEN
WP_194750148	225462	YwnB	Putative_NADH-flavin_reductase__[General_function_prediction_only].	52.336	1.1e-81	239	COG2910	R	R	E0E0E0	General_function_prediction_only	GLOB	1	0	0	0	0	0	DEG10470452	42.381	1.73e-51	164	Essential	22168.29	5.278	0.652	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	NAD(P)-dependent_oxidoreductase_[Avibacterium_paragallinarum]	GCF_015354785.1	Avibacterium	Negative	Cytoplasmic	Inside the cell	OTHER	0.422122	Non-Adhesin	NON-ANTIGEN
WP_194750149	-	-	-	-	-	-	-	-	-	-	-	GLOB	1	0	0	0	0	0	-	-	-	-	Non Essential	7936.95	3.7468	0.949	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	hypothetical_protein_[Avibacterium_paragallinarum]	GCF_015354785.1	Avibacterium	Negative	Unknown	Unknown	OTHER	0.60356	Non-Adhesin	NON-ANTIGEN
WP_194750150	-	-	-	-	-	-	-	-	-	-	-	TM	2	0	2	0	3	0	-	-	-	-	Non Essential	19940.65	10.0837	0.353	> 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	PepSY-associated_TM_helix_domain-containing_protein_[Avibacterium_paragallinarum]	GCF_015354785.1	Avibacterium	Negative	CytoplasmicMembrane	Inside the cell	OTHER	0.537453	Non-Adhesin	NON-ANTIGEN
WP_194750151	-	-	-	-	-	-	-	-	-	-	-	GLOB	0	0	1	0	0	0	-	-	-	-	Non Essential	5948.89	4.7719	0.701	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	hypothetical_protein_[Avibacterium_paragallinarum]	GCF_015354785.1	Avibacterium	Negative	Unknown	Unknown	OTHER	0.735723	Adhesin	ANTIGEN
WP_194750152	223859	PurU	Formyltetrahydrofolate_hydrolase_[Nucleotide_transport_and_metabolism].	51.237	7.36e-158	438	COG0788	F	F	DCECFC	Nucleotide_transport_and_metabolism	GLOB	1	0	0	0	0	0	DEG10570189	36.649	1.84e-30	113	Essential	31854.96	7.0037	0.588	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	XP_025009676.1	28.856	2.28e-20	92	Gallus gallus	Host Homologue	formyltetrahydrofolate_deformylase_[Avibacterium_paragallinarum]	GCF_015354785.1	Avibacterium	Negative	Cytoplasmic	Inside the cell	OTHER	0.280764	Non-Adhesin	NON-ANTIGEN
WP_194750153	225468	Hns	DNA-binding_protein_H-NS_[Transcription].	49.606	2.49e-27	95.6	COG2916	K	K	FCDCEC	Transcription	GLOB	1	0	0	0	0	0	DEG10600278	50	1.22e-30	106	Essential	15012.04	9.5659	0.303	> 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	H-NS_histone_family_protein_[Avibacterium_paragallinarum]	GCF_015354785.1	Avibacterium	Negative	Cytoplasmic	Inside the cell	OTHER	0.398799	Non-Adhesin	ANTIGEN
WP_194750154	224671	NhaC	Na+/H+_antiporter_NhaC_[Energy_production_and_conversion].	35.586	1.85e-100	308	COG1757	C	C	BCFCFC	Energy_production_and_conversion	TM	6	0	6	0	11	0	DEG10030235	55.332	0	535	Essential	54301.15	7.0624	0.348	< 8	50-100 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	Na+/H+_antiporter_NhaC_family_protein_[Avibacterium_paragallinarum]	GCF_015354785.1	Avibacterium	Negative	CytoplasmicMembrane	Inside the cell	OTHER	0.539003	Non-Adhesin	NON-ANTIGEN
WP_194750155	223107	IlvB	Acetolactate_synthase_large_subunit_or_other_thiamine_pyrophosphate-requiring_enzyme_[Amino_acid_transport_and_metabolism,_Coenzyme_transport_and_metabolism].	49.735	0	764	COG0028	EH	E	DCFCFC	Amino_acid_transport_and_metabolism	GLOB	1	0	0	0	0	0	DEG10270028	25.48	4.58e-40	153	Essential	62374.7	6.4604	0.385	< 8	50-100 kDa	-	-	-	-	Non Virulence Factor	XP_015136963.1	25.219	5.84e-32	129	Gallus gallus	Host Homologue	acetolactate_synthase_3_large_subunit_[Avibacterium_paragallinarum]	GCF_015354785.1	Avibacterium	Negative	Cytoplasmic	Inside the cell	OTHER	0.344151	Non-Adhesin	NON-ANTIGEN
WP_194750156	226966	CeuA	ABC-type_enterochelin_transport_system,_periplasmic_component__[Inorganic_ion_transport_and_metabolism].	45.763	3.88e-112	325	COG4607	P	P	CCCCFC	Inorganic_ion_transport_and_metabolism	SP	0	0	1	0	0	1	DEG10490139	43.525	2.66e-73	229	Essential	36871.45	8.4168	0.244	> 8	< 50 kDa	VFG037372(gb|YP_001847241)	31.25	3.01e-45	154	Probable Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	siderophore_ABC_transporter_substrate-binding_protein_[Avibacterium_paragallinarum]	GCF_015354785.1	Avibacterium	Negative	Periplasmic	Inside the cell	SP	0.60316	Non-Adhesin	NON-ANTIGEN
WP_194750157	-	-	-	-	-	-	-	-	-	-	-	GLOB	1	0	0	0	0	0	-	-	-	-	Non Essential	67875.88	7.0486	0.415	< 8	50-100 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	terminase_family_protein_[Avibacterium_paragallinarum]	GCF_015354785.1	Avibacterium	Negative	Cytoplasmic	Inside the cell	OTHER	0.388689	Non-Adhesin	NON-ANTIGEN
WP_194750158	-	-	-	-	-	-	-	-	-	-	-	GLOB	1	0	0	0	0	0	-	-	-	-	Non Essential	30838.55	5.1269	0.755	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	GPO_family_capsid_scaffolding_protein_[Avibacterium_paragallinarum]	GCF_015354785.1	Avibacterium	Negative	Cytoplasmic	Inside the cell	OTHER	0.500353	Non-Adhesin	NON-ANTIGEN
WP_194750159	-	-	-	-	-	-	-	-	-	-	-	GLOB	1	0	0	0	0	0	-	-	-	-	Non Essential	17194.51	9.7633	0.201	> 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	P2_family_phage_major_capsid_protein_[Avibacterium_paragallinarum]	GCF_015354785.1	Avibacterium	Negative	Unknown	Unknown	OTHER	0.400353	Non-Adhesin	NON-ANTIGEN
WP_194750160	-	-	-	-	-	-	-	-	-	-	-	TM	3	0	2	0	4	0	-	-	-	-	Non Essential	12593.53	6.1643	0.566	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	hypothetical_protein_[Avibacterium_paragallinarum]	GCF_015354785.1	Avibacterium	Negative	CytoplasmicMembrane	Inside the cell	OTHER	0.393329	Non-Adhesin	NON-ANTIGEN
WP_194750161	226450	HI1514	Phage_tail_tape-measure_protein,_controls_tail_length___[Mobilome:_prophages,_transposons].	25.21	8.91e-29	118	COG3941	X	X	9CFC9C	Mobilome:_prophages,_transposons	GLOB	1	0	0	0	0	0	-	-	-	-	Non Essential	67767.51	10.5643	0.308	> 8	50-100 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	tape_measure_protein_[Avibacterium_paragallinarum]	GCF_015354785.1	Avibacterium	Negative	Unknown	Unknown	OTHER	0.645544	Non-Adhesin	NON-ANTIGEN
WP_194750162	-	-	-	-	-	-	-	-	-	-	-	GLOB	1	0	0	0	0	0	-	-	-	-	Non Essential	5108.72	10.4692	0.437	> 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	hypothetical_protein_[Avibacterium_paragallinarum]	GCF_015354785.1	Avibacterium	Negative	Unknown	Unknown	OTHER	-	Unknown	NON-ANTIGEN
WP_194750163	-	-	-	-	-	-	-	-	-	-	-	GLOB	1	0	0	0	0	0	-	-	-	-	Non Essential	10805.21	9.7308	0.42	> 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	hypothetical_protein_[Avibacterium_paragallinarum]	GCF_015354785.1	Avibacterium	Negative	Unknown	Unknown	OTHER	0.29335	Non-Adhesin	NON-ANTIGEN
WP_194750164	-	-	-	-	-	-	-	-	-	-	-	GLOB	1	0	0	0	0	0	-	-	-	-	Non Essential	38115.09	10.4647	0.448	> 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	site-specific_integrase_[Avibacterium_paragallinarum]	GCF_015354785.1	Avibacterium	Negative	Cytoplasmic	Inside the cell	OTHER	0.355905	Non-Adhesin	NON-ANTIGEN
WP_194750165	223268	FolD	5,10-methylene-tetrahydrofolate_dehydrogenase/Methenyl_tetrahydrofolate_cyclohydrolase_[Coenzyme_transport_and_metabolism].	62.366	5.9e-164	453	COG0190	H	H	DCDCFC	Coenzyme_transport_and_metabolism	GLOB	1	0	0	0	0	0	DEG10140091	30.418	2.87e-33	122	Essential	31028.95	6.239	0.419	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	XP_015132012.1	39.631	1.35e-46	158	Gallus gallus	Host Homologue	bifunctional_methylenetetrahydrofolate_dehydrogenase/methenyltetrahydrofolate_cyclohydrolase_FolD_[Avibacterium_paragallinarum]	GCF_015354785.1	Avibacterium	Negative	Cytoplasmic	Inside the cell	OTHER	0.290567	Non-Adhesin	NON-ANTIGEN
WP_194750166	225647	YhcB	Uncharacterized_membrane-anchored_protein_YhcB,_DUF1043_family_[Function_unknown].	52.679	5.56e-44	138	COG3105	S	S	CCCCCC	Function_unknown	TM	1	0	1	0	1	0	DEG10260065	44.037	5.32e-28	100	Essential	16732.89	4.6628	0.832	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	DUF1043_family_protein_[Avibacterium_paragallinarum]	GCF_015354785.1	Avibacterium	Negative	CytoplasmicMembrane	Inside the cell	OTHER	0.616536	Non-Adhesin	ANTIGEN
WP_194750167	224855	YcaO	Ribosomal_protein_S12_methylthiotransferase_accessory_factor_YcaO_[Translation,_ribosomal_structure_and_biogenesis].	43.262	1.09e-159	459	COG1944	J	J	FCCCFC	Translation,_ribosomal_structure_and_biogenesis	GLOB	1	0	0	0	0	0	-	-	-	-	Non Essential	66983.13	4.2181	0.843	< 8	50-100 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	YcaO-like_family_protein_[Avibacterium_paragallinarum]	GCF_015354785.1	Avibacterium	Negative	Cytoplasmic	Inside the cell	OTHER	0.298798	Non-Adhesin	NON-ANTIGEN
WP_194750168	-	-	-	-	-	-	-	-	-	-	-	GLOB	1	0	0	0	0	0	DEG10240303	33.813	1.88e-11	61.6	Essential	27544.05	8.3843	0.179	> 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	methyltransferase_domain-containing_protein_[Avibacterium_paragallinarum]	GCF_015354785.1	Avibacterium	Negative	Unknown	Unknown	OTHER	0.427082	Non-Adhesin	NON-ANTIGEN
WP_194750169	223565	GloB	Glyoxylase_or_a_related_metal-dependent_hydrolase,_beta-lactamase_superfamily_II_[General_function_prediction_only].	29.365	5.75e-34	119	COG0491	R	R	E0E0E0	General_function_prediction_only	GLOB	1	0	0	0	0	0	DEG10100364	26.316	7.11e-08	50.8	Essential	26163.65	5.461	0.692	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	XP_025010864.1	28.507	9.16e-28	107	Gallus gallus	Host Homologue	hydroxyacylglutathione_hydrolase_[Avibacterium_paragallinarum]	GCF_015354785.1	Avibacterium	Negative	Cytoplasmic	Inside the cell	OTHER	0.543384	Non-Adhesin	NON-ANTIGEN
WP_194750170	223426	Rnd	Ribonuclease_D_[Translation,_ribosomal_structure_and_biogenesis].	43.266	2.43e-124	360	COG0349	J	J	FCCCFC	Translation,_ribosomal_structure_and_biogenesis	GLOB	1	0	0	0	0	0	DEG10200221	30.366	1.32e-35	133	Essential	43698.58	7.6755	0.48	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	XP_015152379.1	26.984	6.12e-14	74.7	Gallus gallus	Host Homologue	ribonuclease_D_[Avibacterium_paragallinarum]	GCF_015354785.1	Avibacterium	Negative	Cytoplasmic	Inside the cell	OTHER	0.504298	Non-Adhesin	NON-ANTIGEN
WP_194750171	-	-	-	-	-	-	-	-	-	-	-	SP	0	0	1	0	0	1	-	-	-	-	Non Essential	17429.96	5.3545	0.63	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	hypothetical_protein_[Avibacterium_paragallinarum]	GCF_015354785.1	Avibacterium	Negative	Unknown	Unknown	LIPO	0.745488	Adhesin	NON-ANTIGEN
