ID	COG_ID	COG_categories	COG	General_Functional_Category	COG_category_description	Type_of_Protein	Inside_cell_or_cytosol	Periplasm	Outside_cell	Beta_sheet_TM	Alpha_helix_TM	SignalPeptideNumber	Essential.Homologue	Essential.IdentityPercent	Essential.Evalue	Essential.Bitscore	EssentialProtein	MW	Isoelectric_Point	Inclussion_Bodies_Probability	Isoelectric_Point2	MW2	Virulence.Homologue	Virulence.IdentityPercent	Virulence.Evalue	Virulence.Bitscore	VirulenceFactor	VF_ID	VFCID	VFcategory	Host.Homologue	Host.IdentityPercent	Host.Evalue	Host.Bitscore	Host	Host_Homologue_Result	Description	Strain	Genus	Gram_Stain	Bacteria	SubcellularLocalization	Exposition	SignalPeptide	AdhesinProbability	AdhesinProbability2	AntigenicityResult	Host_Homologue_Result_All	Type_of_Protein2
WP_021724592	COG2259	S	S	POORLY_CHARACTERIZED	Function_unknown	TM	3	0	2	0	4	0	-	-	-	-	Non Essential	14535.49	8.9146	0.181	> 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	-	-	-	Gallus gallus	Non Host Homologue	DoxX_family_protein_[Avibacterium_paragallinarum]	GCF_036400955.1	Avibacterium	Negative	Avibacterium_paragallinarum	CytoplasmicMembrane	Inside the cell	OTHER	0.579067	Non-Adhesin	NON-ANTIGEN	Non Host Homologue	2 or more Alpha helix Transmembrane Steps
WP_021724701	COG0202	K	K	INFORMATION_STORAGE_AND_PROCESSING	Transcription	GLOB	1	0	0	0	0	0	DEG10140215	28.431	5.96e-27	107	Essential	36567.69	4.7309	0.762	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	-	-	-	Gallus gallus	Non Host Homologue	DNA-directed_RNA_polymerase_subunit_alpha_[Avibacterium_paragallinarum]	GCF_036400955.1	Avibacterium	Negative	Avibacterium_paragallinarum	Cytoplasmic	Inside the cell	OTHER	0.37133	Non-Adhesin	NON-ANTIGEN	Non Host Homologue	Secreted
WP_021724747	COG2927	L	L	INFORMATION_STORAGE_AND_PROCESSING	Replication,_recombination_and_repair	GLOB	1	0	0	0	0	0	DEG10560336	52.113	1.97e-51	160	Essential	16983.25	4.9935	0.663	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	-	-	-	Gallus gallus	Non Host Homologue	DNA_polymerase_III_subunit_chi_[Avibacterium_paragallinarum]	GCF_036400955.1	Avibacterium	Negative	Avibacterium_paragallinarum	Cytoplasmic	Inside the cell	OTHER	0.455214	Non-Adhesin	NON-ANTIGEN	Non Host Homologue	Secreted
WP_021724796	COG4105	M	M	CELLULAR_PROCESSES_AND_SIGNALING	Cell_wall/membrane/envelope_biogenesis	SP	0	0	1	0	0	1	DEG10200289	29.469	4.63e-25	100	Essential	29377.58	9.2838	0.287	> 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	-	-	-	Gallus gallus	Non Host Homologue	outer_membrane_protein_assembly_factor_BamD_[Avibacterium_paragallinarum]	GCF_036400955.1	Avibacterium	Negative	Avibacterium_paragallinarum	OuterMembrane	Exposed	LIPO	0.723841	Adhesin	NON-ANTIGEN	Non Host Homologue	Lipoprotein
WP_026138421	-	-	-	-	-	SP	0	0	1	0	0	1	-	-	-	-	Non Essential	21799.02	9.884	0.306	> 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	-	-	-	Gallus gallus	Non Host Homologue	hypothetical_protein_[Avibacterium_paragallinarum]	GCF_036400955.1	Avibacterium	Negative	Avibacterium_paragallinarum	Unknown	Unknown	LIPO	0.606784	Non-Adhesin	NON-ANTIGEN	Non Host Homologue	Lipoprotein
WP_026138449	COG3050	L	L	INFORMATION_STORAGE_AND_PROCESSING	Replication,_recombination_and_repair	GLOB	1	0	0	0	0	0	DEG10600314	28.03	1.11e-09	52.4	Essential	16370.02	8.0368	0.336	> 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	-	-	-	Gallus gallus	Non Host Homologue	DNA_polymerase_III_subunit_psi_[Avibacterium_paragallinarum]	GCF_036400955.1	Avibacterium	Negative	Avibacterium_paragallinarum	Unknown	Unknown	OTHER	0.338696	Non-Adhesin	NON-ANTIGEN	Non Host Homologue	Secreted
WP_026138468	COG2960	H	H	METABOLISM	Coenzyme_transport_and_metabolism	GLOB	1	0	0	0	0	0	DEG10510524	37.662	2.32e-10	51.2	Essential	9478.01	6.3422	0.814	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	-	-	-	Gallus gallus	Non Host Homologue	accessory_factor_UbiK_family_protein_[Avibacterium_paragallinarum]	GCF_036400955.1	Avibacterium	Negative	Avibacterium_paragallinarum	Unknown	Unknown	OTHER	0.350144	Non-Adhesin	ANTIGEN	Non Host Homologue	Secreted
WP_026138470	COG1385	J	J	INFORMATION_STORAGE_AND_PROCESSING	Translation,_ribosomal_structure_and_biogenesis	GLOB	1	0	0	0	0	0	DEG10550738	40.083	6.69e-54	173	Essential	27551.98	8.2541	0.31	> 8	< 50 kDa	VFG045607(gb|WP_010948621)	48.148	6.94e-69	212	Probable Virulence Factor	VFG045607	VFC0086	Effector delivery system	-	-	-	-	Gallus gallus	Non Host Homologue	16S_rRNA_(uracil(1498)-N(3))-methyltransferase_[Avibacterium_paragallinarum]	GCF_036400955.1	Avibacterium	Negative	Avibacterium_paragallinarum	Cytoplasmic	Inside the cell	OTHER	0.336521	Non-Adhesin	NON-ANTIGEN	Non Host Homologue	Secreted
WP_026138480	COG1686	M	M	CELLULAR_PROCESSES_AND_SIGNALING	Cell_wall/membrane/envelope_biogenesis	SP	0	0	1	0	0	1	DEG10410383	33.591	6.14e-35	135	Essential	43886.14	8.0379	0.25	> 8	< 50 kDa	VFG038258(gb|WP_012297409)	28.125	4.93e-18	84.3	Probable Virulence Factor	VFG038258	VFC0258	Immune modulation	-	-	-	-	Gallus gallus	Non Host Homologue	serine_hydrolase_[Avibacterium_paragallinarum]	GCF_036400955.1	Avibacterium	Negative	Avibacterium_paragallinarum	CytoplasmicMembrane	Inside the cell	SP	0.644023	Non-Adhesin	NON-ANTIGEN	Non Host Homologue	Secreted
WP_026138508	COG2974	L	L	INFORMATION_STORAGE_AND_PROCESSING	Replication,_recombination_and_repair	GLOB	1	0	0	0	0	0	DEG10050118	71.192	3.34e-158	442	Essential	34289.5	5.1766	0.684	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	-	-	-	Gallus gallus	Non Host Homologue	recombination-associated_protein_RdgC_[Avibacterium_paragallinarum]	GCF_036400955.1	Avibacterium	Negative	Avibacterium_paragallinarum	Cytoplasmic	Inside the cell	OTHER	0.247127	Non-Adhesin	NON-ANTIGEN	Non Host Homologue	Secreted
WP_026138622	COG3093	V	V	CELLULAR_PROCESSES_AND_SIGNALING	Defense_mechanisms	GLOB	1	0	0	0	0	0	DEG10180254	35.294	3.32e-10	51.6	Essential	10833.42	6.7138	0.32	< 8	< 50 kDa	VFG018753(gb|WP_012230805)	35	1.94e-10	52.8	Probable Virulence Factor	VFG018753	VFC0346	Others	-	-	-	-	Gallus gallus	Non Host Homologue	HigA_family_addiction_module_antitoxin_[Avibacterium_paragallinarum]	GCF_036400955.1	Avibacterium	Negative	Avibacterium_paragallinarum	Unknown	Unknown	OTHER	0.641901	Non-Adhesin	NON-ANTIGEN	Non Host Homologue	Secreted
WP_026138624	-	-	-	-	-	GLOB	1	0	0	0	0	0	-	-	-	-	Non Essential	12756.66	8.8848	0.373	> 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	-	-	-	Gallus gallus	Non Host Homologue	hypothetical_protein_[Avibacterium_paragallinarum]	GCF_036400955.1	Avibacterium	Negative	Avibacterium_paragallinarum	Unknown	Unknown	OTHER	0.292664	Non-Adhesin	NON-ANTIGEN	Non Host Homologue	Secreted
WP_026138643	COG1278	K	K	INFORMATION_STORAGE_AND_PROCESSING	Transcription	GLOB	1	0	0	0	0	0	DEG10200354	48.077	5.15e-12	54.7	Essential	8096.2	6.7146	0.267	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	XP_015140011.1	41.176	1.14e-08	50.8	Gallus gallus	Host Homologue	cold_shock_domain-containing_protein_CspD_[Avibacterium_paragallinarum]	GCF_036400955.1	Avibacterium	Negative	Avibacterium_paragallinarum	Cytoplasmic	Inside the cell	OTHER	0.439735	Non-Adhesin	NON-ANTIGEN	Host Homologue	Secreted
WP_035659943	COG0240	C	C	METABOLISM	Energy_production_and_conversion	GLOB	1	0	0	0	0	0	DEG10140038	26.769	2.17e-28	111	Essential	36350.83	7.4808	0.278	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	XP_046793937.1	27.055	7.78e-24	100	Gallus gallus	Host Homologue	NAD(P)H-dependent_glycerol-3-phosphate_dehydrogenase_[Avibacterium_paragallinarum]	GCF_036400955.1	Avibacterium	Negative	Avibacterium_paragallinarum	Cytoplasmic	Inside the cell	OTHER	0.401996	Non-Adhesin	NON-ANTIGEN	Host Homologue	Secreted
WP_035660202	COG1974	KT	K	INFORMATION_STORAGE_AND_PROCESSING	Transcription	GLOB	1	0	0	0	0	0	DEG10270490	31.313	3.66e-28	105	Essential	23535.06	4.908	0.731	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	-	-	-	Gallus gallus	Non Host Homologue	transcriptional_repressor_LexA_[Avibacterium_paragallinarum]	GCF_036400955.1	Avibacterium	Negative	Avibacterium_paragallinarum	Cytoplasmic	Inside the cell	OTHER	0.278963	Non-Adhesin	NON-ANTIGEN	Non Host Homologue	Secreted
WP_035660215	COG0764	I	I	METABOLISM	Lipid_transport_and_metabolism	GLOB	1	0	0	0	0	0	DEG10340130	41.135	7.17e-31	114	Essential	16768.62	5.7119	0.649	< 8	< 50 kDa	VFG011402(gb|WP_004688426)	43.448	2.47e-41	135	Probable Virulence Factor	VFG011402	VFC0258	Immune modulation	-	-	-	-	Gallus gallus	Non Host Homologue	MULTISPECIES:_3-hydroxyacyl-ACP_dehydratase_FabZ_[Avibacterium]	GCF_036400955.1	Avibacterium	Negative	Avibacterium_paragallinarum	Cytoplasmic	Inside the cell	OTHER	0.258464	Non-Adhesin	NON-ANTIGEN	Non Host Homologue	Secreted
WP_035684517	COG0177	L	L	INFORMATION_STORAGE_AND_PROCESSING	Replication,_recombination_and_repair	GLOB	1	0	0	0	0	0	DEG10050614	92.381	1.36e-145	403	Essential	23634.42	8.9755	0.265	> 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	NP_001073043.1	27.315	1.11e-20	88.6	Gallus gallus	Host Homologue	endonuclease_III_[Avibacterium_paragallinarum]	GCF_036400955.1	Avibacterium	Negative	Avibacterium_paragallinarum	Cytoplasmic	Inside the cell	OTHER	0.32244	Non-Adhesin	NON-ANTIGEN	Host Homologue	Secreted
WP_035684552	COG0777	I	I	METABOLISM	Lipid_transport_and_metabolism	GLOB	1	0	0	0	0	0	DEG10070025	43.609	9.34e-74	227	Essential	32698.96	7.5587	0.278	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	XP_025009294.1	25.131	3.06e-07	53.1	Gallus gallus	Host Homologue	acetyl-CoA_carboxylase,_carboxyltransferase_subunit_beta_[Avibacterium_paragallinarum]	GCF_036400955.1	Avibacterium	Negative	Avibacterium_paragallinarum	Cytoplasmic	Inside the cell	OTHER	0.29622	Non-Adhesin	NON-ANTIGEN	Host Homologue	Secreted
WP_035684604	COG0776	B	B	INFORMATION_STORAGE_AND_PROCESSING	Chromatin_structure_and_dynamics	GLOB	1	0	0	0	0	0	DEG10440047	64.773	5.07e-36	117	Essential	10976.61	10.8481	0.269	> 8	< 50 kDa	VFG043551(gb|WP_010908478)	39.785	6.75e-13	61.2	Probable Virulence Factor	VFG043551	VFC0001	Adherence	-	-	-	-	Gallus gallus	Non Host Homologue	integration_host_factor_subunit_alpha_[Avibacterium_paragallinarum]	GCF_036400955.1	Avibacterium	Negative	Avibacterium_paragallinarum	Cytoplasmic	Inside the cell	OTHER	0.359742	Non-Adhesin	ANTIGEN	Non Host Homologue	Secreted
WP_035684615	COG3095	D	D	CELLULAR_PROCESSES_AND_SIGNALING	Cell_cycle_control,_cell_division,_chromosome_partitioning	GLOB	1	0	0	0	0	0	DEG10160128	74.257	2.16e-109	313	Essential	27063.71	4.7186	0.786	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	-	-	-	Gallus gallus	Non Host Homologue	chromosome_partition_protein_MukE_[Avibacterium_paragallinarum]	GCF_036400955.1	Avibacterium	Negative	Avibacterium_paragallinarum	Cytoplasmic	Inside the cell	OTHER	0.265487	Non-Adhesin	NON-ANTIGEN	Non Host Homologue	Secreted
WP_035684628	COG2969	O	O	CELLULAR_PROCESSES_AND_SIGNALING	Posttranslational_modification,_protein_turnover,_chaperones	GLOB	1	0	0	0	0	0	DEG10300081	53	4.98e-35	118	Essential	17892.24	4.6205	0.475	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	-	-	-	Gallus gallus	Non Host Homologue	ClpXP_protease_specificity-enhancing_factor_[Avibacterium_paragallinarum]	GCF_036400955.1	Avibacterium	Negative	Avibacterium_paragallinarum	Unknown	Unknown	OTHER	0.388771	Non-Adhesin	NON-ANTIGEN	Non Host Homologue	Secreted
WP_035684740	COG1380	R	R	POORLY_CHARACTERIZED	General_function_prediction_only	TM	3	0	2	0	4	0	-	-	-	-	Non Essential	15733.29	11.0645	0.539	> 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	-	-	-	Gallus gallus	Non Host Homologue	CidA/LrgA_family_protein_[Avibacterium_paragallinarum]	GCF_036400955.1	Avibacterium	Negative	Avibacterium_paragallinarum	CytoplasmicMembrane	Inside the cell	OTHER	0.35045	Non-Adhesin	NON-ANTIGEN	Non Host Homologue	2 or more Alpha helix Transmembrane Steps
WP_035684768	COG0782	K	K	INFORMATION_STORAGE_AND_PROCESSING	Transcription	GLOB	1	0	0	0	0	0	DEG10680208	39.706	5.61e-28	101	Essential	17549.88	4.3799	0.808	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	-	-	-	Gallus gallus	Non Host Homologue	transcription_elongation_factor_GreA_[Avibacterium_paragallinarum]	GCF_036400955.1	Avibacterium	Negative	Avibacterium_paragallinarum	Cytoplasmic	Inside the cell	OTHER	0.292722	Non-Adhesin	NON-ANTIGEN	Non Host Homologue	Secreted
WP_035684821	COG3092	S	S	POORLY_CHARACTERIZED	Function_unknown	TM	2	0	1	0	2	0	DEG10050432	60.544	2.61e-58	177	Essential	16334.44	10.1354	0.377	> 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	-	-	-	Gallus gallus	Non Host Homologue	terminus_macrodomain_insulation_protein_YfbV_[Avibacterium_paragallinarum]	GCF_036400955.1	Avibacterium	Negative	Avibacterium_paragallinarum	CytoplasmicMembrane	Inside the cell	OTHER	0.598353	Non-Adhesin	NON-ANTIGEN	Non Host Homologue	2 or more Alpha helix Transmembrane Steps
WP_035684880	COG0814	E	E	METABOLISM	Amino_acid_transport_and_metabolism	TM	6	0	6	0	11	0	DEG10190259	29.949	5.64e-45	160	Essential	43248.76	9.4328	0.215	> 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	-	-	-	Gallus gallus	Non Host Homologue	aromatic_amino_acid_transport_family_protein_[Avibacterium_paragallinarum]	GCF_036400955.1	Avibacterium	Negative	Avibacterium_paragallinarum	CytoplasmicMembrane	Inside the cell	OTHER	0.525636	Non-Adhesin	NON-ANTIGEN	Non Host Homologue	2 or more Alpha helix Transmembrane Steps
WP_035684956	COG1972	F	F	METABOLISM	Nucleotide_transport_and_metabolism	TM	4	0	5	0	8	0	DEG10470250	29.88	1.35e-47	167	Essential	44183.69	8.3853	0.164	> 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	XP_040562478.1	36.879	1.3e-89	286	Gallus gallus	Host Homologue	NupC/NupG_family_nucleoside_CNT_transporter_[Avibacterium_paragallinarum]	GCF_036400955.1	Avibacterium	Negative	Avibacterium_paragallinarum	CytoplasmicMembrane	Inside the cell	OTHER	0.411094	Non-Adhesin	NON-ANTIGEN	Host Homologue	2 or more Alpha helix Transmembrane Steps
WP_035684962	COG0670	P	P	METABOLISM	Inorganic_ion_transport_and_metabolism	TM	4	0	4	0	7	0	DEG10030274	38.565	2.2e-40	137	Essential	24001.48	7.9997	0.222	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	-	-	-	Gallus gallus	Non Host Homologue	Bax_inhibitor-1/YccA_family_protein_[Avibacterium_paragallinarum]	GCF_036400955.1	Avibacterium	Negative	Avibacterium_paragallinarum	CytoplasmicMembrane	Inside the cell	OTHER	0.4739	Non-Adhesin	NON-ANTIGEN	Non Host Homologue	2 or more Alpha helix Transmembrane Steps
WP_035684966	COG1121	P	P	METABOLISM	Inorganic_ion_transport_and_metabolism	GLOB	1	0	0	0	0	0	DEG10350028	29.752	3.27e-25	100	Essential	33278.49	9.2344	0.156	> 8	< 50 kDa	VFG013702(gb|WP_010934023)	29.707	3.44e-25	100	Probable Virulence Factor	VFG013702	VFC0272	Nutritional/Metabolic factor	XP_025007572.2	26.667	4.09e-06	50.1	Gallus gallus	Host Homologue	ATP-binding_cassette_domain-containing_protein_[Avibacterium_paragallinarum]	GCF_036400955.1	Avibacterium	Negative	Avibacterium_paragallinarum	CytoplasmicMembrane	Inside the cell	OTHER	0.449721	Non-Adhesin	NON-ANTIGEN	Host Homologue	Secreted
WP_035684984	COG0314	H	H	METABOLISM	Coenzyme_transport_and_metabolism	GLOB	1	0	0	0	0	0	DEG10030218	54.054	2.09e-54	167	Essential	17143.54	6.2264	0.67	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	XP_046761714.1	33.333	1.02e-18	79	Gallus gallus	Host Homologue	molybdopterin_synthase_catalytic_subunit_MoaE_[Avibacterium_paragallinarum]	GCF_036400955.1	Avibacterium	Negative	Avibacterium_paragallinarum	Cytoplasmic	Inside the cell	OTHER	0.348486	Non-Adhesin	NON-ANTIGEN	Host Homologue	Secreted
WP_035685022	COG0115	EH	E	METABOLISM	Amino_acid_transport_and_metabolism	GLOB	1	0	0	0	0	0	DEG10640235	41.176	1.59e-69	220	Essential	37878.04	5.2381	0.334	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	XP_046760576.1	34.483	3.23e-49	170	Gallus gallus	Host Homologue	branched-chain_amino_acid_aminotransferase_[Avibacterium_paragallinarum]	GCF_036400955.1	Avibacterium	Negative	Avibacterium_paragallinarum	Cytoplasmic	Inside the cell	OTHER	0.495018	Non-Adhesin	NON-ANTIGEN	Host Homologue	Secreted
WP_035685027	COG1314	U	U	CELLULAR_PROCESSES_AND_SIGNALING	Intracellular_trafficking,_secretion,_and_vesicular_transport	TM	1	0	2	0	2	0	DEG10030132	53.043	5.5e-33	110	Essential	11851.54	7.1995	0.154	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	-	-	-	Gallus gallus	Non Host Homologue	preprotein_translocase_subunit_SecG_[Avibacterium_paragallinarum]	GCF_036400955.1	Avibacterium	Negative	Avibacterium_paragallinarum	CytoplasmicMembrane	Inside the cell	OTHER	0.609653	Non-Adhesin	ANTIGEN	Non Host Homologue	2 or more Alpha helix Transmembrane Steps
WP_035685032	COG0718	K	K	INFORMATION_STORAGE_AND_PROCESSING	Transcription	GLOB	1	0	0	0	0	0	DEG10030224	80.734	1.33e-63	188	Essential	12043.92	4.7146	0.637	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	-	-	-	Gallus gallus	Non Host Homologue	YbaB/EbfC_family_nucleoid-associated_protein_[Avibacterium_paragallinarum]	GCF_036400955.1	Avibacterium	Negative	Avibacterium_paragallinarum	Unknown	Unknown	OTHER	0.427938	Non-Adhesin	ANTIGEN	Non Host Homologue	Secreted
WP_035685093	COG0616	O	O	CELLULAR_PROCESSES_AND_SIGNALING	Posttranslational_modification,_protein_turnover,_chaperones	TM	1	0	1	0	1	0	DEG10200118	29.701	5.72e-50	182	Essential	69717.98	5.4695	0.425	< 8	50-100 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	-	-	-	Gallus gallus	Non Host Homologue	signal_peptide_peptidase_SppA_[Avibacterium_paragallinarum]	GCF_036400955.1	Avibacterium	Negative	Avibacterium_paragallinarum	CytoplasmicMembrane	Inside the cell	OTHER	0.32876	Non-Adhesin	NON-ANTIGEN	Non Host Homologue	1 Alpha helix Transmembrane Step
WP_035685096	COG0778	C	C	METABOLISM	Energy_production_and_conversion	GLOB	1	0	0	0	0	0	DEG10180302	42.935	6.65e-49	156	Essential	20621.13	8.6801	0.427	> 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	-	-	-	Gallus gallus	Non Host Homologue	NAD(P)H_nitroreductase_[Avibacterium_paragallinarum]	GCF_036400955.1	Avibacterium	Negative	Avibacterium_paragallinarum	Unknown	Unknown	OTHER	0.402215	Non-Adhesin	NON-ANTIGEN	Non Host Homologue	Secreted
WP_035685162	COG0346	Q	Q	METABOLISM	Secondary_metabolites_biosynthesis,_transport_and_catabolism	GLOB	1	0	0	0	0	0	-	-	-	-	Non Essential	15107.05	4.7821	0.67	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	NP_001269270.2	33.571	1.41e-12	64.3	Gallus gallus	Host Homologue	lactoylglutathione_lyase_[Avibacterium_paragallinarum]	GCF_036400955.1	Avibacterium	Negative	Avibacterium_paragallinarum	Cytoplasmic	Inside the cell	OTHER	0.387088	Non-Adhesin	ANTIGEN	Host Homologue	Secreted
WP_035685164	COG2056	E	E	METABOLISM	Amino_acid_transport_and_metabolism	TM	6	0	7	0	12	0	DEG10470362	52.455	1.8e-156	449	Essential	47539.68	6.7605	0.277	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	-	-	-	Gallus gallus	Non Host Homologue	Na+/H+_antiporter_family_protein_[Avibacterium_paragallinarum]	GCF_036400955.1	Avibacterium	Negative	Avibacterium_paragallinarum	CytoplasmicMembrane	Inside the cell	OTHER	0.510033	Non-Adhesin	NON-ANTIGEN	Non Host Homologue	2 or more Alpha helix Transmembrane Steps
WP_035685289	COG0847	L	L	INFORMATION_STORAGE_AND_PROCESSING	Replication,_recombination_and_repair	GLOB	1	0	0	0	0	0	DEG10150110	60.101	6.3e-90	263	Essential	24087.56	6.5788	0.51	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	-	-	-	Gallus gallus	Non Host Homologue	ribonuclease_T_[Avibacterium_paragallinarum]	GCF_036400955.1	Avibacterium	Negative	Avibacterium_paragallinarum	Cytoplasmic	Inside the cell	OTHER	0.68996	Non-Adhesin	NON-ANTIGEN	Non Host Homologue	Secreted
WP_035685396	COG1854	T	T	CELLULAR_PROCESSES_AND_SIGNALING	Signal_transduction_mechanisms	GLOB	1	0	0	0	0	0	-	-	-	-	Non Essential	19094.95	5.5568	0.65	< 8	< 50 kDa	VFG018246(gb|WP_011261308)	70.238	7.23e-91	261	Probable Virulence Factor	VFG018246	VFC0271	Biofilm	-	-	-	-	Gallus gallus	Non Host Homologue	S-ribosylhomocysteine_lyase_[Avibacterium_paragallinarum]	GCF_036400955.1	Avibacterium	Negative	Avibacterium_paragallinarum	Cytoplasmic	Inside the cell	OTHER	0.258783	Non-Adhesin	NON-ANTIGEN	Non Host Homologue	Secreted
WP_035685401	COG0637	G	G	METABOLISM	Carbohydrate_transport_and_metabolism	GLOB	1	0	0	0	0	0	DEG10400337	30.108	9.41e-22	88.6	Essential	22290.86	4.8817	0.715	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	XP_416851.3	29.508	6.03e-16	74.7	Gallus gallus	Host Homologue	beta-phosphoglucomutase_family_hydrolase_[Avibacterium_paragallinarum]	GCF_036400955.1	Avibacterium	Negative	Avibacterium_paragallinarum	Cytoplasmic	Inside the cell	OTHER	0.313639	Non-Adhesin	NON-ANTIGEN	Host Homologue	Secreted
WP_035685414	-	-	-	-	-	SP	0	0	1	0	0	1	-	-	-	-	Non Essential	6547.59	4.2645	0.092	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	-	-	-	Gallus gallus	Non Host Homologue	hypothetical_protein_[Avibacterium_paragallinarum]	GCF_036400955.1	Avibacterium	Negative	Avibacterium_paragallinarum	Unknown	Unknown	LIPO	0.618485	Non-Adhesin	ANTIGEN	Non Host Homologue	Lipoprotein
WP_035685529	COG0330	O	O	CELLULAR_PROCESSES_AND_SIGNALING	Posttranslational_modification,_protein_turnover,_chaperones	TM	1	0	1	0	1	0	DEG10300086	42.222	1.29e-80	253	Essential	45470.97	5.1201	0.255	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	XP_046757783.1	25.14	2e-06	50.8	Gallus gallus	Host Homologue	FtsH_protease_activity_modulator_HflK_[Avibacterium_paragallinarum]	GCF_036400955.1	Avibacterium	Negative	Avibacterium_paragallinarum	Cytoplasmic	Inside the cell	OTHER	0.422309	Non-Adhesin	ANTIGEN	Host Homologue	1 Alpha helix Transmembrane Step
WP_035685625	COG0035	F	F	METABOLISM	Nucleotide_transport_and_metabolism	GLOB	1	0	0	0	0	0	DEG10140121	40.58	3.94e-50	161	Essential	22612.47	5.3627	0.652	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	NP_001026295.2	27.679	1.52e-07	52	Gallus gallus	Host Homologue	uracil_phosphoribosyltransferase_[Avibacterium_paragallinarum]	GCF_036400955.1	Avibacterium	Negative	Avibacterium_paragallinarum	Cytoplasmic	Inside the cell	OTHER	0.275583	Non-Adhesin	NON-ANTIGEN	Host Homologue	Secreted
WP_035685646	COG0278	O	O	CELLULAR_PROCESSES_AND_SIGNALING	Posttranslational_modification,_protein_turnover,_chaperones	GLOB	1	0	0	0	0	0	DEG10550143	45.361	5.85e-30	102	Essential	12612.61	4.6386	0.513	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	NP_001264313.2	47.706	2.25e-27	103	Gallus gallus	Host Homologue	Grx4_family_monothiol_glutaredoxin_[Avibacterium_paragallinarum]	GCF_036400955.1	Avibacterium	Negative	Avibacterium_paragallinarum	Unknown	Unknown	OTHER	0.334288	Non-Adhesin	NON-ANTIGEN	Host Homologue	Secreted
WP_035685674	COG2917	D	D	CELLULAR_PROCESSES_AND_SIGNALING	Cell_cycle_control,_cell_division,_chromosome_partitioning	TM	4	0	3	0	6	0	DEG10240253	35.838	5.35e-27	100	Essential	20791.11	9.4613	0.434	> 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	-	-	-	Gallus gallus	Non Host Homologue	septation_protein_A_[Avibacterium_paragallinarum]	GCF_036400955.1	Avibacterium	Negative	Avibacterium_paragallinarum	CytoplasmicMembrane	Inside the cell	OTHER	0.427327	Non-Adhesin	NON-ANTIGEN	Non Host Homologue	2 or more Alpha helix Transmembrane Steps
WP_035685677	COG1607	I	I	METABOLISM	Lipid_transport_and_metabolism	GLOB	1	0	0	0	0	0	DEG10310118	42.857	3.59e-34	115	Essential	16534.18	7.6366	0.26	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	XP_046796544.1	26.957	1.1e-07	51.2	Gallus gallus	Host Homologue	acyl-CoA_thioester_hydrolase_YciA_[Avibacterium_paragallinarum]	GCF_036400955.1	Avibacterium	Negative	Avibacterium_paragallinarum	Unknown	Unknown	OTHER	0.449673	Non-Adhesin	NON-ANTIGEN	Host Homologue	Secreted
