ID	COG_ID	COG_categories	COG	General_Functional_Category	COG_category_description	Type_of_Protein	Inside_cell_or_cytosol	Periplasm	Outside_cell	Beta_sheet_TM	Alpha_helix_TM	SignalPeptideNumber	Essential.Homologue	Essential.IdentityPercent	Essential.Evalue	Essential.Bitscore	EssentialProtein	MW	Isoelectric_Point	Inclussion_Bodies_Probability	Isoelectric_Point2	MW2	Virulence.Homologue	Virulence.IdentityPercent	Virulence.Evalue	Virulence.Bitscore	VirulenceFactor	Host.Homologue	Host.IdentityPercent	Host.Evalue	Host.Bitscore	Host	Host_Homologue_Result	Description	Strain	Genus	Gram_Stain	Bacteria	SubcellularLocalization	Exposition	SignalPeptide	AdhesinProbability	AdhesinProbability2	AntigenicityResult
WP_017805577	-	-	-	-	-	GLOB	1	0	0	0	0	0	-	-	-	-	Non Essential	9223.26	8.5047	0.134	> 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	hypothetical_protein_[Avibacterium_paragallinarum]	GCF_000348525.1	Avibacterium	Negative	Avibacterium_paragallinarum	Unknown	Unknown	OTHER	0.483204	Non-Adhesin	ANTIGEN
WP_017805578	COG3423	K	K	INFORMATION_STORAGE_AND_PROCESSING	Transcription	GLOB	1	0	0	0	0	0	-	-	-	-	Non Essential	7822.09	10.1779	0.307	> 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	helix-turn-helix_domain-containing_protein_[Avibacterium_paragallinarum]	GCF_000348525.1	Avibacterium	Negative	Avibacterium_paragallinarum	Unknown	Unknown	OTHER	0.296534	Non-Adhesin	ANTIGEN
WP_017805579	-	-	-	-	-	GLOB	1	0	0	0	0	0	-	-	-	-	Non Essential	18765.35	8.4711	0.346	> 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	hypothetical_protein_[Avibacterium_paragallinarum]	GCF_000348525.1	Avibacterium	Negative	Avibacterium_paragallinarum	Unknown	Unknown	OTHER	0.377206	Non-Adhesin	ANTIGEN
WP_017805580	-	-	-	-	-	GLOB	1	0	0	0	0	0	DEG10560346	28.8	3.08e-12	65.1	Essential	30495.52	6.1566	0.424	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	HNH_endonuclease_family_protein_[Avibacterium_paragallinarum]	GCF_000348525.1	Avibacterium	Negative	Avibacterium_paragallinarum	Cytoplasmic	Inside the cell	OTHER	0.481346	Non-Adhesin	NON-ANTIGEN
WP_017805584	COG0583	K	K	INFORMATION_STORAGE_AND_PROCESSING	Transcription	GLOB	1	0	0	0	0	0	DEG10050490	28.269	1.89e-32	120	Essential	33442.28	7.9716	0.283	< 8	< 50 kDa	VFG044083(gb|NP_250948)	32.432	1.79e-38	135	Probable Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	LysR_family_transcriptional_regulator_[Avibacterium_paragallinarum]	GCF_000348525.1	Avibacterium	Negative	Avibacterium_paragallinarum	Cytoplasmic	Inside the cell	OTHER	0.575201	Non-Adhesin	NON-ANTIGEN
WP_017805585	COG0716	C	C	METABOLISM	Energy_production_and_conversion	SP	0	0	1	0	0	1	DEG10340257	31.902	1.24e-19	82	Essential	23724.31	6.8831	0.379	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	flavodoxin_[Avibacterium_paragallinarum]	GCF_000348525.1	Avibacterium	Negative	Avibacterium_paragallinarum	Unknown	Unknown	SP	0.716116	Adhesin	NON-ANTIGEN
WP_017805586	-	-	-	-	-	TM	4	0	3	0	6	0	-	-	-	-	Non Essential	26396.34	9.3985	0.431	> 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	DUF4405_domain-containing_protein_[Avibacterium_paragallinarum]	GCF_000348525.1	Avibacterium	Negative	Avibacterium_paragallinarum	CytoplasmicMembrane	Inside the cell	OTHER	0.468898	Non-Adhesin	NON-ANTIGEN
WP_017805587	COG3943	S	S	POORLY_CHARACTERIZED	Function_unknown	GLOB	1	0	0	0	0	0	-	-	-	-	Non Essential	38471.42	6.5112	0.654	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	virulence_RhuM_family_protein_[Avibacterium_paragallinarum]	GCF_000348525.1	Avibacterium	Negative	Avibacterium_paragallinarum	Cytoplasmic	Inside the cell	OTHER	0.496753	Non-Adhesin	NON-ANTIGEN
WP_017805588	COG0596	HR	H	METABOLISM	Coenzyme_transport_and_metabolism	SP	0	0	1	0	0	1	-	-	-	-	Non Essential	40234.54	8.0699	0.188	> 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	alpha/beta_fold_hydrolase_[Avibacterium_paragallinarum]	GCF_000348525.1	Avibacterium	Negative	Avibacterium_paragallinarum	Unknown	Unknown	SP	0.658615	Non-Adhesin	NON-ANTIGEN
WP_017805589	-	-	-	-	-	GLOB	1	0	0	0	0	0	-	-	-	-	Non Essential	7182.25	9.4502	0.275	> 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	hypothetical_protein_[Avibacterium_paragallinarum]	GCF_000348525.1	Avibacterium	Negative	Avibacterium_paragallinarum	Unknown	Unknown	OTHER	0.478443	Non-Adhesin	NON-ANTIGEN
WP_017805591	COG0583	K	K	INFORMATION_STORAGE_AND_PROCESSING	Transcription	GLOB	1	0	0	0	0	0	DEG10561041	25.614	6.54e-25	100	Essential	33903.56	8.3148	0.372	> 8	< 50 kDa	VFG044083(gb|NP_250948)	29.492	2.16e-36	129	Probable Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	LysR_family_transcriptional_regulator_[Avibacterium_paragallinarum]	GCF_000348525.1	Avibacterium	Negative	Avibacterium_paragallinarum	Cytoplasmic	Inside the cell	OTHER	0.300439	Non-Adhesin	NON-ANTIGEN
WP_017805592	COG0675	X	X	CELLULAR_PROCESSES_AND_SIGNALING	Mobilome:_prophages,_transposons	GLOB	1	0	0	0	0	0	-	-	-	-	Non Essential	26168.24	10.2892	0.444	> 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	RNA-guided_endonuclease_TnpB_family_protein_[Avibacterium_paragallinarum]	GCF_000348525.1	Avibacterium	Negative	Avibacterium_paragallinarum	Unknown	Unknown	OTHER	0.680722	Non-Adhesin	NON-ANTIGEN
WP_017805593	COG1943	X	X	CELLULAR_PROCESSES_AND_SIGNALING	Mobilome:_prophages,_transposons	GLOB	1	0	0	0	0	0	-	-	-	-	Non Essential	16039.4	8.2701	0.255	> 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	IS200/IS605_family_transposase_[Avibacterium_paragallinarum]	GCF_000348525.1	Avibacterium	Negative	Avibacterium_paragallinarum	Unknown	Unknown	OTHER	0.333396	Non-Adhesin	NON-ANTIGEN
WP_017805594	COG2704	G	G	METABOLISM	Carbohydrate_transport_and_metabolism	TM	5	0	6	0	10	0	DEG10500023	42.013	1.11e-121	362	Essential	48465.16	9.3607	0.187	> 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	anaerobic_C4-dicarboxylate_transporter_[Avibacterium_paragallinarum]	GCF_000348525.1	Avibacterium	Negative	Avibacterium_paragallinarum	CytoplasmicMembrane	Inside the cell	OTHER	0.582078	Non-Adhesin	NON-ANTIGEN
WP_017805595	COG0236	I	I	METABOLISM	Lipid_transport_and_metabolism	GLOB	1	0	0	0	0	0	DEG10430135	70	3.07e-30	101	Essential	8598.55	3.6375	0.455	< 8	< 50 kDa	VFG011430(gb|NP_540392)	62.857	1.41e-26	89.7	Probable Virulence Factor	XP_004945320.1	41.892	2.61e-14	64.3	Gallus gallus	Host Homologue	acyl_carrier_protein_[Avibacterium_paragallinarum]	GCF_000348525.1	Avibacterium	Negative	Avibacterium_paragallinarum	Cytoplasmic	Inside the cell	OTHER	0.273326	Non-Adhesin	NON-ANTIGEN
WP_017805596	COG1028	I	I	METABOLISM	Lipid_transport_and_metabolism	GLOB	1	0	0	0	0	0	DEG10470353	31.621	5.81e-26	101	Essential	25266.19	8.006	0.276	> 8	< 50 kDa	VFG048409(gb|YP_002918380.1)	29.435	2.74e-26	100	Probable Virulence Factor	XP_421423.2	31.1	7.49e-25	101	Gallus gallus	Host Homologue	3-oxoacyl-ACP_reductase_FabG_[Avibacterium_paragallinarum]	GCF_000348525.1	Avibacterium	Negative	Avibacterium_paragallinarum	Cytoplasmic	Inside the cell	OTHER	0.775804	Adhesin	ANTIGEN
WP_017805597	COG0331	I	I	METABOLISM	Lipid_transport_and_metabolism	GLOB	1	0	0	0	0	0	DEG10270320	30.796	4.58e-27	110	Essential	33728	4.8127	0.562	< 8	< 50 kDa	VFG049148(gb|YP_006635474.1)	31.615	2.41e-24	100	Probable Virulence Factor	XP_015146784.1	36.77	5.31e-42	150	Gallus gallus	Host Homologue	ACP_S-malonyltransferase_[Avibacterium_paragallinarum]	GCF_000348525.1	Avibacterium	Negative	Avibacterium_paragallinarum	Cytoplasmic	Inside the cell	OTHER	0.476204	Non-Adhesin	NON-ANTIGEN
WP_017805598	COG0332	I	I	METABOLISM	Lipid_transport_and_metabolism	GLOB	1	0	0	0	0	0	DEG10380200	36.923	6.36e-66	209	Essential	34055.51	4.6816	0.687	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	ketoacyl-ACP_synthase_III_[Avibacterium_paragallinarum]	GCF_000348525.1	Avibacterium	Negative	Avibacterium_paragallinarum	Cytoplasmic	Inside the cell	OTHER	0.41616	Non-Adhesin	NON-ANTIGEN
WP_017805599	COG0416	I	I	METABOLISM	Lipid_transport_and_metabolism	GLOB	1	0	0	0	0	0	DEG10060302	30.159	1.64e-38	139	Essential	36975.18	8.4688	0.191	> 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	phosphate_acyltransferase_PlsX_[Avibacterium_paragallinarum]	GCF_000348525.1	Avibacterium	Negative	Avibacterium_paragallinarum	Periplasmic	Inside the cell	OTHER	0.439684	Non-Adhesin	NON-ANTIGEN
WP_017805600	COG1399	J	J	INFORMATION_STORAGE_AND_PROCESSING	Translation,_ribosomal_structure_and_biogenesis	GLOB	1	0	0	0	0	0	DEG10290262	40.805	1.54e-44	144	Essential	19561.55	4.3163	0.886	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	23S_rRNA_accumulation_protein_YceD_[Avibacterium_paragallinarum]	GCF_000348525.1	Avibacterium	Negative	Avibacterium_paragallinarum	Cytoplasmic	Inside the cell	OTHER	0.418832	Non-Adhesin	NON-ANTIGEN
WP_017805601	COG0132	H	H	METABOLISM	Coenzyme_transport_and_metabolism	GLOB	1	0	0	0	0	0	DEG10130136	49.767	5.66e-69	209	Essential	24358.79	6.1362	0.651	< 8	< 50 kDa	VFG047461(gb|YP_169927.1)	26.02	9.25e-13	62.4	Probable Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	dethiobiotin_synthase_[Avibacterium_paragallinarum]	GCF_000348525.1	Avibacterium	Negative	Avibacterium_paragallinarum	Cytoplasmic	Inside the cell	OTHER	0.455718	Non-Adhesin	NON-ANTIGEN
WP_017805602	COG4106	C	C	METABOLISM	Energy_production_and_conversion	GLOB	1	0	0	0	0	0	DEG10130135	36.863	1.25e-43	147	Essential	28503.39	7.0921	0.403	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	malonyl-ACP_O-methyltransferase_BioC_[Avibacterium_paragallinarum]	GCF_000348525.1	Avibacterium	Negative	Avibacterium_paragallinarum	Unknown	Unknown	OTHER	0.700767	Adhesin	NON-ANTIGEN
WP_017805604	COG0156	H	H	METABOLISM	Coenzyme_transport_and_metabolism	GLOB	1	0	0	0	0	0	DEG10080099	28.267	2.9e-32	124	Essential	43762.26	6.7314	0.498	< 8	< 50 kDa	VFG047495(gb|YP_169929.1)	27.019	7.64e-31	118	Probable Virulence Factor	XP_025010275.1	31.805	8.8e-36	139	Gallus gallus	Host Homologue	8-amino-7-oxononanoate_synthase_[Avibacterium_paragallinarum]	GCF_000348525.1	Avibacterium	Negative	Avibacterium_paragallinarum	Cytoplasmic	Inside the cell	OTHER	0.342607	Non-Adhesin	NON-ANTIGEN
WP_017805605	COG0161	H	H	METABOLISM	Coenzyme_transport_and_metabolism	GLOB	1	0	0	0	0	0	DEG10290122	27.566	5.65e-25	105	Essential	47509.07	6.3648	0.455	< 8	< 50 kDa	VFG016046(gb|NP_251103)	26.593	6.83e-28	112	Probable Virulence Factor	XP_015132068.2	27.595	2.6e-28	117	Gallus gallus	Host Homologue	adenosylmethionine--8-amino-7-oxononanoate_transaminase_[Avibacterium_paragallinarum]	GCF_000348525.1	Avibacterium	Negative	Avibacterium_paragallinarum	Cytoplasmic	Inside the cell	OTHER	0.518364	Non-Adhesin	NON-ANTIGEN
WP_017805606	COG3547	X	X	CELLULAR_PROCESSES_AND_SIGNALING	Mobilome:_prophages,_transposons	GLOB	1	0	0	0	0	0	-	-	-	-	Non Essential	36069.74	10.2476	0.388	> 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	IS110_family_transposase_[Avibacterium_paragallinarum]	GCF_000348525.1	Avibacterium	Negative	Avibacterium_paragallinarum	Cytoplasmic	Inside the cell	OTHER	0.282957	Non-Adhesin	NON-ANTIGEN
WP_017805607	-	-	-	-	-	GLOB	1	0	0	0	0	0	-	-	-	-	Non Essential	8302.66	10.5794	0.834	> 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	hypothetical_protein_[Avibacterium_paragallinarum]	GCF_000348525.1	Avibacterium	Negative	Avibacterium_paragallinarum	Unknown	Unknown	OTHER	0.407982	Non-Adhesin	NON-ANTIGEN
WP_017805608	COG0688	I	I	METABOLISM	Lipid_transport_and_metabolism	GLOB	1	0	0	0	0	0	DEG10120120	41.313	6.8e-70	217	Essential	33228.3	6.6024	0.499	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	XP_015130924.1	30.627	1.17e-27	110	Gallus gallus	Host Homologue	archaetidylserine_decarboxylase_[Avibacterium_paragallinarum]	GCF_000348525.1	Avibacterium	Negative	Avibacterium_paragallinarum	CytoplasmicMembrane	Inside the cell	OTHER	0.53184	Non-Adhesin	NON-ANTIGEN
WP_017805609	COG0545	O	O	CELLULAR_PROCESSES_AND_SIGNALING	Posttranslational_modification,_protein_turnover,_chaperones	GLOB	0	0	1	0	0	0	DEG10030719	51.471	7.41e-38	128	Essential	22514.43	4.4696	0.543	< 8	< 50 kDa	VFG001864(gb|YP_094827)	43.814	5.44e-50	159	Probable Virulence Factor	NP_990178.2	32.258	2.19e-07	51.6	Gallus gallus	Host Homologue	FKBP-type_peptidyl-prolyl_cis-trans_isomerase_[Avibacterium_paragallinarum]	GCF_000348525.1	Avibacterium	Negative	Avibacterium_paragallinarum	Cytoplasmic	Inside the cell	OTHER	0.761887	Adhesin	NON-ANTIGEN
WP_017805611	COG0527	E	E	METABOLISM	Amino_acid_transport_and_metabolism	GLOB	1	0	0	0	0	0	DEG10400260	30.851	7.23e-23	100	Essential	48353.42	5.1837	0.608	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	lysine-sensitive_aspartokinase_3_[Avibacterium_paragallinarum]	GCF_000348525.1	Avibacterium	Negative	Avibacterium_paragallinarum	Cytoplasmic	Inside the cell	OTHER	0.370856	Non-Adhesin	NON-ANTIGEN
WP_017805613	COG0194	F	F	METABOLISM	Nucleotide_transport_and_metabolism	GLOB	1	0	0	0	0	0	DEG10140269	38.947	1.3e-38	131	Essential	23361.47	5.6164	0.581	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	XP_003640692.1	40.437	1.45e-36	127	Gallus gallus	Host Homologue	guanylate_kinase_[Avibacterium_paragallinarum]	GCF_000348525.1	Avibacterium	Negative	Avibacterium_paragallinarum	Cytoplasmic	Inside the cell	OTHER	0.379108	Non-Adhesin	NON-ANTIGEN
WP_017805614	COG1758	K	K	INFORMATION_STORAGE_AND_PROCESSING	Transcription	GLOB	1	0	0	0	0	0	DEG10050641	71.264	1.64e-39	125	Essential	10116.5	5.1136	0.924	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	DNA-directed_RNA_polymerase_subunit_omega_[Avibacterium_paragallinarum]	GCF_000348525.1	Avibacterium	Negative	Avibacterium_paragallinarum	Unknown	Unknown	OTHER	0.362444	Non-Adhesin	NON-ANTIGEN
WP_017805615	COG0317	TK	T	CELLULAR_PROCESSES_AND_SIGNALING	Signal_transduction_mechanisms	GLOB	1	0	0	0	0	0	DEG10060231	26.458	2.14e-61	218	Essential	80004.84	7.5298	0.436	< 8	50-100 kDa	VFG001826(gb|NP_217099)	37.535	2.64e-165	492	Probable Virulence Factor	XP_015157282.1	37.5	7.17e-13	68.9	Gallus gallus	Host Homologue	bifunctional_GTP_diphosphokinase/guanosine-3',5'-bis_pyrophosphate_3'-pyrophosphohydrolase_[Avibacterium_paragallinarum]	GCF_000348525.1	Avibacterium	Negative	Avibacterium_paragallinarum	Cytoplasmic	Inside the cell	OTHER	0.272066	Non-Adhesin	NON-ANTIGEN
WP_017805616	COG1200	L	L	INFORMATION_STORAGE_AND_PROCESSING	Replication,_recombination_and_repair	GLOB	1	0	0	0	0	0	DEG10080307	30.532	7.36e-58	206	Essential	78033.65	8.9085	0.382	> 8	50-100 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	ATP-dependent_DNA_helicase_RecG_[Avibacterium_paragallinarum]	GCF_000348525.1	Avibacterium	Negative	Avibacterium_paragallinarum	Cytoplasmic	Inside the cell	OTHER	0.248321	Non-Adhesin	NON-ANTIGEN
WP_017805618	COG3842	E	E	METABOLISM	Amino_acid_transport_and_metabolism	GLOB	1	0	0	0	0	0	DEG10140159	47.959	8.86e-24	100	Essential	39417.29	8.8837	0.21	> 8	< 50 kDa	VFG044172(gb|NP_756180)	29.646	1.08e-25	101	Probable Virulence Factor	XP_015145162.2	32.864	8.24e-23	100	Gallus gallus	Host Homologue	ferric_ABC_transporter_ATP-binding_protein_[Avibacterium_paragallinarum]	GCF_000348525.1	Avibacterium	Negative	Avibacterium_paragallinarum	CytoplasmicMembrane	Inside the cell	OTHER	0.423621	Non-Adhesin	NON-ANTIGEN
WP_017805619	COG1178	P	P	METABOLISM	Inorganic_ion_transport_and_metabolism	TM	9	0	8	0	16	0	DEG10500004	29.365	1.06e-06	50.4	Essential	77126.86	9.1301	0.219	> 8	50-100 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	iron_ABC_transporter_permease_[Avibacterium_paragallinarum]	GCF_000348525.1	Avibacterium	Negative	Avibacterium_paragallinarum	CytoplasmicMembrane	Inside the cell	OTHER	0.45752	Non-Adhesin	NON-ANTIGEN
WP_017805620	COG0572	F	F	METABOLISM	Nucleotide_transport_and_metabolism	GLOB	1	0	0	0	0	0	DEG10060314	34.597	1.91e-45	149	Essential	24433.23	7.3512	0.442	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	XP_025004923.1	49.02	1.19e-24	102	Gallus gallus	Host Homologue	uridine_kinase_[Avibacterium_paragallinarum]	GCF_000348525.1	Avibacterium	Negative	Avibacterium_paragallinarum	Cytoplasmic	Inside the cell	OTHER	0.352795	Non-Adhesin	NON-ANTIGEN
WP_017805621	COG0717	F	F	METABOLISM	Nucleotide_transport_and_metabolism	GLOB	1	0	0	0	0	0	DEG10400477	33.636	1.03e-08	52.4	Essential	21505.63	5.7461	0.391	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	dCTP_deaminase_[Avibacterium_paragallinarum]	GCF_000348525.1	Avibacterium	Negative	Avibacterium_paragallinarum	Cytoplasmic	Inside the cell	OTHER	0.222441	Non-Adhesin	NON-ANTIGEN
WP_017805622	COG2982	M	M	CELLULAR_PROCESSES_AND_SIGNALING	Cell_wall/membrane/envelope_biogenesis	TM	1	0	1	0	1	0	-	-	-	-	Non Essential	50951.59	7.9226	0.316	< 8	50-100 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	hypothetical_protein_[Avibacterium_paragallinarum]	GCF_000348525.1	Avibacterium	Negative	Avibacterium_paragallinarum	Unknown	Unknown	OTHER	0.619665	Non-Adhesin	ANTIGEN
WP_017805624	COG1158	K	K	INFORMATION_STORAGE_AND_PROCESSING	Transcription	GLOB	1	0	0	0	0	0	DEG10590170	56.091	7.52e-145	425	Essential	46914.11	6.9299	0.371	< 8	< 50 kDa	VFG016776(gb|YP_989404)	27.848	1.71e-07	50.1	Probable Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	transcription_termination_factor_Rho_[Avibacterium_paragallinarum]	GCF_000348525.1	Avibacterium	Negative	Avibacterium_paragallinarum	Cytoplasmic	Inside the cell	OTHER	0.236793	Non-Adhesin	NON-ANTIGEN
WP_017805626	COG0799	J	J	INFORMATION_STORAGE_AND_PROCESSING	Translation,_ribosomal_structure_and_biogenesis	GLOB	1	0	0	0	0	0	DEG10600471	56	8.02e-39	124	Essential	11325.96	4.4964	0.859	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	XP_418715.1	36	6.33e-16	70.5	Gallus gallus	Host Homologue	ribosome_silencing_factor_[Avibacterium_paragallinarum]	GCF_000348525.1	Avibacterium	Negative	Avibacterium_paragallinarum	Cytoplasmic	Inside the cell	OTHER	0.484022	Non-Adhesin	NON-ANTIGEN
WP_017805627	COG1576	J	J	INFORMATION_STORAGE_AND_PROCESSING	Translation,_ribosomal_structure_and_biogenesis	GLOB	1	0	0	0	0	0	DEG10290101	74.359	2.33e-84	244	Essential	17391.16	8.2735	0.237	> 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	MULTISPECIES:_23S_rRNA_(pseudouridine(1915)-N(3))-methyltransferase_RlmH_[Avibacterium]	GCF_000348525.1	Avibacterium	Negative	Avibacterium_paragallinarum	Unknown	Unknown	OTHER	0.336235	Non-Adhesin	NON-ANTIGEN
WP_017805628	COG0768	DM	D	CELLULAR_PROCESSES_AND_SIGNALING	Cell_cycle_control,_cell_division,_chromosome_partitioning	TM	1	0	1	0	1	0	DEG10050014	77.07	0	1032	Essential	75096.63	9.6079	0.144	> 8	50-100 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	penicillin-binding_protein_2_[Avibacterium_paragallinarum]	GCF_000348525.1	Avibacterium	Negative	Avibacterium_paragallinarum	CytoplasmicMembrane	Inside the cell	OTHER	0.358124	Non-Adhesin	NON-ANTIGEN
WP_017805629	COG0772	D	D	CELLULAR_PROCESSES_AND_SIGNALING	Cell_cycle_control,_cell_division,_chromosome_partitioning	TM	6	0	5	0	10	0	DEG10410441	27.374	1.16e-26	108	Essential	40856.93	9.7843	0.222	> 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	rod_shape-determining_protein_RodA_[Avibacterium_paragallinarum]	GCF_000348525.1	Avibacterium	Negative	Avibacterium_paragallinarum	CytoplasmicMembrane	Inside the cell	OTHER	0.524348	Non-Adhesin	NON-ANTIGEN
WP_017805632	COG2921	T	T	CELLULAR_PROCESSES_AND_SIGNALING	Signal_transduction_mechanisms	GLOB	1	0	0	0	0	0	DEG10320066	55.814	1.41e-29	100	Essential	11202.84	4.4356	0.836	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	DUF493_family_protein_YbeD_[Avibacterium_paragallinarum]	GCF_000348525.1	Avibacterium	Negative	Avibacterium_paragallinarum	Cytoplasmic	Inside the cell	OTHER	0.273358	Non-Adhesin	NON-ANTIGEN
WP_017805633	COG0321	H	H	METABOLISM	Coenzyme_transport_and_metabolism	GLOB	1	0	0	0	0	0	DEG10400610	30.811	1.89e-27	103	Essential	24271.77	6.4874	0.491	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	XP_015136505.1	36.364	3.16e-12	64.7	Gallus gallus	Host Homologue	lipoyl(octanoyl)_transferase_LipB_[Avibacterium_paragallinarum]	GCF_000348525.1	Avibacterium	Negative	Avibacterium_paragallinarum	Cytoplasmic	Inside the cell	OTHER	0.496004	Non-Adhesin	ANTIGEN
WP_017805634	COG0320	H	H	METABOLISM	Coenzyme_transport_and_metabolism	GLOB	1	0	0	0	0	0	DEG10270399	44.523	8.03e-83	252	Essential	36188.81	7.907	0.258	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	XP_423226.5	46.595	7.38e-82	253	Gallus gallus	Host Homologue	lipoyl_synthase_[Avibacterium_paragallinarum]	GCF_000348525.1	Avibacterium	Negative	Avibacterium_paragallinarum	Cytoplasmic	Inside the cell	OTHER	0.3366	Non-Adhesin	NON-ANTIGEN
WP_017805639	-	-	-	-	-	SP	0	0	1	0	0	1	DEG10050388	68.473	1.63e-98	284	Essential	23153.67	8.5727	0.2	> 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	cytochrome_c_nitrite_reductase_pentaheme_subunit_[Avibacterium_paragallinarum]	GCF_000348525.1	Avibacterium	Negative	Avibacterium_paragallinarum	Periplasmic	Inside the cell	SP	0.548941	Non-Adhesin	NON-ANTIGEN
WP_017805640	COG0437	C	C	METABOLISM	Energy_production_and_conversion	SP	0	0	1	0	0	1	DEG10180279	48.095	4.44e-66	202	Essential	24888.61	7.9042	0.241	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	cytochrome_c_nitrite_reductase_Fe-S_protein_[Avibacterium_paragallinarum]	GCF_000348525.1	Avibacterium	Negative	Avibacterium_paragallinarum	Cytoplasmic	Inside the cell	TAT	0.359723	Non-Adhesin	NON-ANTIGEN
WP_017805641	COG3301	P	P	METABOLISM	Inorganic_ion_transport_and_metabolism	TM	4	0	5	0	8	0	-	-	-	-	Non Essential	35314.57	9.8703	0.178	> 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	cytochrome_c_nitrite_reductase_subunit_NrfD_[Avibacterium_paragallinarum]	GCF_000348525.1	Avibacterium	Negative	Avibacterium_paragallinarum	CytoplasmicMembrane	Inside the cell	OTHER	0.388289	Non-Adhesin	NON-ANTIGEN
WP_017805642	COG0587	L	L	INFORMATION_STORAGE_AND_PROCESSING	Replication,_recombination_and_repair	GLOB	1	0	0	0	0	0	DEG10570038	46.555	0	1023	Essential	130139.91	5.3284	0.558	< 8	> 100 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	DNA_polymerase_III_subunit_alpha_[Avibacterium_paragallinarum]	GCF_000348525.1	Avibacterium	Negative	Avibacterium_paragallinarum	Cytoplasmic	Inside the cell	OTHER	0.280127	Non-Adhesin	NON-ANTIGEN
