ID	COG_ID	COG_categories	COG	General_Functional_Category	COG_category_description	Type_of_Protein	Inside_cell_or_cytosol	Periplasm	Outside_cell	Beta_sheet_TM	Alpha_helix_TM	SignalPeptideNumber	Essential.Homologue	Essential.IdentityPercent	Essential.Evalue	Essential.Bitscore	EssentialProtein	MW	Isoelectric_Point	Inclussion_Bodies_Probability	Isoelectric_Point2	MW2	Virulence.Homologue	Virulence.IdentityPercent	Virulence.Evalue	Virulence.Bitscore	VirulenceFactor	Host.Homologue	Host.IdentityPercent	Host.Evalue	Host.Bitscore	Host	Host_Homologue_Result	Description	Strain	Genus	Gram_Stain	Bacteria	SubcellularLocalization	Exposition	SignalPeptide	AdhesinProbability	AdhesinProbability2	AntigenicityResult
HBL79_RS01860	COG2707	S	S	POORLY_CHARACTERIZED	Function_unknown	TM	4	0	3	0	6	0	-	-	-	-	Non Essential	15646.27	10.7479	0.0620000000000001	> 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	HBL79_RS01860_DUF441_domain-containing_protein_2210035:2210490_reverse_MW:15646	GCA_020892835.1	Avibacterium	Negative	Avibacterium_paragallinarum	CytoplasmicMembrane	Inside the cell	OTHER	0.253645	Non-Adhesin	NON-ANTIGEN
HBL79_RS01865	COG0531	E	E	METABOLISM	Amino_acid_transport_and_metabolism	TM	7	0	6	0	12	0	DEG10350188	25.822	5.68e-18	85.5	Essential	47273.79	8.9217	0.127	> 8	< 50 kDa	VFG047664(gb|WP_013923522)	25.455	2.6e-07	52.8	Probable Virulence Factor	XP_046797858.1	27.128	2.24e-06	51.6	Gallus gallus	Host Homologue	potE_putrescine-ornithine_antiporter_2208619:2209945_forward_MW:47274	GCA_020892835.1	Avibacterium	Negative	Avibacterium_paragallinarum	CytoplasmicMembrane	Inside the cell	OTHER	0.492565	Non-Adhesin	NON-ANTIGEN
HBL79_RS01870	COG1982	E	E	METABOLISM	Amino_acid_transport_and_metabolism	GLOB	1	0	0	0	0	0	-	-	-	-	Non Essential	82124.64	5.8691	0.576	< 8	50-100 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	speF_ornithine_decarboxylase_SpeF_2206380:2208542_forward_MW:82125	GCA_020892835.1	Avibacterium	Negative	Avibacterium_paragallinarum	Cytoplasmic	Inside the cell	OTHER	0.6736	Non-Adhesin	NON-ANTIGEN
HBL79_RS01880	-	-	-	-	-	GLOB	1	0	0	0	0	0	-	-	-	-	Non Essential	9322.53	4.7361	0.705	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	HBL79_RS01880_hypothetical_protein_2205467:2205718_reverse_MW:9322	GCA_020892835.1	Avibacterium	Negative	Avibacterium_paragallinarum	Unknown	Unknown	OTHER	0.401299	Non-Adhesin	NON-ANTIGEN
HBL79_RS01885	-	-	-	-	-	TM	1	0	1	0	1	0	-	-	-	-	Non Essential	27592.76	6.4903	0.542	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	HBL79_RS01885_hypothetical_protein_2204776:2205474_reverse_MW:27592	GCA_020892835.1	Avibacterium	Negative	Avibacterium_paragallinarum	Cytoplasmic	Inside the cell	OTHER	0.447465	Non-Adhesin	NON-ANTIGEN
HBL79_RS01890	-	-	-	-	-	TM	3	0	2	0	4	0	-	-	-	-	Non Essential	20914.24	8.6654	0.244	> 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	HBL79_RS01890_hypothetical_protein_2204190:2204720_reverse_MW:20914	GCA_020892835.1	Avibacterium	Negative	Avibacterium_paragallinarum	CytoplasmicMembrane	Inside the cell	OTHER	0.308274	Non-Adhesin	NON-ANTIGEN
HBL79_RS01895	-	-	-	-	-	TM	1	0	1	0	1	0	-	-	-	-	Non Essential	21891.31	8.4158	0.284	> 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	HBL79_RS01895_hypothetical_protein_2203457:2204020_reverse_MW:21891	GCA_020892835.1	Avibacterium	Negative	Avibacterium_paragallinarum	Cytoplasmic	Inside the cell	SP	0.439639	Non-Adhesin	ANTIGEN
HBL79_RS01900	-	-	-	-	-	GLOB	1	0	0	0	0	0	-	-	-	-	Non Essential	9495.65	6.4679	0.36	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	HBL79_RS01900_hypothetical_protein_2203192:2203443_reverse_MW:9495	GCA_020892835.1	Avibacterium	Negative	Avibacterium_paragallinarum	Unknown	Unknown	OTHER	0.653452	Non-Adhesin	NON-ANTIGEN
HBL79_RS01905	-	-	-	-	-	GLOB	1	0	0	0	0	0	-	-	-	-	Non Essential	26404.02	6.1489	0.514	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	HBL79_RS01905_hypothetical_protein_2202501:2203176_reverse_MW:26404	GCA_020892835.1	Avibacterium	Negative	Avibacterium_paragallinarum	Cytoplasmic	Inside the cell	OTHER	0.365135	Non-Adhesin	NON-ANTIGEN
HBL79_RS01910	-	-	-	-	-	GLOB	1	0	0	0	0	0	-	-	-	-	Non Essential	6560.61	4.6473	0.594	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	HBL79_RS01910_hypothetical_protein_2202335:2202508_reverse_MW:6560	GCA_020892835.1	Avibacterium	Negative	Avibacterium_paragallinarum	Unknown	Unknown	OTHER	0.330125	Non-Adhesin	NON-ANTIGEN
HBL79_RS01925	-	-	-	-	-	TM	1	0	1	0	1	0	-	-	-	-	Non Essential	22281.97	9.1311	0.278	> 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	HBL79_RS01925_hypothetical_protein_2199793:2200362_reverse_MW:22282	GCA_020892835.1	Avibacterium	Negative	Avibacterium_paragallinarum	Cytoplasmic	Inside the cell	SP	0.376	Non-Adhesin	ANTIGEN
HBL79_RS01940	-	-	-	-	-	GLOB	0	0	1	0	0	0	-	-	-	-	Non Essential	81181.62	5.8646	0.183	< 8	50-100 kDa	VFG036673(gb|WP_014573938)	42.038	4.2e-24	108	Probable Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	HBL79_RS01940_hypothetical_protein_2197556:2199769_reverse_MW:81182	GCA_020892835.1	Avibacterium	Negative	Avibacterium_paragallinarum	Unknown	Unknown	OTHER	0.560102	Non-Adhesin	ANTIGEN
HBL79_RS01945	COG1404	O	O	CELLULAR_PROCESSES_AND_SIGNALING	Posttranslational_modification,_protein_turnover,_chaperones	GLOB	0	0	1	0	0	0	DEG10560198	32.919	1.63e-06	53.1	Essential	247821.03	4.3539	0.455	< 8	> 100 kDa	VFG036682(gb|WP_014581629)	26.451	1.2e-20	100	Probable Virulence Factor	XP_040511917.1	27.642	1.02e-23	108	Gallus gallus	Host Homologue	HBL79_RS01945_hypothetical_protein_2189865:2196725_reverse_MW:247824	GCA_020892835.1	Avibacterium	Negative	Avibacterium_paragallinarum	Extracellular	Exposed	OTHER	0.462139	Non-Adhesin	ANTIGEN
HBL79_RS01950	COG1404	O	O	CELLULAR_PROCESSES_AND_SIGNALING	Posttranslational_modification,_protein_turnover,_chaperones	GLOB	0	0	1	0	0	0	DEG10560198	32.919	1.74e-06	52.8	Essential	237269.32	4.3451	0.453	< 8	> 100 kDa	VFG006301(gb|WP_011798804)	29.144	7.78e-21	100	Probable Virulence Factor	XP_040511917.1	27.642	1.24e-23	108	Gallus gallus	Host Homologue	HBL79_RS01950_S8_family_serine_peptidase_2189865:2196440_reverse_MW:237272	GCA_020892835.1	Avibacterium	Negative	Avibacterium_paragallinarum	Extracellular	Exposed	OTHER	0.416492	Non-Adhesin	ANTIGEN
HBL79_RS01955	COG2274	V	V	CELLULAR_PROCESSES_AND_SIGNALING	Defense_mechanisms	TM	4	0	3	0	6	0	DEG10600461	31.325	7.91e-24	100	Essential	79472.01	9.2736	0.31	> 8	50-100 kDa	VFG036552(gb|WP_002214252)	31.674	5.3e-23	100	Probable Virulence Factor	XP_040557291.1	25.849	3.18e-29	126	Gallus gallus	Host Homologue	HBL79_RS01955_type_I_secretion_system_permease/ATPase_2187665:2189797_reverse_MW:79473	GCA_020892835.1	Avibacterium	Negative	Avibacterium_paragallinarum	CytoplasmicMembrane	Inside the cell	OTHER	0.345075	Non-Adhesin	NON-ANTIGEN
HBL79_RS01960	COG1566	V	V	CELLULAR_PROCESSES_AND_SIGNALING	Defense_mechanisms	TM	1	0	1	0	1	0	DEG10561107	42.797	2.95e-127	377	Essential	54299.84	9.2746	0.409	> 8	50-100 kDa	VFG044152(gb|WP_011063598)	25.917	4.83e-23	101	Probable Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	HBL79_RS01960_HlyD_family_type_I_secretion_periplasmic_adaptor_subunit_2186236:2187663_reverse_MW:54300	GCA_020892835.1	Avibacterium	Negative	Avibacterium_paragallinarum	CytoplasmicMembrane	Inside the cell	OTHER	0.566836	Non-Adhesin	NON-ANTIGEN
HBL79_RS01965	COG0025	P	P	METABOLISM	Inorganic_ion_transport_and_metabolism	TM	7	0	7	0	13	0	-	-	-	-	Non Essential	48375.84	8.3079	0.301	> 8	< 50 kDa	-	-	-	-	Non Virulence Factor	NP_001384784.1	26.686	2.51e-25	110	Gallus gallus	Host Homologue	HBL79_RS01965_sodium:proton_antiporter_2184731:2186047_forward_MW:48376	GCA_020892835.1	Avibacterium	Negative	Avibacterium_paragallinarum	CytoplasmicMembrane	Inside the cell	OTHER	0.301098	Non-Adhesin	NON-ANTIGEN
HBL79_RS01970	COG3021	R	R	POORLY_CHARACTERIZED	General_function_prediction_only	SP	0	0	1	0	0	1	DEG10110023	35.556	5.2e-43	147	Essential	32823.71	9.703	0.214	> 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	HBL79_RS01970_endonuclease/exonuclease/phosphatase_family_protein_2183713:2184576_reverse_MW:32824	GCA_020892835.1	Avibacterium	Negative	Avibacterium_paragallinarum	Unknown	Unknown	OTHER	0.450694	Non-Adhesin	NON-ANTIGEN
HBL79_RS01975	COG0251	V	V	CELLULAR_PROCESSES_AND_SIGNALING	Defense_mechanisms	GLOB	1	0	0	0	0	0	DEG10560686	46.903	8.55e-30	102	Essential	12915.64	4.6127	0.721	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	HBL79_RS01975_RidA_family_protein_2183326:2183676_forward_MW:12915	GCA_020892835.1	Avibacterium	Negative	Avibacterium_paragallinarum	Cytoplasmic	Inside the cell	OTHER	0.429515	Non-Adhesin	NON-ANTIGEN
HBL79_RS01980	-	-	-	-	-	TM	5	0	5	0	9	0	DEG10050587	66.809	2.71e-113	323	Essential	27025.95	10.126	0.498	> 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	HBL79_RS01980_YwiC-like_family_protein_2182426:2183133_reverse_MW:27026	GCA_020892835.1	Avibacterium	Negative	Avibacterium_paragallinarum	CytoplasmicMembrane	Inside the cell	OTHER	0.505605	Non-Adhesin	NON-ANTIGEN
HBL79_RS02040	COG2974	L	L	INFORMATION_STORAGE_AND_PROCESSING	Replication,_recombination_and_repair	GLOB	1	0	0	0	0	0	DEG10050118	61.589	1.16e-132	377	Essential	33580.54	4.7331	0.73	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	HBL79_RS02040_hypothetical_protein_1412385:1413281_forward_MW:33580	GCA_020892835.1	Avibacterium	Negative	Avibacterium_paragallinarum	Cytoplasmic	Inside the cell	OTHER	0.610984	Non-Adhesin	NON-ANTIGEN
HBL79_RS02045	COG2974	L	L	INFORMATION_STORAGE_AND_PROCESSING	Replication,_recombination_and_repair	GLOB	1	0	0	0	0	0	DEG10050118	61.589	1.16e-132	377	Essential	33580.54	4.7331	0.73	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	rdgC_recombination-associated_protein_RdgC_1412385:1413281_forward_MW:33580	GCA_020892835.1	Avibacterium	Negative	Avibacterium_paragallinarum	Cytoplasmic	Inside the cell	OTHER	0.673227	Non-Adhesin	NON-ANTIGEN
HBL79_RS02060	COG0629	L	L	INFORMATION_STORAGE_AND_PROCESSING	Replication,_recombination_and_repair	GLOB	1	0	0	0	0	0	DEG10120020	39.375	6.04e-33	114	Essential	17925.74	5.7903	0.287	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	NP_001264936.2	34.234	2.67e-15	70.1	Gallus gallus	Host Homologue	ssb_single-stranded_DNA-binding_protein_1944271:1944750_reverse_MW:17925	GCA_020892835.1	Avibacterium	Negative	Avibacterium_paragallinarum	Cytoplasmic	Inside the cell	OTHER	0.514373	Non-Adhesin	ANTIGEN
HBL79_RS02065	COG5377	X	X	CELLULAR_PROCESSES_AND_SIGNALING	Mobilome:_prophages,_transposons	GLOB	1	0	0	0	0	0	DEG10600323	34.359	2.16e-24	95.1	Essential	23872.3	4.4909	0.699	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	HBL79_RS02065_YqaJ_viral_recombinase_family_protein_1944738:1945370_reverse_MW:23872	GCA_020892835.1	Avibacterium	Negative	Avibacterium_paragallinarum	Cytoplasmic	Inside the cell	OTHER	0.455862	Non-Adhesin	NON-ANTIGEN
HBL79_RS02070	-	-	-	-	-	GLOB	1	0	0	0	0	0	DEG10600302	60.804	7.1e-83	248	Essential	29216.84	4.9999	0.508	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	bet_phage_recombination_protein_Bet_1945367:1946146_reverse_MW:29217	GCA_020892835.1	Avibacterium	Negative	Avibacterium_paragallinarum	Unknown	Unknown	OTHER	0.465961	Non-Adhesin	NON-ANTIGEN
HBL79_RS02085	-	-	-	-	-	GLOB	1	0	0	0	0	0	-	-	-	-	Non Essential	24329.24	10.3622	0.361	> 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	HBL79_RS02085_hypothetical_protein_1738550:1739185_forward_MW:24329	GCA_020892835.1	Avibacterium	Negative	Avibacterium_paragallinarum	Unknown	Unknown	OTHER	0.501313	Non-Adhesin	NON-ANTIGEN
HBL79_RS02090	-	-	-	-	-	SP	0	0	1	0	0	1	-	-	-	-	Non Essential	10343.68	4.0602	0.978	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	HBL79_RS02090_hypothetical_protein_1738285:1738560_forward_MW:10343	GCA_020892835.1	Avibacterium	Negative	Avibacterium_paragallinarum	Unknown	Unknown	SP	0.532045	Non-Adhesin	NON-ANTIGEN
HBL79_RS02105	-	-	-	-	-	GLOB	1	0	0	0	0	0	-	-	-	-	Non Essential	8558.01	9.7085	0.521	> 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	HBL79_RS02105_hypothetical_protein_1177486:1177707_forward_MW:8558	GCA_020892835.1	Avibacterium	Negative	Avibacterium_paragallinarum	Unknown	Unknown	OTHER	0.327092	Non-Adhesin	NON-ANTIGEN
HBL79_RS02110	COG3422	S	S	POORLY_CHARACTERIZED	Function_unknown	GLOB	1	0	0	0	0	0	-	-	-	-	Non Essential	6573.5	7.8564	0.277	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	HBL79_RS02110_DUF1508_domain-containing_protein_1177301:1177471_reverse_MW:6573	GCA_020892835.1	Avibacterium	Negative	Avibacterium_paragallinarum	Unknown	Unknown	OTHER	0.466191	Non-Adhesin	NON-ANTIGEN
HBL79_RS02130	COG3311	KX	K	INFORMATION_STORAGE_AND_PROCESSING	Transcription	GLOB	1	0	0	0	0	0	DEG10560235	52.381	6.06e-19	72.4	Essential	8032.1	9.6281	0.206	> 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	HBL79_RS02130_hypothetical_protein_1729479:1729700_reverse_MW:8032	GCA_020892835.1	Avibacterium	Negative	Avibacterium_paragallinarum	Unknown	Unknown	OTHER	0.468929	Non-Adhesin	NON-ANTIGEN
HBL79_RS02135	-	-	-	-	-	GLOB	1	0	0	0	0	0	-	-	-	-	Non Essential	16958.46	4.971	0.556	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	HBL79_RS02135_hypothetical_protein_1728969:1729430_reverse_MW:16958	GCA_020892835.1	Avibacterium	Negative	Avibacterium_paragallinarum	Unknown	Unknown	OTHER	0.423349	Non-Adhesin	NON-ANTIGEN
HBL79_RS02140	COG3646	X	X	CELLULAR_PROCESSES_AND_SIGNALING	Mobilome:_prophages,_transposons	GLOB	1	0	0	0	0	0	-	-	-	-	Non Essential	29359.45	8.2894	0.36	> 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	HBL79_RS02140_Rha_family_transcriptional_regulator_1728149:1728922_reverse_MW:29359	GCA_020892835.1	Avibacterium	Negative	Avibacterium_paragallinarum	Cytoplasmic	Inside the cell	OTHER	0.653281	Non-Adhesin	NON-ANTIGEN
HBL79_RS02155	-	-	-	-	-	GLOB	1	0	0	0	0	0	-	-	-	-	Non Essential	17874.27	4.8316	0.642	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	HBL79_RS02155_adenine_methyltransferase_648514:648990_reverse_MW:17874	GCA_020892835.1	Avibacterium	Negative	Avibacterium_paragallinarum	Cytoplasmic	Inside the cell	OTHER	0.530077	Non-Adhesin	NON-ANTIGEN
HBL79_RS02165	-	-	-	-	-	GLOB	1	0	0	0	0	0	-	-	-	-	Non Essential	25533.36	9.3004	0.126	> 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	HBL79_RS02165_recombination_protein_NinG_1722802:1723485_reverse_MW:25533	GCA_020892835.1	Avibacterium	Negative	Avibacterium_paragallinarum	Cytoplasmic	Inside the cell	OTHER	0.217665	Non-Adhesin	NON-ANTIGEN
HBL79_RS02170	-	-	-	-	-	GLOB	1	0	0	0	0	0	-	-	-	-	Non Essential	24099.55	9.2422	0.148	> 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	HBL79_RS02170_hypothetical_protein_1722802:1723443_reverse_MW:24099	GCA_020892835.1	Avibacterium	Negative	Avibacterium_paragallinarum	Cytoplasmic	Inside the cell	OTHER	0.288736	Non-Adhesin	NON-ANTIGEN
HBL79_RS02175	-	-	-	-	-	GLOB	1	0	0	0	0	0	-	-	-	-	Non Essential	24938.58	5.1333	0.68	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	HBL79_RS02175_hypothetical_protein_1722150:1722812_reverse_MW:24938	GCA_020892835.1	Avibacterium	Negative	Avibacterium_paragallinarum	Cytoplasmic	Inside the cell	OTHER	0.456142	Non-Adhesin	NON-ANTIGEN
HBL79_RS02180	COG3093	V	V	CELLULAR_PROCESSES_AND_SIGNALING	Defense_mechanisms	GLOB	1	0	0	0	0	0	DEG10180254	35.294	5.82e-10	50.8	Essential	10774.39	6.7138	0.287	< 8	< 50 kDa	VFG018753(gb|WP_012230805)	33.75	5.65e-10	51.6	Probable Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	HBL79_RS02180_HigA_family_addiction_module_antitoxin_1721747:1722040_forward_MW:10774	GCA_020892835.1	Avibacterium	Negative	Avibacterium_paragallinarum	Unknown	Unknown	OTHER	0.365696	Non-Adhesin	NON-ANTIGEN
HBL79_RS02205	-	-	-	-	-	GLOB	1	0	0	0	0	0	-	-	-	-	Non Essential	10697.5	4.7143	0.746	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	HBL79_RS02205_hypothetical_protein_1718608:1718898_reverse_MW:10697	GCA_020892835.1	Avibacterium	Negative	Avibacterium_paragallinarum	Unknown	Unknown	OTHER	0.361321	Non-Adhesin	NON-ANTIGEN
HBL79_RS02210	-	-	-	-	-	GLOB	1	0	0	0	0	0	-	-	-	-	Non Essential	54498.75	4.7288	0.549	< 8	50-100 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	HBL79_RS02210_hypothetical_protein_1717134:1718597_reverse_MW:54499	GCA_020892835.1	Avibacterium	Negative	Avibacterium_paragallinarum	Cytoplasmic	Inside the cell	OTHER	0.396383	Non-Adhesin	NON-ANTIGEN
HBL79_RS02215	-	-	-	-	-	GLOB	0	0	1	0	0	0	-	-	-	-	Non Essential	25452.61	10.4347	0.344	> 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	HBL79_RS02215_hypothetical_protein_1716466:1717131_reverse_MW:25452	GCA_020892835.1	Avibacterium	Negative	Avibacterium_paragallinarum	Unknown	Unknown	OTHER	0.55624	Non-Adhesin	NON-ANTIGEN
HBL79_RS02220	-	-	-	-	-	GLOB	1	0	0	0	0	0	-	-	-	-	Non Essential	12756.66	8.8848	0.373	> 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	HBL79_RS02220_hypothetical_protein_1716126:1716452_reverse_MW:12756	GCA_020892835.1	Avibacterium	Negative	Avibacterium_paragallinarum	Unknown	Unknown	OTHER	0.285218	Non-Adhesin	NON-ANTIGEN
HBL79_RS02240	-	-	-	-	-	GLOB	0	0	1	0	0	0	-	-	-	-	Non Essential	32952.67	5.1959	0.223	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	HBL79_RS02240_hypothetical_protein_1711620:1712528_reverse_MW:32953	GCA_020892835.1	Avibacterium	Negative	Avibacterium_paragallinarum	Unknown	Unknown	OTHER	0.576999	Non-Adhesin	ANTIGEN
HBL79_RS02245	-	-	-	-	-	GLOB	1	0	0	0	0	0	-	-	-	-	Non Essential	31012.35	4.6045	0.779	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	HBL79_RS02245_hypothetical_protein_1710820:1711623_reverse_MW:31012	GCA_020892835.1	Avibacterium	Negative	Avibacterium_paragallinarum	Cytoplasmic	Inside the cell	OTHER	0.262171	Non-Adhesin	NON-ANTIGEN
HBL79_RS02250	-	-	-	-	-	TM	2	0	2	0	3	0	-	-	-	-	Non Essential	12396.62	9.2801	0.186	> 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	HBL79_RS02250_phage_holin,_lambda_family_1710311:1710652_reverse_MW:12396	GCA_020892835.1	Avibacterium	Negative	Avibacterium_paragallinarum	CytoplasmicMembrane	Inside the cell	OTHER	0.412771	Non-Adhesin	NON-ANTIGEN
HBL79_RS02255	cl01610	-	-	-	-	GLOB	1	0	0	0	0	0	DEG10600436	52.555	1.04e-46	147	Essential	15606.86	10.1498	0.203	> 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	HBL79_RS02255_M15_family_metallopeptidase_1709905:1710318_reverse_MW:15607	GCA_020892835.1	Avibacterium	Negative	Avibacterium_paragallinarum	Cytoplasmic	Inside the cell	OTHER	0.363394	Non-Adhesin	NON-ANTIGEN
HBL79_RS02260	COG3166	NU	N	CELLULAR_PROCESSES_AND_SIGNALING	Cell_motility	TM	1	0	1	0	1	0	-	-	-	-	Non Essential	14352.65	9.9617	0.589	> 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	HBL79_RS02260_DUF2570_domain-containing_protein_1709583:1709948_reverse_MW:14352	GCA_020892835.1	Avibacterium	Negative	Avibacterium_paragallinarum	Unknown	Unknown	OTHER	0.390118	Non-Adhesin	NON-ANTIGEN
HBL79_RS02265	-	-	-	-	-	SP	0	0	1	0	0	1	DEG10050511	42.188	3.99e-13	59.7	Essential	13635.04	9.3359	0.305	> 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	HBL79_RS02265_hypothetical_protein_1709264:1709617_reverse_MW:13635	GCA_020892835.1	Avibacterium	Negative	Avibacterium_paragallinarum	CytoplasmicMembrane	Inside the cell	LIPO	0.335819	Non-Adhesin	NON-ANTIGEN
HBL79_RS02270	-	-	-	-	-	GLOB	1	0	0	0	0	0	-	-	-	-	Non Essential	12031.33	12.1824	0.716	> 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	HBL79_RS02270_hypothetical_protein_1708800:1709134_forward_MW:12031	GCA_020892835.1	Avibacterium	Negative	Avibacterium_paragallinarum	Unknown	Unknown	OTHER	0.498842	Non-Adhesin	ANTIGEN
HBL79_RS02275	-	-	-	-	-	GLOB	1	0	0	0	0	0	-	-	-	-	Non Essential	59402.87	6.7339	0.352	< 8	50-100 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	HBL79_RS02275_hypothetical_protein_1746084:1747691_forward_MW:59403	GCA_020892835.1	Avibacterium	Negative	Avibacterium_paragallinarum	Unknown	Unknown	OTHER	0.269255	Non-Adhesin	NON-ANTIGEN
HBL79_RS02280	-	-	-	-	-	GLOB	1	0	0	0	0	0	-	-	-	-	Non Essential	17292.5	4.67	0.899	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	HBL79_RS02280_hypothetical_protein_1747701:1748135_forward_MW:17292	GCA_020892835.1	Avibacterium	Negative	Avibacterium_paragallinarum	Unknown	Unknown	OTHER	0.522313	Non-Adhesin	NON-ANTIGEN
HBL79_RS02285	-	-	-	-	-	GLOB	1	0	0	0	0	0	-	-	-	-	Non Essential	17936.46	4.4738	0.827	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	HBL79_RS02285_hypothetical_protein_1748172:1748654_reverse_MW:17936	GCA_020892835.1	Avibacterium	Negative	Avibacterium_paragallinarum	Cytoplasmic	Inside the cell	OTHER	0.380967	Non-Adhesin	NON-ANTIGEN
HBL79_RS02290	-	-	-	-	-	GLOB	1	0	0	0	0	0	-	-	-	-	Non Essential	17820.96	4.4596	0.809	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	HBL79_RS02290_hypothetical_protein_1748664:1749131_reverse_MW:17821	GCA_020892835.1	Avibacterium	Negative	Avibacterium_paragallinarum	Unknown	Unknown	OTHER	0.699618	Non-Adhesin	NON-ANTIGEN
HBL79_RS02295	-	-	-	-	-	GLOB	1	0	0	0	0	0	-	-	-	-	Non Essential	27971.76	6.8358	0.441	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	HBL79_RS02295_hypothetical_protein_1749131:1749868_reverse_MW:27972	GCA_020892835.1	Avibacterium	Negative	Avibacterium_paragallinarum	Unknown	Unknown	OTHER	0.772424	Adhesin	NON-ANTIGEN
