ID	COG_ID	COG_categories	COG	General_Functional_Category	COG_category_description	Type_of_Protein	Inside_cell_or_cytosol	Periplasm	Outside_cell	Beta_sheet_TM	Alpha_helix_TM	SignalPeptideNumber	Essential.Homologue	Essential.IdentityPercent	Essential.Evalue	Essential.Bitscore	EssentialProtein	MW	Isoelectric_Point	Inclussion_Bodies_Probability	Isoelectric_Point2	MW2	Virulence.Homologue	Virulence.IdentityPercent	Virulence.Evalue	Virulence.Bitscore	VirulenceFactor	Host.Homologue	Host.IdentityPercent	Host.Evalue	Host.Bitscore	Host	Host_Homologue_Result	Description	Strain	Genus	Gram_Stain	Bacteria	SubcellularLocalization	Exposition	SignalPeptide	AdhesinProbability	AdhesinProbability2	AntigenicityResult
WP_017807344	COG1180	O	O	CELLULAR_PROCESSES_AND_SIGNALING	Posttranslational_modification,_protein_turnover,_chaperones	GLOB	1	0	0	0	0	0	DEG10360089	28.671	5.62e-10	55.1	Essential	17872.42	7.164	0.318	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	anaerobic_ribonucleoside-triphosphate_reductase-activating_protein_[Avibacterium_paragallinarum]	GCF_004212355.1	Avibacterium	Negative	Avibacterium_paragallinarum	Cytoplasmic	Inside the cell	OTHER	0.482726	Non-Adhesin	ANTIGEN
WP_017807351	COG3165	H	H	METABOLISM	Coenzyme_transport_and_metabolism	GLOB	1	0	0	0	0	0	DEG10670012	33.333	9.12e-34	119	Essential	24216.96	5.369	0.533	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	SCP2_domain-containing_protein_[Avibacterium_paragallinarum]	GCF_004212355.1	Avibacterium	Negative	Avibacterium_paragallinarum	Cytoplasmic	Inside the cell	OTHER	0.465988	Non-Adhesin	NON-ANTIGEN
WP_017807355	COG0684	A	A	INFORMATION_STORAGE_AND_PROCESSING	RNA_processing_and_modification	GLOB	1	0	0	0	0	0	-	-	-	-	Non Essential	17703.86	3.4801	0.977	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	ribonuclease_E_activity_regulator_RraA_[Avibacterium_paragallinarum]	GCF_004212355.1	Avibacterium	Negative	Avibacterium_paragallinarum	Cytoplasmic	Inside the cell	OTHER	0.527336	Non-Adhesin	NON-ANTIGEN
WP_017807361	COG0212	H	H	METABOLISM	Coenzyme_transport_and_metabolism	GLOB	1	0	0	0	0	0	DEG10050310	64.171	6.25e-90	260	Essential	22471.13	10.2781	0.269	> 8	< 50 kDa	-	-	-	-	Non Virulence Factor	XP_025009611.1	31.884	5.37e-13	64.3	Gallus gallus	Host Homologue	5-formyltetrahydrofolate_cyclo-ligase_[Avibacterium_paragallinarum]	GCF_004212355.1	Avibacterium	Negative	Avibacterium_paragallinarum	Unknown	Unknown	OTHER	0.341245	Non-Adhesin	NON-ANTIGEN
WP_017807362	COG3027	D	D	CELLULAR_PROCESSES_AND_SIGNALING	Cell_cycle_control,_cell_division,_chromosome_partitioning	GLOB	1	0	0	0	0	0	-	-	-	-	Non Essential	11174.81	4.7405	0.672	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	cell_division_protein_ZapA_[Avibacterium_paragallinarum]	GCF_004212355.1	Avibacterium	Negative	Avibacterium_paragallinarum	Unknown	Unknown	OTHER	0.577858	Non-Adhesin	ANTIGEN
WP_017807381	COG2920	J	J	INFORMATION_STORAGE_AND_PROCESSING	Translation,_ribosomal_structure_and_biogenesis	GLOB	1	0	0	0	0	0	DEG10520179	52.525	1.42e-32	109	Essential	12600.41	6.4651	0.412	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	TusE/DsrC/DsvC_family_sulfur_relay_protein_[Avibacterium_paragallinarum]	GCF_004212355.1	Avibacterium	Negative	Avibacterium_paragallinarum	Cytoplasmic	Inside the cell	OTHER	0.670072	Non-Adhesin	NON-ANTIGEN
WP_017807388	COG1609	K	K	INFORMATION_STORAGE_AND_PROCESSING	Transcription	GLOB	1	0	0	0	0	0	DEG10110163	25.49	3.63e-16	77.4	Essential	37414.21	9.6474	0.219	> 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	catabolite_repressor/activator_[Avibacterium_paragallinarum]	GCF_004212355.1	Avibacterium	Negative	Avibacterium_paragallinarum	Cytoplasmic	Inside the cell	OTHER	0.336657	Non-Adhesin	NON-ANTIGEN
WP_017807394	COG2877	M	M	CELLULAR_PROCESSES_AND_SIGNALING	Cell_wall/membrane/envelope_biogenesis	GLOB	1	0	0	0	0	0	DEG10460220	43.262	1.66e-68	213	Essential	31270.23	5.7572	0.374	< 8	< 50 kDa	VFG011414(gb|NP_539767)	44.727	6.22e-76	230	Probable Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	3-deoxy-8-phosphooctulonate_synthase_[Avibacterium_paragallinarum]	GCF_004212355.1	Avibacterium	Negative	Avibacterium_paragallinarum	Cytoplasmic	Inside the cell	OTHER	0.271305	Non-Adhesin	NON-ANTIGEN
WP_017807395	COG2912	T	T	CELLULAR_PROCESSES_AND_SIGNALING	Signal_transduction_mechanisms	GLOB	1	0	0	0	0	0	-	-	-	-	Non Essential	31799.21	4.7147	0.732	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	tetratricopeptide_repeat_protein_[Avibacterium_paragallinarum]	GCF_004212355.1	Avibacterium	Negative	Avibacterium_paragallinarum	Cytoplasmic	Inside the cell	OTHER	0.242719	Non-Adhesin	NON-ANTIGEN
WP_017807407	COG0456	J	J	INFORMATION_STORAGE_AND_PROCESSING	Translation,_ribosomal_structure_and_biogenesis	GLOB	1	0	0	0	0	0	-	-	-	-	Non Essential	19241.59	9.715	0.316	> 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	GNAT_family_N-acetyltransferase_[Avibacterium_paragallinarum]	GCF_004212355.1	Avibacterium	Negative	Avibacterium_paragallinarum	Unknown	Unknown	OTHER	0.260951	Non-Adhesin	NON-ANTIGEN
WP_017807412	-	-	-	-	-	GLOB	1	0	0	0	0	0	-	-	-	-	Non Essential	28483.43	5.6108	0.497	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	DUF1828_domain-containing_protein_[Avibacterium_paragallinarum]	GCF_004212355.1	Avibacterium	Negative	Avibacterium_paragallinarum	Unknown	Unknown	OTHER	0.519642	Non-Adhesin	NON-ANTIGEN
WP_017807413	-	-	-	-	-	GLOB	1	0	0	0	0	0	-	-	-	-	Non Essential	20939.29	8.8732	0.269	> 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	hypothetical_protein_[Avibacterium_paragallinarum]	GCF_004212355.1	Avibacterium	Negative	Avibacterium_paragallinarum	Cytoplasmic	Inside the cell	OTHER	0.405329	Non-Adhesin	NON-ANTIGEN
WP_017807440	COG0078	E	E	METABOLISM	Amino_acid_transport_and_metabolism	GLOB	1	0	0	0	0	0	DEG10240054	34.259	3.31e-51	171	Essential	37418.06	6.127	0.573	< 8	< 50 kDa	VFG047690(gb|YP_170572.1)	35.065	1.37e-13	67.4	Probable Virulence Factor	NP_990241.1	37.462	1.12e-64	209	Gallus gallus	Host Homologue	ornithine_carbamoyltransferase_[Avibacterium_paragallinarum]	GCF_004212355.1	Avibacterium	Negative	Avibacterium_paragallinarum	Cytoplasmic	Inside the cell	OTHER	0.453324	Non-Adhesin	NON-ANTIGEN
WP_017807441	COG0285	H	H	METABOLISM	Coenzyme_transport_and_metabolism	GLOB	1	0	0	0	0	0	DEG10420187	25.982	5.74e-26	108	Essential	49217.96	6.0773	0.544	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	XP_015135199.1	37.273	4.98e-35	137	Gallus gallus	Host Homologue	bifunctional_tetrahydrofolate_synthase/dihydrofolate_synthase_[Avibacterium_paragallinarum]	GCF_004212355.1	Avibacterium	Negative	Avibacterium_paragallinarum	Cytoplasmic	Inside the cell	OTHER	0.344612	Non-Adhesin	NON-ANTIGEN
WP_017807445	COG2890	J	J	INFORMATION_STORAGE_AND_PROCESSING	Translation,_ribosomal_structure_and_biogenesis	GLOB	1	0	0	0	0	0	DEG10290325	32.812	1.19e-25	102	Essential	35443.36	4.2449	0.813	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	XP_414261.2	27.203	4.41e-14	73.2	Gallus gallus	Host Homologue	50S_ribosomal_protein_L3_N(5)-glutamine_methyltransferase_[Avibacterium_paragallinarum]	GCF_004212355.1	Avibacterium	Negative	Avibacterium_paragallinarum	Cytoplasmic	Inside the cell	OTHER	0.283392	Non-Adhesin	NON-ANTIGEN
WP_017807473	-	-	-	-	-	GLOB	1	0	0	0	0	0	-	-	-	-	Non Essential	7882.12	10.5679	0.662	> 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	hypothetical_protein_[Avibacterium_paragallinarum]	GCF_004212355.1	Avibacterium	Negative	Avibacterium_paragallinarum	Unknown	Unknown	OTHER	0.359023	Non-Adhesin	NON-ANTIGEN
WP_017807502	COG0690	U	U	CELLULAR_PROCESSES_AND_SIGNALING	Intracellular_trafficking,_secretion,_and_vesicular_transport	TM	2	0	2	0	3	0	DEG10561023	39.837	3.14e-28	100	Essential	15341.39	10.6217	0.385	> 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	preprotein_translocase_subunit_SecE_[Avibacterium_paragallinarum]	GCF_004212355.1	Avibacterium	Negative	Avibacterium_paragallinarum	CytoplasmicMembrane	Inside the cell	OTHER	0.438168	Non-Adhesin	NON-ANTIGEN
WP_017807503	COG0250	K	K	INFORMATION_STORAGE_AND_PROCESSING	Transcription	GLOB	1	0	0	0	0	0	DEG10420296	36.782	1.72e-28	103	Essential	20947.8	6.0404	0.315	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	transcription_termination/antitermination_protein_NusG_[Avibacterium_paragallinarum]	GCF_004212355.1	Avibacterium	Negative	Avibacterium_paragallinarum	Cytoplasmic	Inside the cell	OTHER	0.2703	Non-Adhesin	NON-ANTIGEN
WP_017807504	-	-	-	-	-	SP	0	0	1	0	0	1	-	-	-	-	Non Essential	14475.4	5.9137	0.264	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	hypothetical_protein_[Avibacterium_paragallinarum]	GCF_004212355.1	Avibacterium	Negative	Avibacterium_paragallinarum	Unknown	Unknown	SP	0.670319	Non-Adhesin	NON-ANTIGEN
WP_017807505	COG1396	K	K	INFORMATION_STORAGE_AND_PROCESSING	Transcription	GLOB	1	0	0	0	0	0	-	-	-	-	Non Essential	15378.68	6.2507	0.632	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	helix-turn-helix_domain-containing_protein_[Avibacterium_paragallinarum]	GCF_004212355.1	Avibacterium	Negative	Avibacterium_paragallinarum	Cytoplasmic	Inside the cell	OTHER	0.287912	Non-Adhesin	NON-ANTIGEN
WP_017807508	COG0612	R	R	POORLY_CHARACTERIZED	General_function_prediction_only	GLOB	1	0	0	0	0	0	-	-	-	-	Non Essential	9557.82	5.1037	0.595	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	hypothetical_protein_[Avibacterium_paragallinarum]	GCF_004212355.1	Avibacterium	Negative	Avibacterium_paragallinarum	Unknown	Unknown	OTHER	0.286489	Non-Adhesin	ANTIGEN
WP_017807515	COG0744	M	M	CELLULAR_PROCESSES_AND_SIGNALING	Cell_wall/membrane/envelope_biogenesis	TM	1	0	1	0	1	0	DEG10050303	66.986	3.04e-101	293	Essential	27962.68	10.4589	0.501	> 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	monofunctional_biosynthetic_peptidoglycan_transglycosylase_[Avibacterium_paragallinarum]	GCF_004212355.1	Avibacterium	Negative	Avibacterium_paragallinarum	CytoplasmicMembrane	Inside the cell	OTHER	0.471281	Non-Adhesin	NON-ANTIGEN
WP_017807516	COG2973	K	K	INFORMATION_STORAGE_AND_PROCESSING	Transcription	GLOB	1	0	0	0	0	0	DEG10050302	72.917	2.55e-50	153	Essential	11552.3	5.8446	0.559	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	trp_operon_repressor_[Avibacterium_paragallinarum]	GCF_004212355.1	Avibacterium	Negative	Avibacterium_paragallinarum	Cytoplasmic	Inside the cell	OTHER	0.379925	Non-Adhesin	NON-ANTIGEN
WP_017807540	-	-	-	-	-	GLOB	1	0	0	0	0	0	-	-	-	-	Non Essential	8289.46	5.079	0.602	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	hypothetical_protein_[Avibacterium_paragallinarum]	GCF_004212355.1	Avibacterium	Negative	Avibacterium_paragallinarum	Unknown	Unknown	OTHER	0.325279	Non-Adhesin	NON-ANTIGEN
WP_017807549	COG0825	I	I	METABOLISM	Lipid_transport_and_metabolism	GLOB	1	0	0	0	0	0	DEG10070026	53.725	2.85e-80	243	Essential	35243.44	4.9555	0.554	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	XP_025009294.1	27.717	4.38e-07	52.4	Gallus gallus	Host Homologue	acetyl-CoA_carboxylase_carboxyl_transferase_subunit_alpha_[Avibacterium_paragallinarum]	GCF_004212355.1	Avibacterium	Negative	Avibacterium_paragallinarum	Cytoplasmic	Inside the cell	OTHER	0.257605	Non-Adhesin	NON-ANTIGEN
WP_017807553	-	-	-	-	-	GLOB	1	0	0	0	0	0	-	-	-	-	Non Essential	7017.98	6.6394	0.727	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	MULTISPECIES:_hypothetical_protein_[Pasteurellaceae]	GCF_004212355.1	Avibacterium	Negative	Avibacterium_paragallinarum	Unknown	Unknown	OTHER	0.415247	Non-Adhesin	ANTIGEN
WP_017807569	-	-	-	-	-	TM	1	0	1	0	1	0	-	-	-	-	Non Essential	12440.51	6.2373	0.675	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	DUF2730_family_protein,_partial_[Avibacterium_paragallinarum]	GCF_004212355.1	Avibacterium	Negative	Avibacterium_paragallinarum	Cytoplasmic	Inside the cell	OTHER	0.49714	Non-Adhesin	NON-ANTIGEN
WP_017807574	COG4385	X	X	CELLULAR_PROCESSES_AND_SIGNALING	Mobilome:_prophages,_transposons	GLOB	1	0	0	0	0	0	-	-	-	-	Non Essential	21398.35	8.6921	0.257	> 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	phage_tail_protein_[Avibacterium_paragallinarum]	GCF_004212355.1	Avibacterium	Negative	Avibacterium_paragallinarum	Unknown	Unknown	OTHER	0.528771	Non-Adhesin	NON-ANTIGEN
WP_017807578	-	-	-	-	-	GLOB	1	0	0	0	0	0	-	-	-	-	Non Essential	8547.76	7.9711	0.347	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	MULTISPECIES:_hypothetical_protein_[Pasteurellaceae]	GCF_004212355.1	Avibacterium	Negative	Avibacterium_paragallinarum	Unknown	Unknown	OTHER	0.617614	Non-Adhesin	NON-ANTIGEN
WP_017807582	COG3423	K	K	INFORMATION_STORAGE_AND_PROCESSING	Transcription	GLOB	1	0	0	0	0	0	-	-	-	-	Non Essential	8594.84	10.7356	0.244	> 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	helix-turn-helix_domain-containing_protein_[Avibacterium_paragallinarum]	GCF_004212355.1	Avibacterium	Negative	Avibacterium_paragallinarum	Unknown	Unknown	OTHER	0.419548	Non-Adhesin	NON-ANTIGEN
WP_017807593	COG1803	G	G	METABOLISM	Carbohydrate_transport_and_metabolism	GLOB	1	0	0	0	0	0	DEG10180157	68.707	2.73e-75	220	Essential	16923.78	7.4427	0.481	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	methylglyoxal_synthase_[Avibacterium_paragallinarum]	GCF_004212355.1	Avibacterium	Negative	Avibacterium_paragallinarum	Cytoplasmic	Inside the cell	OTHER	0.330683	Non-Adhesin	NON-ANTIGEN
WP_017807600	-	-	-	-	-	GLOB	1	0	0	0	0	0	-	-	-	-	Non Essential	19274.02	4.1971	0.793	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	hypothetical_protein_[Avibacterium_paragallinarum]	GCF_004212355.1	Avibacterium	Negative	Avibacterium_paragallinarum	Unknown	Unknown	OTHER	0.310099	Non-Adhesin	NON-ANTIGEN
WP_021280608	COG0050	J	J	INFORMATION_STORAGE_AND_PROCESSING	Translation,_ribosomal_structure_and_biogenesis	GLOB	1	0	0	0	0	0	DEG10140150	76.316	2.9e-14	62.8	Essential	4117.78	10.6195	0.672	> 8	< 50 kDa	VFG046465(gb|YP_169203.1)	86.842	3.14e-18	72	Probable Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	MULTISPECIES:_GTP-binding_protein,_partial_[Gammaproteobacteria]	GCF_004212355.1	Avibacterium	Negative	Avibacterium_paragallinarum	Cytoplasmic	Inside the cell	OTHER	-	Unknown	NON-ANTIGEN
WP_021461804	cl46780	-	-	-	-	GLOB	1	0	0	0	0	0	-	-	-	-	Non Essential	7226.34	10.3964	0.719	> 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	MULTISPECIES:_helix-turn-helix_domain-containing_protein_[Pasteurellaceae]	GCF_004212355.1	Avibacterium	Negative	Avibacterium_paragallinarum	Unknown	Unknown	OTHER	0.593594	Non-Adhesin	NON-ANTIGEN
WP_021723480	COG0504	F	F	METABOLISM	Nucleotide_transport_and_metabolism	GLOB	1	0	0	0	0	0	DEG10050392	91.978	0	1006	Essential	59799.31	6.0431	0.47	< 8	50-100 kDa	-	-	-	-	Non Virulence Factor	XP_004947750.1	42.662	3.69e-157	464	Gallus gallus	Host Homologue	CTP_synthase_(glutamine_hydrolyzing)_[Avibacterium_paragallinarum]	GCF_004212355.1	Avibacterium	Negative	Avibacterium_paragallinarum	Cytoplasmic	Inside the cell	OTHER	0.363331	Non-Adhesin	NON-ANTIGEN
WP_021723492	COG1587	H	H	METABOLISM	Coenzyme_transport_and_metabolism	GLOB	1	0	0	0	0	0	DEG10290378	33.333	3.28e-38	133	Essential	27758.98	9.3168	0.242	> 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	uroporphyrinogen-III_synthase_[Avibacterium_paragallinarum]	GCF_004212355.1	Avibacterium	Negative	Avibacterium_paragallinarum	Unknown	Unknown	OTHER	0.475223	Non-Adhesin	NON-ANTIGEN
WP_021723501	COG1045	E	E	METABOLISM	Amino_acid_transport_and_metabolism	GLOB	1	0	0	0	0	0	DEG10280393	41.615	1.33e-31	116	Essential	28792.17	6.0836	0.537	< 8	< 50 kDa	VFG000037(gb|NP_878994)	44.444	1.98e-08	50.1	Probable Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	serine_O-acetyltransferase_[Avibacterium_paragallinarum]	GCF_004212355.1	Avibacterium	Negative	Avibacterium_paragallinarum	Cytoplasmic	Inside the cell	OTHER	0.328077	Non-Adhesin	NON-ANTIGEN
WP_021723508	COG4785	M	M	CELLULAR_PROCESSES_AND_SIGNALING	Cell_wall/membrane/envelope_biogenesis	SP	0	0	1	0	0	1	-	-	-	-	Non Essential	34057.07	5.1946	0.686	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	lipoprotein_NlpI_[Avibacterium_paragallinarum]	GCF_004212355.1	Avibacterium	Negative	Avibacterium_paragallinarum	CytoplasmicMembrane	Inside the cell	LIPO	0.681398	Non-Adhesin	NON-ANTIGEN
WP_021723510	COG3383	C	C	METABOLISM	Energy_production_and_conversion	SP	0	0	1	0	0	1	DEG10470294	27.183	8.66e-68	242	Essential	93264.05	7.9802	0.27	< 8	50-100 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	nitrate_reductase_catalytic_subunit_NapA_[Avibacterium_paragallinarum]	GCF_004212355.1	Avibacterium	Negative	Avibacterium_paragallinarum	Periplasmic	Inside the cell	TAT	0.340283	Non-Adhesin	NON-ANTIGEN
WP_021723515	COG1040	R	R	POORLY_CHARACTERIZED	General_function_prediction_only	GLOB	1	0	0	0	0	0	-	-	-	-	Non Essential	26568.92	9.3289	0.234	> 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	hypothetical_protein_[Avibacterium_paragallinarum]	GCF_004212355.1	Avibacterium	Negative	Avibacterium_paragallinarum	Cytoplasmic	Inside the cell	OTHER	0.598402	Non-Adhesin	NON-ANTIGEN
WP_021723532	COG3663	L	L	INFORMATION_STORAGE_AND_PROCESSING	Replication,_recombination_and_repair	GLOB	1	0	0	0	0	0	DEG10550106	62.626	4.78e-86	251	Essential	22609.39	9.677	0.23	> 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	uracil-DNA_glycosylase_[Avibacterium_paragallinarum]	GCF_004212355.1	Avibacterium	Negative	Avibacterium_paragallinarum	Periplasmic	Inside the cell	OTHER	0.567519	Non-Adhesin	NON-ANTIGEN
WP_021723612	COG3657	V	V	CELLULAR_PROCESSES_AND_SIGNALING	Defense_mechanisms	GLOB	1	0	0	0	0	0	DEG10050515	72.165	1.7e-47	146	Essential	11028.05	10.5997	0.702	> 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	type_II_toxin-antitoxin_system_RelE/ParE_family_toxin_[Avibacterium_paragallinarum]	GCF_004212355.1	Avibacterium	Negative	Avibacterium_paragallinarum	Cytoplasmic	Inside the cell	OTHER	0.265095	Non-Adhesin	ANTIGEN
WP_021723619	COG0036	G	G	METABOLISM	Carbohydrate_transport_and_metabolism	GLOB	1	0	0	0	0	0	DEG10070087	33.163	1.05e-30	112	Essential	24629.38	4.9286	0.601	< 8	< 50 kDa	VFG046610(gb|YP_169796.1)	66.667	6.07e-103	294	Probable Virulence Factor	XP_015144801.1	40	5.94e-36	126	Gallus gallus	Host Homologue	ribulose-phosphate_3-epimerase_[Avibacterium_paragallinarum]	GCF_004212355.1	Avibacterium	Negative	Avibacterium_paragallinarum	Cytoplasmic	Inside the cell	OTHER	0.374309	Non-Adhesin	NON-ANTIGEN
WP_021723631	COG0002	E	E	METABOLISM	Amino_acid_transport_and_metabolism	GLOB	1	0	0	0	0	0	DEG10270317	33.523	2.23e-32	123	Essential	36702.94	6.358	0.467	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	N-acetyl-gamma-glutamyl-phosphate_reductase_[Avibacterium_paragallinarum]	GCF_004212355.1	Avibacterium	Negative	Avibacterium_paragallinarum	Cytoplasmic	Inside the cell	OTHER	0.539797	Non-Adhesin	NON-ANTIGEN
WP_021723635	COG3676	X	X	CELLULAR_PROCESSES_AND_SIGNALING	Mobilome:_prophages,_transposons	GLOB	1	0	0	0	0	0	-	-	-	-	Non Essential	25595.73	10.3191	0.502	> 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	IS1595_family_transposase_[Avibacterium_paragallinarum]	GCF_004212355.1	Avibacterium	Negative	Avibacterium_paragallinarum	Cytoplasmic	Inside the cell	OTHER	0.335383	Non-Adhesin	NON-ANTIGEN
WP_021723721	COG0359	J	J	INFORMATION_STORAGE_AND_PROCESSING	Translation,_ribosomal_structure_and_biogenesis	GLOB	1	0	0	0	0	0	DEG10550234	55.405	1.16e-42	137	Essential	16142.52	6.2503	0.599	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	50S_ribosomal_protein_L9_[Avibacterium_paragallinarum]	GCF_004212355.1	Avibacterium	Negative	Avibacterium_paragallinarum	Cytoplasmic	Inside the cell	OTHER	0.478935	Non-Adhesin	NON-ANTIGEN
WP_021723777	COG2194	M	M	CELLULAR_PROCESSES_AND_SIGNALING	Cell_wall/membrane/envelope_biogenesis	SP	0	0	1	0	0	1	DEG10600006	40	1.08e-30	114	Essential	40661.72	8.9261	0.171	> 8	< 50 kDa	VFG043392(gb|YP_002343698)	28.261	2.3e-10	58.5	Probable Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	phosphoethanolamine_transferase_[Avibacterium_paragallinarum]	GCF_004212355.1	Avibacterium	Negative	Avibacterium_paragallinarum	CytoplasmicMembrane	Inside the cell	OTHER	0.507624	Non-Adhesin	NON-ANTIGEN
WP_021723820	-	-	-	-	-	GLOB	1	0	0	0	0	0	-	-	-	-	Non Essential	18984.72	6.0993	0.622	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	hypothetical_protein_[Avibacterium_paragallinarum]	GCF_004212355.1	Avibacterium	Negative	Avibacterium_paragallinarum	Cytoplasmic	Inside the cell	OTHER	0.337368	Non-Adhesin	ANTIGEN
WP_021723926	COG3022	L	L	INFORMATION_STORAGE_AND_PROCESSING	Replication,_recombination_and_repair	GLOB	1	0	0	0	0	0	DEG10340428	32.95	9.31e-43	145	Essential	29421.69	6.3487	0.56	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	peroxide_stress_protein_YaaA_[Avibacterium_paragallinarum]	GCF_004212355.1	Avibacterium	Negative	Avibacterium_paragallinarum	Cytoplasmic	Inside the cell	OTHER	0.361138	Non-Adhesin	NON-ANTIGEN
WP_021723933	COG1566	V	V	CELLULAR_PROCESSES_AND_SIGNALING	Defense_mechanisms	TM	1	0	1	0	1	0	DEG10280058	34.921	3.97e-38	140	Essential	43550.06	8.251	0.43	> 8	< 50 kDa	VFG036938(gb|NP_273367)	50.321	1.86e-95	288	Probable Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	EmrA/EmrK_family_multidrug_efflux_transporter_periplasmic_adaptor_subunit_[Avibacterium_paragallinarum]	GCF_004212355.1	Avibacterium	Negative	Avibacterium_paragallinarum	CytoplasmicMembrane	Inside the cell	OTHER	0.342235	Non-Adhesin	NON-ANTIGEN
WP_021723958	-	-	-	-	-	GLOB	1	0	0	0	0	0	DEG10600302	67.836	4.81e-86	256	Essential	29339.43	5.0647	0.622	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	phage_recombination_protein_Bet_[Avibacterium_paragallinarum]	GCF_004212355.1	Avibacterium	Negative	Avibacterium_paragallinarum	Cytoplasmic	Inside the cell	OTHER	0.405331	Non-Adhesin	NON-ANTIGEN
