ID	COG_ID	COG_categories	COG	General_Functional_Category	COG_category_description	Type_of_Protein	Inside_cell_or_cytosol	Periplasm	Outside_cell	Beta_sheet_TM	Alpha_helix_TM	SignalPeptideNumber	Essential.Homologue	Essential.IdentityPercent	Essential.Evalue	Essential.Bitscore	EssentialProtein	MW	Isoelectric_Point	Inclussion_Bodies_Probability	Isoelectric_Point2	MW2	Virulence.Homologue	Virulence.IdentityPercent	Virulence.Evalue	Virulence.Bitscore	VirulenceFactor	VF_ID	VFCID	VFcategory	Host.Homologue	Host.IdentityPercent	Host.Evalue	Host.Bitscore	Host	Host_Homologue_Result	Description	Strain	Genus	Gram_Stain	Bacteria	SubcellularLocalization	Exposition	SignalPeptide	AdhesinProbability	AdhesinProbability2	AntigenicityResult	Host_Homologue_Result_All	Type_of_Protein2
WP_017806322	-	-	-	-	-	TM	1	0	1	0	1	0	-	-	-	-	Non Essential	5398.51	9.1703	0.176	> 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	-	-	-	Gallus gallus	Non Host Homologue	MULTISPECIES:_hypothetical_protein_[Avibacterium]	GCF_037080095.1	Avibacterium	Negative	Avibacterium_paragallinarum	CytoplasmicMembrane	Inside the cell	OTHER	-	Unknown	NON-ANTIGEN	Non Host Homologue	1 Alpha helix Transmembrane Step
WP_017806328	COG2194	M	M	CELLULAR_PROCESSES_AND_SIGNALING	Cell_wall/membrane/envelope_biogenesis	TM	3	0	3	0	5	0	DEG10560183	39.92	1.5e-134	401	Essential	62609.97	6.8059	0.396	< 8	50-100 kDa	VFG043392(gb|YP_002343698)	38.627	9.78e-88	280	Probable Virulence Factor	VFG043392	VFC0204	Motility	-	-	-	-	Gallus gallus	Non Host Homologue	phosphoethanolamine--lipid_A_transferase_[Avibacterium_paragallinarum]	GCF_037080095.1	Avibacterium	Negative	Avibacterium_paragallinarum	CytoplasmicMembrane	Inside the cell	OTHER	0.529275	Non-Adhesin	NON-ANTIGEN	Non Host Homologue	2 or more Alpha helix Transmembrane Steps
WP_017806333	COG0607	P	P	METABOLISM	Inorganic_ion_transport_and_metabolism	TM	1	0	1	0	1	0	DEG10030546	40.541	8.86e-41	132	Essential	16579.44	8.9179	0.263	> 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	-	-	-	Gallus gallus	Non Host Homologue	rhodanese-like_domain-containing_protein_[Avibacterium_paragallinarum]	GCF_037080095.1	Avibacterium	Negative	Avibacterium_paragallinarum	Cytoplasmic	Inside the cell	OTHER	0.514908	Non-Adhesin	NON-ANTIGEN	Non Host Homologue	1 Alpha helix Transmembrane Step
WP_017806338	COG0566	J	J	INFORMATION_STORAGE_AND_PROCESSING	Translation,_ribosomal_structure_and_biogenesis	GLOB	1	0	0	0	0	0	DEG10110147	42.041	4.35e-62	201	Essential	38474.22	10.2458	0.258	> 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	-	-	-	Gallus gallus	Non Host Homologue	TrmH_family_RNA_methyltransferase_[Avibacterium_paragallinarum]	GCF_037080095.1	Avibacterium	Negative	Avibacterium_paragallinarum	Cytoplasmic	Inside the cell	OTHER	0.34106	Non-Adhesin	NON-ANTIGEN	Non Host Homologue	Secreted
WP_017806339	COG2768	S	S	POORLY_CHARACTERIZED	Function_unknown	GLOB	1	0	0	0	0	0	DEG10550649	60	1.27e-29	100	Essential	9692.01	4.0667	0.979	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	-	-	-	Gallus gallus	Non Host Homologue	MULTISPECIES:_YfhL_family_4Fe-4S_dicluster_ferredoxin_[Avibacterium]	GCF_037080095.1	Avibacterium	Negative	Avibacterium_paragallinarum	Unknown	Unknown	OTHER	0.371523	Non-Adhesin	NON-ANTIGEN	Non Host Homologue	Secreted
WP_017806342	COG0191	G	G	METABOLISM	Carbohydrate_transport_and_metabolism	GLOB	1	0	0	0	0	0	DEG10420049	28.487	2.19e-24	100	Essential	39265.48	4.8873	0.495	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	-	-	-	Gallus gallus	Non Host Homologue	MULTISPECIES:_class_II_fructose-bisphosphate_aldolase_[Avibacterium]	GCF_037080095.1	Avibacterium	Negative	Avibacterium_paragallinarum	Cytoplasmic	Inside the cell	OTHER	0.41941	Non-Adhesin	NON-ANTIGEN	Non Host Homologue	Secreted
WP_017806343	COG1737	K	K	INFORMATION_STORAGE_AND_PROCESSING	Transcription	GLOB	1	0	0	0	0	0	DEG10260105	63.235	2.9e-126	360	Essential	31390.75	6.4914	0.403	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	-	-	-	Gallus gallus	Non Host Homologue	MurR/RpiR_family_transcriptional_regulator_[Avibacterium_paragallinarum]	GCF_037080095.1	Avibacterium	Negative	Avibacterium_paragallinarum	Cytoplasmic	Inside the cell	OTHER	0.528596	Non-Adhesin	NON-ANTIGEN	Non Host Homologue	Secreted
WP_017806353	COG1047	O	O	CELLULAR_PROCESSES_AND_SIGNALING	Posttranslational_modification,_protein_turnover,_chaperones	GLOB	1	0	0	0	0	0	DEG10180514	70.27	9e-68	205	Essential	21753.01	4.725	0.927	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	-	-	-	Gallus gallus	Non Host Homologue	peptidylprolyl_isomerase_[Avibacterium_paragallinarum]	GCF_037080095.1	Avibacterium	Negative	Avibacterium_paragallinarum	Cytoplasmic	Inside the cell	OTHER	0.436706	Non-Adhesin	ANTIGEN	Non Host Homologue	Secreted
WP_017806366	COG4390	S	S	POORLY_CHARACTERIZED	Function_unknown	GLOB	1	0	0	0	0	0	-	-	-	-	Non Essential	11628.35	6.3239	0.652	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	-	-	-	Gallus gallus	Non Host Homologue	DUF2322_family_protein_[Avibacterium_paragallinarum]	GCF_037080095.1	Avibacterium	Negative	Avibacterium_paragallinarum	Unknown	Unknown	OTHER	0.528703	Non-Adhesin	NON-ANTIGEN	Non Host Homologue	Secreted
WP_017806367	COG0568	K	K	INFORMATION_STORAGE_AND_PROCESSING	Transcription	GLOB	1	0	0	0	0	0	DEG10390074	27.509	3.22e-25	100	Essential	32105.35	4.9296	0.712	< 8	< 50 kDa	VFG043648(gb|NP_252312)	27.338	6.47e-25	101	Probable Virulence Factor	VFG043648	VFC0001	Adherence	-	-	-	-	Gallus gallus	Non Host Homologue	RNA_polymerase_sigma_factor_RpoH_[Avibacterium_paragallinarum]	GCF_037080095.1	Avibacterium	Negative	Avibacterium_paragallinarum	Cytoplasmic	Inside the cell	OTHER	0.447018	Non-Adhesin	NON-ANTIGEN	Non Host Homologue	Secreted
WP_017806368	COG0694	O	O	CELLULAR_PROCESSES_AND_SIGNALING	Posttranslational_modification,_protein_turnover,_chaperones	GLOB	1	0	0	0	0	0	DEG10440065	44.872	1e-42	140	Essential	21424.1	4.3134	0.849	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	-	-	-	Gallus gallus	Non Host Homologue	Fe-S_biogenesis_protein_NfuA_[Avibacterium_paragallinarum]	GCF_037080095.1	Avibacterium	Negative	Avibacterium_paragallinarum	Cytoplasmic	Inside the cell	OTHER	0.391313	Non-Adhesin	NON-ANTIGEN	Non Host Homologue	Secreted
WP_017806372	COG0588	G	G	METABOLISM	Carbohydrate_transport_and_metabolism	GLOB	1	0	0	0	0	0	DEG10250093	49.083	4.93e-67	206	Essential	25993.63	5.9638	0.544	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	XP_046795240.1	50	2.32e-76	232	Gallus gallus	Host Homologue	2,3-diphosphoglycerate-dependent_phosphoglycerate_mutase_[Avibacterium_paragallinarum]	GCF_037080095.1	Avibacterium	Negative	Avibacterium_paragallinarum	Cytoplasmic	Inside the cell	OTHER	0.378987	Non-Adhesin	NON-ANTIGEN	Host Homologue	Secreted
WP_017806373	COG0425	JHO	J	INFORMATION_STORAGE_AND_PROCESSING	Translation,_ribosomal_structure_and_biogenesis	GLOB	1	0	0	0	0	0	DEG10600404	67.647	2.38e-31	104	Essential	9338.96	7.3233	0.609	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	-	-	-	Gallus gallus	Non Host Homologue	sulfurtransferase_TusA_[Avibacterium_paragallinarum]	GCF_037080095.1	Avibacterium	Negative	Avibacterium_paragallinarum	Cytoplasmic	Inside the cell	OTHER	0.325489	Non-Adhesin	NON-ANTIGEN	Non Host Homologue	Secreted
WP_017806377	COG2227	H	H	METABOLISM	Coenzyme_transport_and_metabolism	GLOB	1	0	0	0	0	0	DEG10080071	45.041	4.61e-68	213	Essential	37056.78	7.0985	0.466	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	-	-	-	Gallus gallus	Non Host Homologue	tRNA_5-methoxyuridine(34)/uridine_5-oxyacetic_acid(34)_synthase_CmoB_[Avibacterium_paragallinarum]	GCF_037080095.1	Avibacterium	Negative	Avibacterium_paragallinarum	Cytoplasmic	Inside the cell	OTHER	0.266872	Non-Adhesin	NON-ANTIGEN	Non Host Homologue	Secreted
WP_017806378	COG1530	J	J	INFORMATION_STORAGE_AND_PROCESSING	Translation,_ribosomal_structure_and_biogenesis	GLOB	1	0	0	0	0	0	DEG10570119	34.573	5.58e-74	251	Essential	55797.17	5.241	0.768	< 8	50-100 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	-	-	-	Gallus gallus	Non Host Homologue	ribonuclease_G_[Avibacterium_paragallinarum]	GCF_037080095.1	Avibacterium	Negative	Avibacterium_paragallinarum	Cytoplasmic	Inside the cell	OTHER	0.273745	Non-Adhesin	NON-ANTIGEN	Non Host Homologue	Secreted
WP_017806380	COG4992	E	E	METABOLISM	Amino_acid_transport_and_metabolism	GLOB	1	0	0	0	0	0	DEG10350328	28.75	1.9e-25	106	Essential	44123.44	5.8628	0.422	< 8	< 50 kDa	VFG013203(gb|WP_012341659)	30.556	4.68e-29	117	Probable Virulence Factor	VFG013203	VFC0272	Nutritional/Metabolic factor	XP_040503158.1	27.073	2.99e-35	135	Gallus gallus	Host Homologue	aspartate_aminotransferase_family_protein_[Avibacterium_paragallinarum]	GCF_037080095.1	Avibacterium	Negative	Avibacterium_paragallinarum	Cytoplasmic	Inside the cell	OTHER	0.304286	Non-Adhesin	NON-ANTIGEN	Host Homologue	Secreted
WP_017806383	COG2965	L	L	INFORMATION_STORAGE_AND_PROCESSING	Replication,_recombination_and_repair	GLOB	1	0	0	0	0	0	DEG10180592	58.416	1.37e-37	121	Essential	12035.74	9.8555	0.102	> 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	-	-	-	Gallus gallus	Non Host Homologue	primosomal_replication_protein_N_[Avibacterium_paragallinarum]	GCF_037080095.1	Avibacterium	Negative	Avibacterium_paragallinarum	Unknown	Unknown	OTHER	0.490313	Non-Adhesin	NON-ANTIGEN	Non Host Homologue	Secreted
WP_017806392	COG1585	O	O	CELLULAR_PROCESSES_AND_SIGNALING	Posttranslational_modification,_protein_turnover,_chaperones	TM	2	0	2	0	3	0	-	-	-	-	Non Essential	16657.48	6.2076	0.644	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	-	-	-	Gallus gallus	Non Host Homologue	NfeD_family_protein_[Avibacterium_paragallinarum]	GCF_037080095.1	Avibacterium	Negative	Avibacterium_paragallinarum	CytoplasmicMembrane	Inside the cell	OTHER	0.450291	Non-Adhesin	NON-ANTIGEN	Non Host Homologue	2 or more Alpha helix Transmembrane Steps
WP_017806393	COG0330	O	O	CELLULAR_PROCESSES_AND_SIGNALING	Posttranslational_modification,_protein_turnover,_chaperones	TM	1	0	1	0	1	0	DEG10550368	37	3.15e-61	196	Essential	33493.74	5.5373	0.555	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	XP_415401.2	35.567	3.25e-25	103	Gallus gallus	Host Homologue	SPFH_domain-containing_protein_[Avibacterium_paragallinarum]	GCF_037080095.1	Avibacterium	Negative	Avibacterium_paragallinarum	Cytoplasmic	Inside the cell	OTHER	0.452652	Non-Adhesin	NON-ANTIGEN	Host Homologue	1 Alpha helix Transmembrane Step
WP_017806396	-	-	-	-	-	SP	0	0	1	0	0	1	-	-	-	-	Non Essential	12755.66	5.1759	0.682	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	-	-	-	Gallus gallus	Non Host Homologue	hypothetical_protein_[Avibacterium_paragallinarum]	GCF_037080095.1	Avibacterium	Negative	Avibacterium_paragallinarum	Unknown	Unknown	SP	0.772069	Adhesin	NON-ANTIGEN	Non Host Homologue	Secreted
WP_017806403	COG0858	J	J	INFORMATION_STORAGE_AND_PROCESSING	Translation,_ribosomal_structure_and_biogenesis	GLOB	1	0	0	0	0	0	DEG10030136	59.848	2.35e-49	153	Essential	15645.91	5.0733	0.651	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	-	-	-	Gallus gallus	Non Host Homologue	30S_ribosome-binding_factor_RbfA_[Avibacterium_paragallinarum]	GCF_037080095.1	Avibacterium	Negative	Avibacterium_paragallinarum	Cytoplasmic	Inside the cell	OTHER	0.206097	Non-Adhesin	NON-ANTIGEN	Non Host Homologue	Secreted
WP_017806404	COG0130	J	J	INFORMATION_STORAGE_AND_PROCESSING	Translation,_ribosomal_structure_and_biogenesis	GLOB	1	0	0	0	0	0	DEG10340009	34.348	1.13e-35	127	Essential	34092.18	6.9097	0.498	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	XP_421776.1	36.321	2.96e-35	130	Gallus gallus	Host Homologue	tRNA_pseudouridine(55)_synthase_TruB_[Avibacterium_paragallinarum]	GCF_037080095.1	Avibacterium	Negative	Avibacterium_paragallinarum	Cytoplasmic	Inside the cell	OTHER	0.452706	Non-Adhesin	NON-ANTIGEN	Host Homologue	Secreted
WP_017806408	COG1607	I	I	METABOLISM	Lipid_transport_and_metabolism	GLOB	1	0	0	0	0	0	DEG10310118	42.857	6.25e-34	115	Essential	16465.03	6.9063	0.279	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	XP_040561173.1	27.586	2.87e-09	55.8	Gallus gallus	Host Homologue	MULTISPECIES:_acyl-CoA_thioester_hydrolase_YciA_[Avibacterium]	GCF_037080095.1	Avibacterium	Negative	Avibacterium_paragallinarum	Unknown	Unknown	OTHER	0.465463	Non-Adhesin	NON-ANTIGEN	Host Homologue	Secreted
WP_017806410	-	-	-	-	-	TM	4	0	3	0	6	0	DEG10050299	37.698	9.97e-53	170	Essential	28780.38	10.0488	0.222	> 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	-	-	-	Gallus gallus	Non Host Homologue	hypothetical_protein_[Avibacterium_paragallinarum]	GCF_037080095.1	Avibacterium	Negative	Avibacterium_paragallinarum	CytoplasmicMembrane	Inside the cell	OTHER	0.443447	Non-Adhesin	NON-ANTIGEN	Non Host Homologue	2 or more Alpha helix Transmembrane Steps
WP_017806412	COG3047	M	M	CELLULAR_PROCESSES_AND_SIGNALING	Cell_wall/membrane/envelope_biogenesis	BETA	0	5	4	8	0	1	-	-	-	-	Non Essential	23738.47	10.1434	0.16	> 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	-	-	-	Gallus gallus	Non Host Homologue	OmpW_family_outer_membrane_protein_[Avibacterium_paragallinarum]	GCF_037080095.1	Avibacterium	Negative	Avibacterium_paragallinarum	OuterMembrane	Exposed	SP	0.771758	Adhesin	ANTIGEN	Non Host Homologue	Beta Barrel
WP_017806413	COG0276	H	H	METABOLISM	Coenzyme_transport_and_metabolism	GLOB	1	0	0	0	0	0	DEG10200479	28.882	4.12e-30	116	Essential	37227.54	6.3877	0.481	< 8	< 50 kDa	VFG013202(gb|WP_167591114)	69.304	8.38e-164	459	Probable Virulence Factor	VFG013202	VFC0272	Nutritional/Metabolic factor	-	-	-	-	Gallus gallus	Non Host Homologue	ferrochelatase_[Avibacterium_paragallinarum]	GCF_037080095.1	Avibacterium	Negative	Avibacterium_paragallinarum	Cytoplasmic	Inside the cell	OTHER	0.405486	Non-Adhesin	NON-ANTIGEN	Non Host Homologue	Secreted
WP_017806421	COG3053	C	C	METABOLISM	Energy_production_and_conversion	GLOB	1	0	0	0	0	0	DEG10560360	55.152	2.38e-129	373	Essential	39635.71	7.6494	0.414	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	-	-	-	Gallus gallus	Non Host Homologue	[citrate_(pro-3S)-lyase]_ligase_[Avibacterium_paragallinarum]	GCF_037080095.1	Avibacterium	Negative	Avibacterium_paragallinarum	Cytoplasmic	Inside the cell	OTHER	0.333379	Non-Adhesin	NON-ANTIGEN	Non Host Homologue	Secreted
WP_017806422	COG3052	C	C	METABOLISM	Energy_production_and_conversion	GLOB	1	0	0	0	0	0	DEG10030166	42.268	8.98e-20	75.9	Essential	10252.88	4.5514	0.874	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	-	-	-	Gallus gallus	Non Host Homologue	citrate_lyase_acyl_carrier_protein_[Avibacterium_paragallinarum]	GCF_037080095.1	Avibacterium	Negative	Avibacterium_paragallinarum	Cytoplasmic	Inside the cell	OTHER	0.275696	Non-Adhesin	NON-ANTIGEN	Non Host Homologue	Secreted
WP_017806428	COG2919	D	D	CELLULAR_PROCESSES_AND_SIGNALING	Cell_cycle_control,_cell_division,_chromosome_partitioning	TM	1	0	1	0	1	0	DEG10520228	31.395	5.4e-11	53.5	Essential	11131.9	7.3162	0.641	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	-	-	-	Gallus gallus	Non Host Homologue	cell_division_protein_FtsB_[Avibacterium_paragallinarum]	GCF_037080095.1	Avibacterium	Negative	Avibacterium_paragallinarum	Unknown	Unknown	OTHER	0.450373	Non-Adhesin	NON-ANTIGEN	Non Host Homologue	1 Alpha helix Transmembrane Step
WP_017806430	COG0269	G	G	METABOLISM	Carbohydrate_transport_and_metabolism	GLOB	1	0	0	0	0	0	-	-	-	-	Non Essential	24386.15	5.6539	0.766	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	-	-	-	Gallus gallus	Non Host Homologue	3-keto-L-gulonate-6-phosphate_decarboxylase_UlaD_[Avibacterium_paragallinarum]	GCF_037080095.1	Avibacterium	Negative	Avibacterium_paragallinarum	Cytoplasmic	Inside the cell	OTHER	0.471915	Non-Adhesin	NON-ANTIGEN	Non Host Homologue	Secreted
WP_017806434	COG1349	KG	K	INFORMATION_STORAGE_AND_PROCESSING	Transcription	GLOB	1	0	0	0	0	0	DEG10560683	25.738	1.41e-08	53.5	Essential	27533.84	7.4314	0.42	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	-	-	-	Gallus gallus	Non Host Homologue	HTH-type_transcriptional_regulator_UlaR_[Avibacterium_paragallinarum]	GCF_037080095.1	Avibacterium	Negative	Avibacterium_paragallinarum	Cytoplasmic	Inside the cell	OTHER	0.54604	Non-Adhesin	NON-ANTIGEN	Non Host Homologue	Secreted
WP_017806442	COG0525	J	J	INFORMATION_STORAGE_AND_PROCESSING	Translation,_ribosomal_structure_and_biogenesis	GLOB	1	0	0	0	0	0	-	-	-	-	Non Essential	9873.32	11.0578	0.979	> 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	-	-	-	Gallus gallus	Non Host Homologue	hypothetical_protein_[Avibacterium_paragallinarum]	GCF_037080095.1	Avibacterium	Negative	Avibacterium_paragallinarum	Unknown	Unknown	OTHER	0.427523	Non-Adhesin	NON-ANTIGEN	Non Host Homologue	Secreted
WP_017806443	-	-	-	-	-	GLOB	1	0	0	0	0	0	-	-	-	-	Non Essential	13149.04	9.786	0.324	> 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	-	-	-	Gallus gallus	Non Host Homologue	hypothetical_protein_[Avibacterium_paragallinarum]	GCF_037080095.1	Avibacterium	Negative	Avibacterium_paragallinarum	Unknown	Unknown	OTHER	0.482359	Non-Adhesin	NON-ANTIGEN	Non Host Homologue	Secreted
WP_017806446	-	-	-	-	-	GLOB	1	0	0	0	0	0	-	-	-	-	Non Essential	8558.01	9.7085	0.521	> 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	-	-	-	Gallus gallus	Non Host Homologue	hypothetical_protein_[Avibacterium_paragallinarum]	GCF_037080095.1	Avibacterium	Negative	Avibacterium_paragallinarum	Unknown	Unknown	OTHER	0.421579	Non-Adhesin	NON-ANTIGEN	Non Host Homologue	Secreted
WP_017806465	COG1724	R	R	POORLY_CHARACTERIZED	General_function_prediction_only	GLOB	1	0	0	0	0	0	-	-	-	-	Non Essential	6806.02	11.1595	0.539	> 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	-	-	-	Gallus gallus	Non Host Homologue	type_II_toxin-antitoxin_system_HicA_family_toxin_[Avibacterium_paragallinarum]	GCF_037080095.1	Avibacterium	Negative	Avibacterium_paragallinarum	Unknown	Unknown	OTHER	0.604863	Non-Adhesin	NON-ANTIGEN	Non Host Homologue	Secreted
WP_017806469	COG1396	K	K	INFORMATION_STORAGE_AND_PROCESSING	Transcription	GLOB	1	0	0	0	0	0	-	-	-	-	Non Essential	10736.61	10.1296	0.559	> 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	-	-	-	Gallus gallus	Non Host Homologue	helix-turn-helix_transcriptional_regulator_[Avibacterium_paragallinarum]	GCF_037080095.1	Avibacterium	Negative	Avibacterium_paragallinarum	Unknown	Unknown	OTHER	0.495169	Non-Adhesin	NON-ANTIGEN	Non Host Homologue	Secreted
WP_017806475	-	-	-	-	-	GLOB	1	0	0	0	0	0	-	-	-	-	Non Essential	9714.41	5.0362	0.629	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	-	-	-	Gallus gallus	Non Host Homologue	hypothetical_protein_[Avibacterium_paragallinarum]	GCF_037080095.1	Avibacterium	Negative	Avibacterium_paragallinarum	Unknown	Unknown	OTHER	0.300306	Non-Adhesin	NON-ANTIGEN	Non Host Homologue	Secreted
WP_017806495	-	-	-	-	-	GLOB	1	0	0	0	0	0	-	-	-	-	Non Essential	7674.58	3.6957	0.906	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	-	-	-	Gallus gallus	Non Host Homologue	hypothetical_protein_[Avibacterium_paragallinarum]	GCF_037080095.1	Avibacterium	Negative	Avibacterium_paragallinarum	Unknown	Unknown	OTHER	0.483898	Non-Adhesin	NON-ANTIGEN	Non Host Homologue	Secreted
WP_017806496	COG2929	V	V	CELLULAR_PROCESSES_AND_SIGNALING	Defense_mechanisms	GLOB	1	0	0	0	0	0	-	-	-	-	Non Essential	10787.62	10.415	0.633	> 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	-	-	-	Gallus gallus	Non Host Homologue	BrnT_family_toxin_[Avibacterium_paragallinarum]	GCF_037080095.1	Avibacterium	Negative	Avibacterium_paragallinarum	Unknown	Unknown	OTHER	0.240873	Non-Adhesin	NON-ANTIGEN	Non Host Homologue	Secreted
WP_017806497	COG3514	V	V	CELLULAR_PROCESSES_AND_SIGNALING	Defense_mechanisms	GLOB	1	0	0	0	0	0	-	-	-	-	Non Essential	10645.34	10.1427	0.269	> 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	-	-	-	Gallus gallus	Non Host Homologue	BrnA_antitoxin_family_protein_[Avibacterium_paragallinarum]	GCF_037080095.1	Avibacterium	Negative	Avibacterium_paragallinarum	Unknown	Unknown	OTHER	0.361854	Non-Adhesin	NON-ANTIGEN	Non Host Homologue	Secreted
WP_017806503	COG0265	O	O	CELLULAR_PROCESSES_AND_SIGNALING	Posttranslational_modification,_protein_turnover,_chaperones	TM	1	0	1	0	1	0	DEG10380241	37.931	3.47e-33	126	Essential	36255.77	9.22	0.137	> 8	< 50 kDa	VFG018660(gb|WP_012131081)	34.42	2.77e-32	124	Probable Virulence Factor	VFG018660	VFC0251	Exoenzyme	XP_423666.5	27.885	2.73e-25	106	Gallus gallus	Host Homologue	outer_membrane-stress_sensor_serine_endopeptidase_DegS_[Avibacterium_paragallinarum]	GCF_037080095.1	Avibacterium	Negative	Avibacterium_paragallinarum	Unknown	Unknown	OTHER	0.573602	Non-Adhesin	NON-ANTIGEN	Host Homologue	1 Alpha helix Transmembrane Step
WP_017806508	-	-	-	-	-	GLOB	1	0	0	0	0	0	-	-	-	-	Non Essential	7836.81	4.0086	0.979	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	-	-	-	Gallus gallus	Non Host Homologue	hypothetical_protein_[Avibacterium_paragallinarum]	GCF_037080095.1	Avibacterium	Negative	Avibacterium_paragallinarum	Unknown	Unknown	OTHER	0.490699	Non-Adhesin	ANTIGEN	Non Host Homologue	Secreted
WP_017806513	COG1267	I	I	METABOLISM	Lipid_transport_and_metabolism	TM	3	0	3	0	5	0	DEG10550554	42.763	2.37e-30	107	Essential	18582.06	7.2641	0.385	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	-	-	-	Gallus gallus	Non Host Homologue	phosphatidylglycerophosphatase_A_[Avibacterium_paragallinarum]	GCF_037080095.1	Avibacterium	Negative	Avibacterium_paragallinarum	CytoplasmicMembrane	Inside the cell	OTHER	0.308945	Non-Adhesin	NON-ANTIGEN	Non Host Homologue	2 or more Alpha helix Transmembrane Steps
WP_017806518	COG0633	C	C	METABOLISM	Energy_production_and_conversion	GLOB	1	0	0	0	0	0	DEG10560598	43.902	2.65e-20	76.3	Essential	9448.07	5.0796	0.574	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	-	-	-	Gallus gallus	Non Host Homologue	class_I_ribonucleotide_reductase_maintenance_protein_YfaE_[Avibacterium_paragallinarum]	GCF_037080095.1	Avibacterium	Negative	Avibacterium_paragallinarum	Unknown	Unknown	OTHER	0.420827	Non-Adhesin	NON-ANTIGEN	Non Host Homologue	Secreted
WP_017806524	COG2226	HJ	H	METABOLISM	Coenzyme_transport_and_metabolism	GLOB	1	0	0	0	0	0	DEG10240303	33.813	8.43e-12	62.8	Essential	27541.13	8.3843	0.233	> 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	-	-	-	Gallus gallus	Non Host Homologue	methyltransferase_domain-containing_protein_[Avibacterium_paragallinarum]	GCF_037080095.1	Avibacterium	Negative	Avibacterium_paragallinarum	Unknown	Unknown	OTHER	0.431922	Non-Adhesin	NON-ANTIGEN	Non Host Homologue	Secreted
WP_017806525	COG0491	R	R	POORLY_CHARACTERIZED	General_function_prediction_only	GLOB	1	0	0	0	0	0	-	-	-	-	Non Essential	26292.85	5.7086	0.679	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	XP_046800073.1	32.636	2.37e-27	108	Gallus gallus	Host Homologue	hydroxyacylglutathione_hydrolase_[Avibacterium_paragallinarum]	GCF_037080095.1	Avibacterium	Negative	Avibacterium_paragallinarum	Cytoplasmic	Inside the cell	OTHER	0.576627	Non-Adhesin	NON-ANTIGEN	Host Homologue	Secreted
