ID	Host	Host.Homologue	Host.IdentityPercent	Host.Evalue	Host.Bitscore	Host_Homologue_Result_All	Virulence.Homologue	Virulence.IdentityPercent	Virulence.Evalue	Virulence.Bitscore	VirulenceFactor	COG_ID	COG_categories	COG	General_Functional_Category	COG_category_description	Type_of_Protein	Inside_cell_or_cytosol	Periplasm	Outside_cell	Beta_sheet_TM	Alpha_helix_TM	SignalPeptideNumber	Essential.Homologue	Essential.IdentityPercent	Essential.Evalue	Essential.Bitscore	EssentialProtein	MW	Isoelectric_Point	Inclussion_Bodies_Probability	Isoelectric_Point2	MW2	Description	Strain	Mean_Schneider_Entropy	Strain_count	Cluster_Number	Conservation	Conservation_Results	SubcellularLocalization	Bacteria	Genus	Gram_Stain	Exposition	SignalPeptide	AdhesinProbability	AdhesinProbability2	AntigenicityResult
AgProtect_1914	Homo_sapiens	-	-	-	-	Non Host Homologue	VFG037147(gb|WP_072104446)	62.766	5.7E-116	335	Probable Virulence Factor	-	-	-	-	-	SP	0	0	1	0	0	1	-	-	-	-	Non Essential	29516.12	6.7681	0.334	< 8	< 50 kDa	|tr|C6KHT4|C6KHT4_NEIME_Factor_H-binding_protein_OS=Neisseria_meningitidis_OX=487_GN=fhbP_PE=1_SV=1	Experimental_Antigens	0	95	0	1	-	Unknown	Neisseria_meningitidis	Neisseria	Negative	Unknown	LIPO	-	Unknown	ANTIGEN
AgProtect_1915	Homo_sapiens;Homo_sapiens	-;-	-;-	-;-	-;-	Non Host Homologue	VFG005163(gb|WP_044564880)	35.178	2.2E-23	105	Probable Virulence Factor	COG1240	P	P	METABOLISM	Inorganic_ion_transport_and_metabolism	SP	0	0	1	0	0	1	-	-	-	-	Non Essential	112702.66	5.0759	0.32	< 8	> 100 kDa	|tr|Q9X3R6|Q9X3R6_STRPY_Serum_opacity_factor_OS=Streptococcus_pyogenes_OX=1314_GN=sof_PE=4_SV=1	Experimental_Antigens	0	95	0	1	-	Cellwall	Streptococcus_pyogenes	Streptococcus	Positive	Inside the cell	SP	-	Unknown	ANTIGEN
AgProtect_1915	Homo_sapiens;Homo_sapiens	-;-	-;-	-;-	-;-	Non Host Homologue	VFG005163(gb|WP_044564880)	35.178	2.2E-23	105	Probable Virulence Factor	COG1240	P	P	METABOLISM	Inorganic_ion_transport_and_metabolism	SP	0	0	1	0	0	1	-	-	-	-	Non Essential	112702.66	5.0759	0.32	< 8	> 100 kDa	|tr|Q9X3R6|Q9X3R6_STRPY_Serum_opacity_factor_OS=Streptococcus_pyogenes_OX=1314_GN=sof_PE=4_SV=1	Experimental_Antigens	0	95	0	1	-	Cellwall	Streptococcus_pyogenes	Streptococcus	Positive	Inside the cell	SP	-	Unknown	ANTIGEN
AgProtect_1916	Bos_taurus;Capra_aegagrus_hircus;Equus_ferus_caballus;Gallus_gallus;Homo_sapiens;Meleagris_gallopavo_domesticus;Oryctolagus_cuniculus_domesticus;Ovis_orientalis_aries	-;-;-;-;-;-;-;-	-;-;-;-;-;-;-;-	-;-;-;-;-;-;-;-	-;-;-;-;-;-;-;-	Non Host Homologue	VFG044015(gb|ACN73257)	29.73	4.91E-25	102	Probable Virulence Factor	-	-	-	-	-	SP	0	0	1	0	0	1	-	-	-	-	Non Essential	36888.98	9.648	0.039	> 8	< 50 kDa	|tr|Q93UU8|Q93UU8_STAAU_Bi-component_leukocidin_LukED_subunit_D_OS=Staphylococcus_aureus_OX=1280_GN=lukNF_PE=4_SV=1	Experimental_Antigens	0	95	0	1	-	Extracellular	Staphylococcus_aureus	Staphylococcus	Positive	Exposed	SP	-	Unknown	ANTIGEN
AgProtect_1917	Homo_sapiens;Homo_sapiens	-;-	-;-	-;-	-;-	Non Host Homologue	VFG038258(gb|WP_012297409)	26.946	0.00000000801	56.6	Probable Virulence Factor	COG1686	M	M	CELLULAR_PROCESSES_AND_SIGNALING	Cell_wall/membrane/envelope_biogenesis	SP	0	0	1	0	0	1	DEG10670137	25.628	4.03E-27	110	Essential	45766.06	9.7748	0.15	> 8	< 50 kDa	|tr|Q9A1G0|Q9A1G0_STRP1_Penicillin-binding_protein_(D-alanyl-D-alanine_carboxypeptidase)_OS=Streptococcus_pyogenes_serotype_M1_OX=301447_GN=dacA_PE=3_SV=1	Experimental_Antigens	0	95	0	1	-	CytoplasmicMembrane	Streptococcus_pyogenes	Streptococcus	Positive	Inside the cell	SP	-	Unknown	ANTIGEN
AgProtect_1917	Homo_sapiens;Homo_sapiens	-;-	-;-	-;-	-;-	Non Host Homologue	VFG038258(gb|WP_012297409)	26.946	0.00000000801	56.6	Probable Virulence Factor	COG1686	M	M	CELLULAR_PROCESSES_AND_SIGNALING	Cell_wall/membrane/envelope_biogenesis	SP	0	0	1	0	0	1	DEG10670137	25.628	4.03E-27	110	Essential	45766.06	9.7748	0.15	> 8	< 50 kDa	|tr|Q9A1G0|Q9A1G0_STRP1_Penicillin-binding_protein_(D-alanyl-D-alanine_carboxypeptidase)_OS=Streptococcus_pyogenes_serotype_M1_OX=301447_GN=dacA_PE=3_SV=1	Experimental_Antigens	0	95	0	1	-	CytoplasmicMembrane	Streptococcus_pyogenes	Streptococcus	Positive	Inside the cell	SP	-	Unknown	ANTIGEN
AgProtect_1918	Homo_sapiens	-	-	-	-	Non Host Homologue	VFG012355(gb|WP_001350744)	35.827	2.58E-39	136	Probable Virulence Factor	COG3637	M	M	CELLULAR_PROCESSES_AND_SIGNALING	Cell_wall/membrane/envelope_biogenesis	BETA	0	5	4	8	0	1	-	-	-	-	Non Essential	25746.95	6.4885	0.251	< 8	< 50 kDa	|tr|Q8Z939|Q8Z939_SALTI_Possible_outer_membrane_adhesin_OS=Salmonella_typhi_OX=90370_GN=STY0351_PE=4_SV=1	Experimental_Antigens	0	95	0	1	-	Unknown	Salmonella_enterica_serovar_Typhi	Salmonella	Negative	Unknown	SP	-	Unknown	ANTIGEN
AgProtect_1919	Bos_taurus;Canis_familiaris;Capra_aegagrus_hircus;Macaca_fasicularis;Macaca_mulatta;Ovis_orientalis_aries;Pan_troglodytes	-;-;-;-;-;-;-	-;-;-;-;-;-;-	-;-;-;-;-;-;-	-;-;-;-;-;-;-	Non Host Homologue	VFG007149(gb|WP_011105896)	32.618	3.42E-25	105	Probable Virulence Factor	-	-	-	-	-	GLOB	0	0	1	0	0	0	-	-	-	-	Non Essential	37336.18	5.4808	0.604	< 8	< 50 kDa	|sp|P23994|LCRV_YERPS_Virulence-associated_V_antigen_OS=Yersinia_pseudotuberculosis_serotype_I_(strain_IP32953)_OX=273123_GN=lcrV_PE=4_SV=1	Experimental_Antigens	0	95	0	1	-	Extracellular	Yersinia_pseudotuberculosis	Yersinia	Negative	Exposed	OTHER	-	Unknown	ANTIGEN
AgProtect_192	Homo_sapiens;Macaca_fasicularis;Macaca_mulatta;Pan_troglodytes	NP_660200.1;XP_045224686.2;XP_028688060.1;XP_063645578.1	32.677;31.01;31.01;32.283	2.1e-31;1.76e-31;7.6e-32;9.47e-31	123;123;124;121	Host Homologue	VFG006776(gb|WP_003771179)	44.377	2.23E-98	293	Probable Virulence Factor	COG0095	H	H	METABOLISM	Coenzyme_transport_and_metabolism	GLOB	1	0	0	0	0	0	DEG10520220	35	1.88E-35	129	Essential	37723.92	5.5392	0.565	< 8	< 50 kDa	NP_358641.1_lipoate-protein_ligase_[Streptococcus_pneumoniae_R6]	Experimental_Antigens	0	95	0	1	-	Cytoplasmic	Streptococcus_pneumoniae	Streptococcus	Positive	Inside the cell	OTHER	-	Unknown	NON-ANTIGEN
AgProtect_1920	Danio_rerio;Homo_sapiens	-;-	-;-	-;-	-;-	Non Host Homologue	VFG008084(gb|YP_007957827)	42.786	6.76E-32	121	Probable Virulence Factor	COG3511	M	M	CELLULAR_PROCESSES_AND_SIGNALING	Cell_wall/membrane/envelope_biogenesis	SP	0	0	1	0	0	1	-	-	-	-	Non Essential	52620.19	6.559	0.211	< 8	50-100 kDa	|WP_005092177.1_phospholipase_C_[Mycobacterium_abscessus]	Experimental_Antigens	0	95	0	1	-	Extracellular	Mycobacterium_abscessus	Mycobacterium	Positive_with_OM	Exposed	TAT	-	Unknown	ANTIGEN
AgProtect_1921	Sus_scrofa	-	-	-	-	Non Host Homologue	-	-	-	-	Non Virulence Factor	COG4166	E	E	METABOLISM	Amino_acid_transport_and_metabolism	SP	0	0	1	0	0	1	-	-	-	-	Non Essential	101903	9.1375	0.158	> 8	> 100 kDa	tr|Q601N8|Q601N8_MESH2_Solute-binding_protein_family_5_domain-containing_protein_OS=Mesomycoplasma_hyopneumoniae_(strain_232)_OX=295358_GN=mhp164_PE=4_SV=1	Experimental_Antigens	0	95	0	1	-	Unknown	Mesomycoplasma_hyopneumoniae	Mesomycoplasma	Negative_without_OM	Unknown	LIPO	-	Unknown	NON-ANTIGEN
AgProtect_1922	Canis_familiaris;Cavia_porcellus;Homo_sapiens;Macaca_fasicularis;Macaca_mulatta;Pan_troglodytes;Sus_scrofa	XP_038410737.1;XP_063110002.1;XP_047274065.1;XP_065375952.1;XP_028708966.1;XP_063669380.1;XP_020946015.1	26.355;26.355;25.862;26.178;26.178;26.108;26.355	3.31e-12;2.11e-12;2.95e-11;2.22e-12;5.6e-12;3.86e-11;5.42e-12	73.6;74.3;71.6;73.9;72.8;70.9;72.8	Host Homologue	-	-	-	-	Non Virulence Factor	COG1201	L	L	INFORMATION_STORAGE_AND_PROCESSING	Replication,_recombination_and_repair	GLOB	1	0	0	0	0	0	DEG10470137	33.333	0.000000354	53.9	Essential	161379.76	6.6118	0.385	< 8	> 100 kDa	tr|L7N527|L7N527_MYCTO_ATP-dependent_helicase,_putative_OS=Mycobacterium_tuberculosis_(strain_CDC_1551_/_Oshkosh)_OX=83331_GN=MT3395_PE=4_SV=1	Experimental_Antigens	0	95	0	1	-	CytoplasmicMembrane	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM	Inside the cell	OTHER	-	Unknown	ANTIGEN
AgProtect_1923	Canis_familiaris;Cavia_porcellus;Homo_sapiens;Macaca_fasicularis;Macaca_mulatta;Pan_troglodytes;Sus_scrofa	-;-;-;-;-;-;-	-;-;-;-;-;-;-	-;-;-;-;-;-;-	-;-;-;-;-;-;-	Non Host Homologue	-	-	-	-	Non Virulence Factor	-	-	-	-	-	SP	0	0	1	0	0	1	DEG10250745	100	0	685	Essential	35448.33	6.961	0.134	< 8	< 50 kDa	|tr|O53581|O53581_MYCTU_Probable_conserved_membrane_protein_OS=Mycobacterium_tuberculosis_(strain_ATCC_25618_/_H37Rv)_OX=83332_GN=Rv3802c_PE=1_SV=1	Experimental_Antigens	0	95	0	1	-	Periplasmic	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM	Inside the cell	OTHER	-	Unknown	ANTIGEN
AgProtect_1924	Homo_sapiens	NP_001158146.1	31.273	1.02E-30	125	Host Homologue	VFG020062(gb|WP_012723752)	26.538	0.00000000645	57.4	Probable Virulence Factor	COG1262	O	O	CELLULAR_PROCESSES_AND_SIGNALING	Posttranslational_modification,_protein_turnover,_chaperones	GLOB	1	0	0	0	0	0	DEG10130397	27.468	3.44E-19	88.6	Essential	69693.85	4.7966	0.615	< 8	50-100 kDa	|sp|O84147|PKN1_CHLTR_Serine/threonine-protein_kinase_pkn1_OS=Chlamydia_trachomatis_(strain_D/UW-3/Cx)_OX=272561_GN=pkn1_PE=1_SV=1	Experimental_Antigens	0	95	0	1	-	Cytoplasmic	Chlamydia_trachomatis	Chlamydia	Negative	Inside the cell	OTHER	-	Unknown	ANTIGEN
AgProtect_1926	Homo_sapiens;Homo_sapiens	NP_001107000.1;NP_001107000.1	34.412;34.412	1.06e-44;1.06e-44	159;159	Host Homologue	-	-	-	-	Non Virulence Factor	COG0275	J	J	INFORMATION_STORAGE_AND_PROCESSING	Translation,_ribosomal_structure_and_biogenesis	GLOB	1	0	0	0	0	0	DEG10430424	46.053	9.01E-58	186	Essential	38108.05	9.0001	0.433	> 8	< 50 kDa	|AAK34428.1_conserved_hypothetical_protein_[Streptococcus_pyogenes]	Experimental_Antigens	0	95	0	1	-	Cytoplasmic	Streptococcus_pyogenes	Streptococcus	Positive	Inside the cell	OTHER	-	Unknown	NON-ANTIGEN
AgProtect_1926	Homo_sapiens;Homo_sapiens	NP_001107000.1;NP_001107000.1	34.412;34.412	1.06e-44;1.06e-44	159;159	Host Homologue	-	-	-	-	Non Virulence Factor	COG0275	J	J	INFORMATION_STORAGE_AND_PROCESSING	Translation,_ribosomal_structure_and_biogenesis	GLOB	1	0	0	0	0	0	DEG10430424	46.053	9.01E-58	186	Essential	38108.05	9.0001	0.433	> 8	< 50 kDa	|AAK34428.1_conserved_hypothetical_protein_[Streptococcus_pyogenes]	Experimental_Antigens	0	95	0	1	-	Cytoplasmic	Streptococcus_pyogenes	Streptococcus	Positive	Inside the cell	OTHER	-	Unknown	NON-ANTIGEN
AgProtect_1927	Homo_sapiens;Homo_sapiens	-;-	-;-	-;-	-;-	Non Host Homologue	VFG001797(gb|WP_001227855)	35.395	4.05E-121	410	Probable Virulence Factor	COG1404	O	O	CELLULAR_PROCESSES_AND_SIGNALING	Posttranslational_modification,_protein_turnover,_chaperones	SP	0	0	1	0	0	1	DEG10470433	30.576	2.7E-27	120	Essential	181288.06	6.5232	0.288	< 8	> 100 kDa	|tr|Q9A180|Q9A180_STRP1_Putative_cell_envelope_proteinase_OS=Streptococcus_pyogenes_serotype_M1_OX=301447_GN=prtS_PE=3_SV=1	Experimental_Antigens	0	95	0	1	-	Cellwall	Streptococcus_pyogenes	Streptococcus	Positive	Inside the cell	SP	-	Unknown	ANTIGEN
AgProtect_1927	Homo_sapiens;Homo_sapiens	-;-	-;-	-;-	-;-	Non Host Homologue	VFG001797(gb|WP_001227855)	35.395	4.05E-121	410	Probable Virulence Factor	COG1404	O	O	CELLULAR_PROCESSES_AND_SIGNALING	Posttranslational_modification,_protein_turnover,_chaperones	SP	0	0	1	0	0	1	DEG10470433	30.576	2.7E-27	120	Essential	181288.06	6.5232	0.288	< 8	> 100 kDa	|tr|Q9A180|Q9A180_STRP1_Putative_cell_envelope_proteinase_OS=Streptococcus_pyogenes_serotype_M1_OX=301447_GN=prtS_PE=3_SV=1	Experimental_Antigens	0	95	0	1	-	Cellwall	Streptococcus_pyogenes	Streptococcus	Positive	Inside the cell	SP	-	Unknown	ANTIGEN
AgProtect_1928	Bos_taurus;Gallus_gallus;Homo_sapiens;Macaca_fasicularis;Macaca_mulatta;Ovis_orientalis_aries;Pan_troglodytes;Sus_scrofa	-;-;-;-;-;-;-;-	-;-;-;-;-;-;-;-	-;-;-;-;-;-;-;-	-;-;-;-;-;-;-;-	Non Host Homologue	VFG044375(gb|AAL65282)	25.461	0.000000316	52	Probable Virulence Factor	COG4772	P	P	METABOLISM	Inorganic_ion_transport_and_metabolism	BETA	0	8	7	14	0	1	-	-	-	-	Non Essential	38154.02	5.0445	0.228	< 8	< 50 kDa	|tr|E3PYQ3|E3PYQ3_ECOLX_IroN_OS=Escherichia_coli_OX=562_GN=iroN_PE=4_SV=1	Experimental_Antigens	0	95	0	1	-	OuterMembrane	Escherichia_coli	Escherichia	Negative	Exposed	OTHER	-	Unknown	ANTIGEN
AgProtect_1929	Canis_familiaris;Cavia_porcellus;Homo_sapiens;Macaca_fasicularis;Macaca_mulatta;Pan_troglodytes;Sus_scrofa	-;-;-;-;-;-;-	-;-;-;-;-;-;-	-;-;-;-;-;-;-	-;-;-;-;-;-;-	Non Host Homologue	-	-	-	-	Non Virulence Factor	-	-	-	-	-	TM	2	0	1	0	2	0	-	-	-	-	Non Essential	10110.66	10.9297	0.211	> 8	< 50 kDa	|tr|P71916|P71916_MYCTU_Uncharacterized_protein_OS=Mycobacterium_tuberculosis_(strain_ATCC_25618_/_H37Rv)_OX=83332_GN=Rv2433c_PE=4_SV=2	Experimental_Antigens	0	95	0	1	-	Unknown	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM	Unknown	OTHER	-	Unknown	ANTIGEN
AgProtect_193	Homo_sapiens;Macaca_fasicularis;Macaca_mulatta;Pan_troglodytes	NP_001358649.2;XP_005541633.3;XP_014966707.2;XP_054512691.1	33.411;38.762;34.538;26.628	1.59e-21;9.88e-10;8.13e-07;1.83e-21	106;67;57;106	Host Homologue	VFG043603(gb|WP_078064065)	82.129	8.33E-136	482	Probable Virulence Factor	-	-	-	-	-	SP	0	0	1	0	0	1	-	-	-	-	Non Essential	383915.89	3.8313	0.043	< 8	> 100 kDa	YP_002511663.1_cell_wall_surface_anchored_protein_[Streptococcus_pneumoniae_ATCC_700669]	Experimental_Antigens	0	95	0	1	-	Cellwall	Streptococcus_pneumoniae	Streptococcus	Positive	Inside the cell	OTHER	-	Unknown	ANTIGEN
AgProtect_1930	Homo_sapiens;Macaca_fasicularis;Macaca_mulatta;Pan_troglodytes	NP_006787.2;XP_065389615.1;XP_028693769.1;XP_063651997.1	41.64;41.868;41.868;41.64	4.67e-145;2.36e-146;1.96e-146;1.09e-146	443;445;445;443	Host Homologue	VFG031184(gb|YP_005360736)	40.94	2.18E-24	103	Probable Virulence Factor	COG0465	O	O	CELLULAR_PROCESSES_AND_SIGNALING	Posttranslational_modification,_protein_turnover,_chaperones	TM	2	0	1	0	2	0	DEG10580006	79.109	0	1020	Essential	71254.14	5.2365	0.411	< 8	50-100 kDa	sp|P59652|FTSH_STRR6_ATP-dependent_zinc_metalloprotease_FtsH_OS=Streptococcus_pneumoniae_(strain_ATCC_BAA-255_/_R6)_OX=171101_GN=ftsH_PE=3_SV=1	Experimental_Antigens	0	95	0	1	-	CytoplasmicMembrane	Streptococcus_pneumoniae	Streptococcus	Positive	Inside the cell	OTHER	-	Unknown	ANTIGEN
AgProtect_1931	Bos_taurus;Capra_aegagrus_hircus;Gallus_gallus;Homo_sapiens;Ictalurus_punctatus;Oreochromis_niloticus	-;-;-;-;-;-	-;-;-;-;-;-	-;-;-;-;-;-	-;-;-;-;-;-	Non Host Homologue	VFG005364(gb|WP_000208378)	35.616	1.45E-22	104	Probable Virulence Factor	COG3064	M	M	CELLULAR_PROCESSES_AND_SIGNALING	Cell_wall/membrane/envelope_biogenesis	GLOB	0	0	1	0	0	0	-	-	-	-	Non Essential	90229.82	9.3625	0.301	> 8	50-100 kDa	tr|Q8DX37|Q8DX37_STRA5_Cell_wall_surface_anchor_family_protein_OS=Streptococcus_agalactiae_serotype_V_(strain_ATCC_BAA-611_/_2603_V/R)_OX=208435_GN=SAG2021_PE=4_SV=1	Experimental_Antigens	0	95	0	1	-	Cellwall	Streptococcus_agalactiae	Streptococcus	Positive	Inside the cell	OTHER	-	Unknown	ANTIGEN
AgProtect_1932	Bos_taurus;Capra_aegagrus_hircus;Equus_ferus_caballus;Gallus_gallus;Homo_sapiens;Meleagris_gallopavo_domesticus;Oryctolagus_cuniculus_domesticus;Ovis_orientalis_aries	-;-;-;-;-;-;-;-	-;-;-;-;-;-;-;-	-;-;-;-;-;-;-;-	-;-;-;-;-;-;-;-	Non Host Homologue	VFG050292(gb|WP_010935564)	32.727	2.49E-28	123	Probable Virulence Factor	COG4932	M	M	CELLULAR_PROCESSES_AND_SIGNALING	Cell_wall/membrane/envelope_biogenesis	SP	0	0	1	0	0	1	DEG10470082	26.478	0.00000215	52	Essential	149447.73	3.923	0.697	< 8	> 100 kDa	|sp|Q5HIB3|SDRD_STAAC_Serine-aspartate_repeat-containing_protein_D_OS=Staphylococcus_aureus_(strain_COL)_OX=93062_GN=sdrD_PE=3_SV=1	Experimental_Antigens	0	95	0	1	-	Cellwall	Staphylococcus_aureus	Staphylococcus	Positive	Inside the cell	SP	-	Unknown	ANTIGEN
AgProtect_1935	Bos_taurus;Gallus_gallus;Homo_sapiens;Macaca_fasicularis;Macaca_mulatta;Ovis_orientalis_aries;Pan_troglodytes;Sus_scrofa	-;-;-;-;-;-;-;-	-;-;-;-;-;-;-;-	-;-;-;-;-;-;-;-	-;-;-;-;-;-;-;-	Non Host Homologue	VFG043651(gb|AAA24093)	40.625	7.09E-25	102	Probable Virulence Factor	-	-	-	-	-	SP	0	0	1	0	0	1	DEG10030292	75.701	2.18E-52	171	Essential	45829.33	7.4254	0.221	< 8	< 50 kDa	|fp_CFA-toxoid_MEFA_fusion_protein_OS=Escherichia_coli	Experimental_Antigens	0	95	0	1	-	Extracellular	Escherichia_coli	Escherichia	Negative	Exposed	SP	-	Unknown	ANTIGEN
AgProtect_1936	Homo_sapiens;Homo_sapiens	-;-	-;-	-;-	-;-	Non Host Homologue	VFG005157(gb|WP_011529060)	34.491	3E-32	125	Probable Virulence Factor	COG1196	D	D	CELLULAR_PROCESSES_AND_SIGNALING	Cell_cycle_control,_cell_division,_chromosome_partitioning	SP	0	0	1	0	0	1	-	-	-	-	Non Essential	43628.95	8.9933	0.562	> 8	< 50 kDa	sp|P49054|PAM_STRPY_Plasminogen-binding_group_A_streptococcal_M-like_protein_PAM_(Fragment)_OS=Streptococcus_pyogenes_OX=1314_GN=pam_PE=1_SV=1	Experimental_Antigens	0	95	0	1	-	Cellwall	Streptococcus_pyogenes	Streptococcus	Positive	Inside the cell	SP	-	Unknown	ANTIGEN
AgProtect_1936	Homo_sapiens;Homo_sapiens	-;-	-;-	-;-	-;-	Non Host Homologue	VFG005157(gb|WP_011529060)	34.491	3E-32	125	Probable Virulence Factor	COG1196	D	D	CELLULAR_PROCESSES_AND_SIGNALING	Cell_cycle_control,_cell_division,_chromosome_partitioning	SP	0	0	1	0	0	1	-	-	-	-	Non Essential	43628.95	8.9933	0.562	> 8	< 50 kDa	sp|P49054|PAM_STRPY_Plasminogen-binding_group_A_streptococcal_M-like_protein_PAM_(Fragment)_OS=Streptococcus_pyogenes_OX=1314_GN=pam_PE=1_SV=1	Experimental_Antigens	0	95	0	1	-	Cellwall	Streptococcus_pyogenes	Streptococcus	Positive	Inside the cell	SP	-	Unknown	ANTIGEN
AgProtect_1937	Homo_sapiens;Macaca_fasicularis;Macaca_mulatta;Pan_troglodytes	-;-;-;-	-;-;-;-	-;-;-;-	-;-;-;-	Non Host Homologue	VFG001797(gb|WP_001227855)	25.733	2.88E-12	72.4	Probable Virulence Factor	COG1404	O	O	CELLULAR_PROCESSES_AND_SIGNALING	Posttranslational_modification,_protein_turnover,_chaperones	SP	0	0	1	0	0	1	-	-	-	-	Non Essential	240427.86	6.2473	0.277	< 8	> 100 kDa	|tr|A0A0H2UP55|A0A0H2UP55_STRPN_Serine_protease,_subtilase_family_OS=Streptococcus_pneumoniae_serotype_4_(strain_ATCC_BAA-334_/_TIGR4)_OX=170187_GN=SP_0641_PE=4_SV=1	Experimental_Antigens	0	95	0	1	-	Cellwall	Streptococcus_pneumoniae	Streptococcus	Positive	Inside the cell	SP	-	Unknown	ANTIGEN
AgProtect_1938	Homo_sapiens	-	-	-	-	Non Host Homologue	VFG006301(gb|WP_011798804)	29.426	3.57E-21	101	Probable Virulence Factor	COG2931	Q	Q	METABOLISM	Secondary_metabolites_biosynthesis,_transport_and_catabolism	GLOB	0	0	1	0	0	0	DEG10560198	33.723	1.11E-62	233	Essential	177485.38	4.359	0.598	< 8	> 100 kDa	|tr|C8C508|C8C508_BORPT_Adenylate_cyclase_toxin_OS=Bordetella_pertussis_OX=520_PE=4_SV=1	Experimental_Antigens	0	95	0	1	-	Extracellular	Bordetella_pertussis	Bordetella	Negative	Exposed	OTHER	-	Unknown	ANTIGEN
AgProtect_1939	Bos_taurus;Canis_familiaris;Equus_ferus_caballus;Homo_sapiens;Sus_scrofa	-;-;-;-;-	-;-;-;-;-	-;-;-;-;-	-;-;-;-;-	Non Host Homologue	-	-	-	-	Non Virulence Factor	-	-	-	-	-	SP+TM	1	0	1	0	1	1	-	-	-	-	Non Essential	71721.11	5.0781	0.023	< 8	50-100 kDa	tr|Q8EXJ2|Q8EXJ2_LEPIN_Lipoprotein_OS=Leptospira_interrogans_serogroup_Icterohaemorrhagiae_serovar_Lai_(strain_56601)_OX=189518_GN=LB_216_PE=4_SV=2	Experimental_Antigens	0	95	0	1	-	Extracellular	Leptospira_interrogans	Leptospira	Negative	Exposed	LIPO	-	Unknown	ANTIGEN
AgProtect_194	Homo_sapiens;Macaca_fasicularis;Macaca_mulatta;Pan_troglodytes	-;-;-;-	-;-;-;-	-;-;-;-	-;-;-;-	Non Host Homologue	VFG006798(gb|NP_464454)	34.171	3.46E-35	125	Probable Virulence Factor	COG3764	M	M	CELLULAR_PROCESSES_AND_SIGNALING	Cell_wall/membrane/envelope_biogenesis	TM	1	0	1	0	1	0	DEG10470063	42.336	1.09E-26	102	Essential	28133.02	5.4609	0.398	< 8	< 50 kDa	YP_816547.1_sortase_[Streptococcus_pneumoniae_D39]	Experimental_Antigens	0	95	0	1	-	Unknown	Streptococcus_pneumoniae	Streptococcus	Positive	Unknown	OTHER	-	Unknown	NON-ANTIGEN
AgProtect_1940	Homo_sapiens	-	-	-	-	Non Host Homologue	-	-	-	-	Non Virulence Factor	-	-	-	-	-	GLOB	0	0	1	0	0	0	-	-	-	-	Non Essential	32175.29	4.328	0.439	< 8	< 50 kDa	|sp|B2RLK2|KGP_PORG3_Lys-gingipain_OS=Porphyromonas_gingivalis_(strain_ATCC_33277_/_DSM_20709_/_CIP_103683_/_JCM_12257_/_NCTC_11834_/_2561)_OX=431947_GN=kgp_PE=1_SV=1	Experimental_Antigens	0	95	0	1	-	Unknown	Porphyromonas_gingivalis	Porphyromonas	Negative	Unknown	OTHER	-	Unknown	ANTIGEN
AgProtect_1944	Danio_rerio;Homo_sapiens	-;-	-;-	-;-	-;-	Non Host Homologue	VFG021062(gb|WP_000392698)	37.089	6.49E-41	139	Probable Virulence Factor	COG1285	P	P	METABOLISM	Inorganic_ion_transport_and_metabolism	TM	3	0	3	0	5	0	DEG10050207	29.741	3.48E-16	74.7	Essential	25447.18	5.937	0.506	< 8	< 50 kDa	|tr|B1MF62|B1MF62_MYCA9_Possible_Mg2+_transport_P-type_ATPase_C_MgtC_OS=Mycobacterium_abscessus_(strain_ATCC_19977_/_DSM_44196_/_CIP_104536_/_JCM_13569_/_NCTC_13031_/_TMC_1543)_OX=561007_GN=MAB_3593_PE=4_SV=1	Experimental_Antigens	0	95	0	1	-	CytoplasmicMembrane	Mycobacterium_abscessus	Mycobacterium	Positive_with_OM	Inside the cell	OTHER	-	Unknown	ANTIGEN
AgProtect_1945	Canis_familiaris;Cavia_porcellus;Homo_sapiens;Macaca_fasicularis;Macaca_mulatta;Pan_troglodytes;Sus_scrofa	-;-;-;-;-;-;-	-;-;-;-;-;-;-	-;-;-;-;-;-;-	-;-;-;-;-;-;-	Non Host Homologue	-	-	-	-	Non Virulence Factor	COG3118	O	O	CELLULAR_PROCESSES_AND_SIGNALING	Posttranslational_modification,_protein_turnover,_chaperones	GLOB	1	0	0	0	0	0	DEG10410029	29.808	0.00000000422	52.8	Essential	32170.21	4.3829	0.637	< 8	< 50 kDa	|sp|P9WG61|Y1324_MYCTU_Uncharacterized_protein_Rv1324_OS=Mycobacterium_tuberculosis_(strain_ATCC_25618_/_H37Rv)_OX=83332_GN=Rv1324_PE=1_SV=1	Experimental_Antigens	0	95	0	1	-	Unknown	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM	Unknown	OTHER	-	Unknown	ANTIGEN
